Rk,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
431,Clelin Ferrell\FerrCl00,LVR,23,LDE,11,11,0,0,0,0,3,2,0,0,0,0,2.0,27,18,9,3,10,
432,Phillip Gaines\GainPh00,HOU,29,cb,12,2,0,0,0,0,1,,,,,,0.0,24,18,6,0,0,
433,Adam Gotsis\GotsAd00,JAX,28,RDE,16,14,0,0,0,0,3,1,0,0,0,0,0.0,37,18,19,4,3,
434,Everson Griffen\GrifEv99,2TM,33,,14,2,0,0,0,0,4,,,,,,6.0,33,18,15,7,14,
435,P.J. Hall\HallP.00,HOU,25,rde,10,9,,,,,,,,,,,1.0,34,18,16,2,2,
436,Justin Hollins\HollJu00,LAR,24,,16,0,0,0,0,0,1,1,0,0,0,0,3.0,28,18,10,3,5,
437,Chris Jones\JoneCh06,2TM,25,,9,3,,,,,,,,,,,0.0,19,18,1,0,0,
438,Carl Lawson\LawsCa00,CIN,25,RDE,16,11,,,,,,2,0,0,0,0,5.5,36,18,18,4,32,
439,David Mayo\MayoDa00,NYG,27,ilb,11,2,,,,,,1,0,0,0,0,0.0,29,18,11,2,0,
440,Brennan Scarlett\ScarBr00,HOU,27,rolb,11,4,,,,,,,,,,,0.0,28,18,10,0,1,
441,M.J. Stewart\StewM.00,CLE,25,,16,0,2,51,0,30,3,,,,,,1.0,22,18,4,2,1,
442,Deionte Thompson\ThomDe06,ARI,23,fs,13,4,0,0,0,0,3,,,,,,0.0,27,18,9,0,1,
443,Tanner Vallejo\VallTa00,ARI,26,,16,0,,,,,,,,,,,1.0,26,18,8,0,2,
444,Tyson Alualu\AluaTy99,PIT,33,nt,15,10,0,0,0,0,5,1,0,0,0,0,2.0,38,17,21,4,5,
445,Corey Ballentine\BallCo00,2TM,24,,15,2,,,,,,,,,,,0.0,20,17,3,0,0,
446,Tyus Bowser\BowsTy00,BAL,25,olb,16,2,3,53,0,25,5,,,,,,2.0,34,17,17,4,14,
447,Markus Golden\GoldMa00,2TM,29,,16,9,1,1,0,1,3,1,0,1,30,0,4.5,33,17,16,6,20,
448,Dontae Johnson\JohnDo02,SFO,29,cb,14,3,0,0,0,0,3,,,,,,1.0,23,17,6,1,2,
449,Damontae Kazee\KazeDa00,ATL,27,ss,4,4,,,,,,1,0,0,0,0,0.0,20,17,3,0,0,
450,Shaq Lawson\LawsSh00,MIA,26,lolb,14,7,0,0,0,0,1,1,0,1,36,1,4.0,32,17,15,4,18,
451,Frankie Luvu\LuvuFr00,NYJ,24,,13,3,0,0,0,0,1,1,0,0,0,0,2.0,25,17,8,3,3,1
452,Kamal Martin\MartKa01,GNB,22,rilb,10,6,,,,,,,,,,,1.0,24,17,7,3,1,
453,Raekwon McMillan\McMiRa02,LVR,25,ilb,16,4,0,0,0,0,1,1,0,0,0,0,0.0,27,17,10,1,0,
454,Carl Nassib\NassCa00,LVR,27,lde,14,5,1,23,0,23,5,,,,,,2.5,28,17,11,5,9,
455,Isaac Rochell\RochIs00,LAC,25,rde,16,6,0,0,0,0,1,,,,,,2.5,29,17,12,1,3,1
456,Shy Tuttle\TuttSh00,NOR,25,dt,13,3,0,0,0,0,2,,,,,,0.0,28,17,11,2,1,
457,Brent Urban\UrbaBr00,CHI,29,dt,16,8,0,0,0,0,1,,,,,,2.5,36,17,19,2,4,
458,Carlos Watkins\WatkCa00,HOU,27,LOLB,16,11,0,0,0,0,3,0,0,1,0,0,2.0,27,17,10,4,2,
459,K'Waun Williams\WillKW00,SFO,29,cb,8,4,0,0,0,0,4,1,0,0,0,0,2.0,22,17,5,5,2,
460,Ahkello Witherspoon\WithAh00,SFO,25,cb,11,4,1,0,0,0,4,,,,,,0.0,20,17,3,1,0,
461,Daryl Worley\WorlDa00,3TM,25,,10,5,0,0,0,0,3,,,,,,0.0,22,17,5,0,0,
462,Terrence Brooks\BrooTe00,NWE,28,ss,14,2,,,,,,,,,,,0.0,23,16,7,0,1,
463,Devin Bush Jr.\BushDe01,PIT,22,lilb,5,5,0,0,0,0,3,,,,,,1.0,26,16,10,0,2,
464,Tevaughn Campbell\CampTe00,LAC,27,cb,14,4,1,6,1,6,3,1,0,0,0,0,0.0,22,16,6,0,1,
465,L.J. Collier\CollLJ00,SEA,25,DE,16,16,0,0,0,0,2,,,,,,3.0,22,16,6,4,7,
466,Michael Danna\DannMi00,KAN,23,de,13,1,,,,,,,,,,,2.5,25,16,9,4,6,
467,Todd Davis\DaviTo01,MIN,28,lb,11,6,0,0,0,0,2,,,,,,1.0,35,16,19,2,1,
468,Javon Hargrave\HargJa00,PHI,27,LDT,15,11,0,0,0,0,1,0,0,1,0,0,4.5,38,16,22,5,8,
469,Jalyn Holmes\HolmJa01,MIN,24,lde,14,9,0,0,0,0,2,,,,,,0.0,36,16,20,2,4,
470,Dean Marlowe\MarlDe00,BUF,28,ss,15,4,2,39,0,23,3,0,0,1,0,0,1.5,22,16,6,2,2,
471,Bilal Nichols\NichBi00,CHI,24,NT,16,16,1,7,0,7,3,,,,,,5.0,40,16,24,7,13,
472,Ifeadi Odenigbo\OdenIf00,MIN,26,LDE,15,15,,,,,,,,,,,3.5,35,16,19,3,15,1
473,Jamal Perry\WiltJo01,MIA,26,cb,13,1,0,0,0,0,1,,,,,,0.0,26,16,10,0,0,
474,Richard Sherman\SherRi00,SFO,32,lcb,5,5,1,18,0,18,1,,,,,,0.0,18,16,2,1,0,
475,Daniel Thomas\ThomDa07,JAX,22,ss,10,2,1,53,0,53,2,,,,,,0.0,18,16,2,0,0,
476,Jalen Thompson\ThomJa04,ARI,22,fs,5,4,0,0,0,0,1,,,,,,0.0,19,16,3,0,0,
477,Desmond Trufant\TrufDe00,DET,30,lcb,6,6,1,0,0,0,4,,,,,,1.0,20,16,4,1,1,
478,D.J. Wonnum\WonnDJ00,MIN,23,de,14,2,0,0,0,0,1,1,0,0,0,0,3.0,24,16,8,5,9,
479,Angelo Blackson\BlacAn00,ARI,28,nt,16,9,,,,,,,,,,,2.5,24,15,9,4,8,
480,Tyeler Davison\DaviTy01,ATL,28,RDT,16,15,,,,,,,,,,,0.5,36,15,21,2,2,
481,Sam Franklin\FranSa00,CAR,24,ss,14,4,0,0,0,0,1,,,,,,1.0,23,15,8,1,1,
482,Randy Gregory\GregRa00,DAL,28,,10,0,0,0,0,0,1,3,0,0,0,0,3.5,21,15,6,4,12,
483,Javelin Guidry\GuidJa01,NYJ,22,db,11,2,,,,,,4,0,0,0,0,0.0,22,15,7,0,1,
484,D.J. Hayden\HaydDJ00,JAX,30,cb,5,1,0,0,0,0,1,,,,,,0.0,18,15,3,1,1,
485,Marquis Haynes\HaynMa01,CAR,27,,15,0,0,0,0,0,1,1,0,2,1,0,4.0,18,15,3,4,5,
486,B.J. Hill\HillB.00,NYG,25,,16,0,0,0,0,0,1,,,,,,1.0,32,15,17,2,3,
487,Malik Jackson\JackMa02,PHI,30,ldt,15,6,0,0,0,0,2,0,0,1,0,0,2.5,28,15,13,6,13,
488,Jordan Jenkins\JenkJo01,NYJ,26,ROLB,12,12,0,0,0,0,1,1,0,0,0,0,2.0,32,15,17,3,6,
489,Devon Kennard\KennDe00,ARI,29,olb,13,4,,,,,,,,,,,3.0,19,15,4,5,9,
490,Javon Kinlaw\KinlJa00,SFO,23,LDT,14,12,1,27,1,27,4,,,,,,1.5,33,15,18,3,4,
491,Steve McLendon\McLeSt00,2TM,34,,15,6,,,,,,,,,,,0.0,31,15,16,2,0,
492,Trent Murphy\MurpTr00,BUF,30,lde,10,9,,,,,,,,,,,2.0,19,15,4,3,6,
493,Jacob Phillips\PhilJa01,CLE,21,olb,9,3,0,0,0,0,1,,,,,,0.0,25,15,10,1,1,
494,Jeremy Reaves\ReavJe00,WAS,24,fs,9,3,1,0,0,0,2,,,,,,1.0,25,15,10,1,1,
495,Danny Shelton\ShelDa01,DET,27,LDT,12,12,0,0,0,0,1,,,,,,1.0,37,15,22,2,4,
496,James Vaughters\VaugJa01,CHI,27,,14,0,,,,,,,,,,,1.5,22,15,7,2,2,
497,K'Von Wallace\WallKV00,PHI,23,db,15,3,,,,,,0,0,1,0,0,0.0,21,15,6,0,0,
498,Brandon Watson\WatsBr01,JAX,25,cb,16,1,,,,,,,,,,,0.0,24,15,9,0,0,
499,Armani Watts\WattAr00,KAN,24,ss,16,1,0,0,0,0,1,,,,,,0.0,17,15,2,0,0,
500,Oren Burks\BurkOr00,GNB,25,,16,0,,,,,,2,0,0,0,0,0.0,21,14,7,1,0,
501,Jadeveon Clowney\ClowJa00,TEN,27,lolb,8,8,0,0,0,0,4,1,0,0,0,0,0.0,19,14,5,4,6,
502,John Cominsky\ComiJo00,ATL,25,dt,13,1,,,,,,0,0,1,0,0,1.0,28,14,14,3,3,
503,Christian Covington\CoviCh00,CIN,27,RDT,16,14,,,,,,,,,,,0.0,39,14,25,0,1,
504,Byron Cowart\CowaBy00,NWE,24,RDT,14,14,0,0,0,0,1,,,,,,1.0,27,14,13,3,3,
505,Zaire Franklin\FranZa00,IND,24,olb,16,2,,,,,,,,,,,0.0,19,14,5,0,0,
506,Kristian Fulton\FultKr00,TEN,22,cb,6,2,1,44,0,44,1,,,,,,1.0,16,14,2,1,1,
507,Dennis Gardeck\GardDe01,ARI,26,,14,0,,,,,,0,0,1,0,0,7.0,16,14,2,7,10,
508,Kevin Givens\GiveKe01,SFO,23,dt,13,1,0,0,0,0,1,0,0,1,0,0,1.0,19,14,5,5,3,
509,Bryce Hager\HageBr00,NYJ,28,ilb,10,2,0,0,0,0,1,,,,,,0.5,23,14,9,1,1,
510,DaVon Hamilton\HamiDa02,JAX,23,ldt,11,6,0,0,0,0,1,0,0,1,0,0,1.0,30,14,16,2,5,
511,Shaun Dion Hamilton\DionSh00,WAS,25,olb,14,3,,,,,,,,,,,0.0,21,14,7,2,1,
512,Harrison Hand\HandHa00,MIN,22,cb,14,1,1,4,0,4,3,,,,,,0.0,17,14,3,0,0,
513,Maurice Hurst Jr.\HursMa00,LVR,25,dt,11,3,0,0,0,0,1,,,,,,0.5,27,14,13,1,6,
514,Chris Jackson\JackCh01,TEN,22,cb,11,3,0,0,0,0,1,,,,,,0.0,24,14,10,1,0,
515,Quinton Jefferson\JeffQu00,BUF,27,dt,16,4,0,0,0,0,1,1,0,1,0,0,3.0,23,14,9,3,6,
516,D.J. Jones\JoneD.01,SFO,25,RDT,14,14,0,0,0,0,1,,,,,,3.0,20,14,6,7,3,
517,Dean Lowry\LowrDe00,GNB,26,LDE,16,16,0,0,0,0,2,,,,,,3.0,36,14,22,2,4,
518,Cassius Marsh\MarsCa00,3TM,28,,8,1,,,,,,1,0,0,0,0,0.0,16,14,2,0,1,
519,Xavier McKinney\McKiXa00,NYG,21,db,6,4,1,0,0,0,1,,,,,,0.0,25,14,11,1,0,
520,George Odum+\OdumGe00,IND,27,,16,0,,,,,,1,0,0,0,0,0.0,21,14,7,0,0,
521,Robert Quinn\QuinRo00,CHI,30,ROLB,15,13,,,,,,3,0,1,0,0,2.0,20,14,6,0,6,
522,Tershawn Wharton\WharTe00,KAN,22,dt,16,1,,,,,,1,1,1,-3,0,2.0,27,14,13,4,4,
523,Jahleel Addae\AddaJa00,LAC,30,,11,0,1,3,0,3,2,,,,,,0.5,21,13,8,0,1,
524,Justin Bethel\BethJu00,NWE,30,,16,0,,,,,,,,,,,0.0,14,13,1,0,0,
525,Shilique Calhoun\CalhSh00,NWE,28,,10,0,,,,,,2,0,0,0,0,2.0,18,13,5,1,3,
526,Carter Coughlin\CougCa00,NYG,23,olb,14,2,,,,,,,,,,,1.0,17,13,4,2,2,
527,Tyrel Dodson\DodsTy01,BUF,22,mlb,10,2,0,0,0,0,2,,,,,,1.0,22,13,9,2,0,
528,Troy Dye\DyexTr00,MIN,24,llb,11,5,0,0,0,0,2,,,,,,0.0,28,13,15,0,1,
529,Brandon Facyson\FacyBr00,LAC,26,,13,0,,,,,,1,0,0,0,0,0.0,16,13,3,0,0,
530,Matthias Farley\FarlMa00,NYJ,28,fs,16,2,0,0,0,0,3,,,,,,0.0,24,13,11,0,1,
531,Rudy Ford\FordRu00,PHI,26,ss,8,1,,,,,,,,,,,0.0,15,13,2,1,0,
532,Porter Gustin\GustPo01,CLE,23,de,14,3,,,,,,,,,,,0.0,30,13,17,2,2,
533,Davontae Harris\HarrDa05,2TM,25,,11,2,0,0,0,0,1,1,0,0,0,0,0.0,14,13,1,0,0,
534,Dane Jackson\JackDa02,BUF,24,cb,5,2,1,6,0,6,5,0,0,1,0,0,0.0,15,13,2,1,0,
535,Justin Layne\LaynJu00,PIT,22,,16,0,,,,,,,,,,,0.0,22,13,9,0,0,
536,Jacob Martin\MartJa02,HOU,25,de,14,1,0,0,0,0,1,1,0,1,0,0,3.0,20,13,7,3,3,
537,Mike Pennel\PennMi00,KAN,29,nt,14,1,,,,,,,,,,,0.0,29,13,16,0,1,
538,Sheldon Rankins\RankSh00,NOR,26,dt,12,1,0,0,0,0,1,,,,,,1.5,20,13,7,3,9,
539,Alton Robinson\RobiAl03,SEA,22,de,14,1,,,,,,1,0,0,0,0,4.0,22,13,9,5,4,
540,Rashard Robinson\RobiRa00,DAL,25,cb,4,3,,,,,,,,,,,0.0,20,13,7,0,0,
541,Bravvion Roy\RoyxBr00,CAR,24,ldt,15,9,,,,,,,,,,,1.0,29,13,16,2,5,
542,D.J. Swearinger\SweaDJ00,NOR,29,,11,0,0,0,0,0,1,,,,,,0.0,14,13,1,0,0,
543,Kindle Vildor\VildKi00,CHI,23,cb,16,1,0,0,0,0,1,,,,,,0.0,17,13,4,0,0,
544,Justin Zimmer\ZimmJu00,BUF,28,,12,0,,,,,,1,0,0,0,0,1.0,21,13,8,3,7,
545,Dakota Allen\AlleDa01,JAX,25,olb,13,2,,,,,,,,,,,0.0,18,12,6,3,1,
546,Austin Bryant\BryaAu00,DET,24,de,6,1,,,,,,,,,,,0.0,17,12,5,1,1,
547,K'Lavon Chaisson\ChaiKL00,JAX,21,de,16,3,0,0,0,0,1,,,,,,1.0,19,12,7,3,9,
548,Doug Costin\CostDo00,JAX,23,rdt,12,9,0,0,0,0,2,0,0,1,0,0,0.0,32,12,20,3,1,
549,Vinny Curry\CurrVi00,PHI,32,de,11,3,,,,,,0,0,1,0,0,3.0,16,12,4,3,10,
550,Marcus Davenport\DaveMa00,NOR,24,de,11,1,0,0,0,0,2,,,,,,1.5,21,12,9,3,8,
551,Brandon Dunn\DunnBr00,HOU,28,NT,13,13,,,,,,0,0,1,0,0,0.0,26,12,14,0,3,
552,Trey Flowers\FlowTr00,DET,27,lde,7,5,0,0,0,0,1,2,0,1,4,0,2.0,22,12,10,3,3,
553,Dante Fowler\FowlDa00,ATL,26,RDE,14,13,0,0,0,0,1,1,0,0,0,0,3.0,23,12,11,4,8,
554,Da'Shawn Hand\HandDa00,DET,25,de,10,1,,,,,,1,0,0,0,0,0.0,19,12,7,1,0,
555,DeAndre Houston-Carson\HousDe00,CHI,27,,16,0,1,0,0,0,3,0,0,1,0,0,0.0,15,12,3,0,0,
556,Bryce Huff\HuffBr00,NYJ,22,,14,0,0,0,0,0,1,,,,,,2.0,16,12,4,4,4,
557,Michael Jacquet\JacqMi00,PHI,23,db,7,2,0,0,0,0,3,1,0,0,0,0,1.0,18,12,6,0,1,
558,Joshua Kalu\KaluJo00,TEN,25,,15,0,,,,,,1,0,0,0,0,0.0,16,12,4,0,0,
559,Kingsley Keke\KekeKi00,GNB,24,rde,15,9,0,0,0,0,2,1,0,0,0,0,4.0,21,12,9,3,8,
560,Hercules Mata'afa\MataHe00,MIN,25,dt,13,1,,,,,,,,,,,2.5,24,12,12,3,6,
561,Tyler Matakevich\MataTy00,BUF,28,,16,0,0,0,0,0,2,,,,,,0.0,23,12,11,0,0,
562,Whitney Mercilus\MercWh00,HOU,30,LOLB,13,12,0,0,0,0,1,0,1,1,0,0,4.0,21,12,9,5,7,
563,Tim Settle\SettTi00,WAS,23,dt,16,1,,,,,,,,,,,5.0,19,12,7,5,7,
564,Armon Watts\WattAr01,MIN,24,,16,0,,,,,,,,,,,0.5,31,12,19,0,2,
565,Joejuan Williams\WillJo13,NWE,23,,15,0,0,0,0,0,2,,,,,,0.0,18,12,6,0,0,
566,Nick Williams\WillNi01,DET,30,DT,14,13,0,0,0,0,2,,,,,,1.0,23,12,11,2,3,
567,Shawn Williams\WillSh02,CIN,29,,13,0,0,0,0,0,1,,,,,,0.0,16,12,4,0,0,
568,Olasunkanmi Adeniyi\AdenOl00,PIT,23,,15,1,,,,,,1,0,0,0,0,0.0,16,11,5,1,0,
569,Nick Bellore*\BellNi01,SEA,31,,16,0,,,,,,0,0,1,0,0,0.0,14,11,3,0,0,
570,Lorenzo Carter\CartLo01,NYG,25,lolb,5,5,0,0,0,0,1,,,,,,1.0,15,11,4,2,4,
571,Sean Davis\DaviSe00,PIT,27,fs,16,1,0,0,0,0,1,0,0,1,0,0,0.0,12,11,1,0,0,
572,Mario Edwards\EdwaMa01,CHI,26,,15,0,0,0,0,0,1,,,,,,4.0,17,11,6,6,7,
573,A.J. Epenesa\EpenAJ00,BUF,22,de,14,1,0,0,0,0,1,,,,,,1.0,14,11,3,3,4,
574,Neville Gallimore\GallNe00,DAL,23,nt,14,9,0,0,0,0,1,,,,,,0.5,28,11,17,4,4,
575,Carl Granderson\GranCa01,NOR,24,,15,0,0,0,0,0,1,2,0,0,0,0,5.0,14,11,3,3,9,
576,Darius Harris\HarrDa07,KAN,24,ilb,4,2,0,0,0,0,1,0,0,1,15,0,0.0,14,11,3,0,0,
577,Noah Igbinoghene\IgbiNo00,MIA,21,cb,16,2,0,0,0,0,2,0,0,2,5,0,0.0,13,11,2,0,0,
578,Darryl Johnson\JohnDa10,BUF,23,,15,0,,,,,,,,,,,1.0,14,11,3,3,3,
579,Dion Jordan\JordDi00,SFO,30,de,13,1,0,0,0,0,1,1,0,1,0,0,3.0,17,11,6,3,5,
580,Zach Kerr\KerrZa00,CAR,30,,13,4,0,0,0,0,2,1,0,0,0,0,2.0,32,11,21,2,9,
581,Sean Lee\LeexSe99,DAL,34,olb,9,2,,,,,,,,,,,0.0,20,11,9,0,1,
582,Ryan Lewis\LewiRy01,NYG,26,cb,5,3,0,0,0,0,1,,,,,,0.0,13,11,2,0,0,
583,Justin Madubuike\MaduJu00,BAL,23,dt,10,3,,,,,,,,,,,1.0,19,11,8,2,2,
584,Sherrick McManis\McMaSh99,CHI,33,,11,0,1,0,0,0,1,1,0,1,0,0,0.0,12,11,1,0,0,
585,Anthony Nelson\NelsAn01,TAM,23,olb,16,1,0,0,0,0,1,,,,,,1.0,18,11,7,2,7,
586,Charles Omenihu\OmenCh00,HOU,23,de,15,5,0,0,0,0,2,,,,,,4.0,17,11,6,5,16,
587,Harrison Phillips\PhilHa00,BUF,24,dt,12,3,,,,,,0,0,1,0,0,0.0,18,11,7,0,4,
588,John Reid\ReidJo00,HOU,24,cb,13,1,0,0,0,0,1,,,,,,0.0,13,11,2,0,0,
589,Patrick Robinson\RobiPa99,NOR,33,cb,12,4,2,0,0,0,4,,,,,,0.0,14,11,3,1,0,
590,Nick Scott\ScotNi01,LAR,25,,15,0,,,,,,,,,,,0.0,16,11,5,0,0,
591,Vernon Scott\ScotVe00,GNB,23,,15,0,,,,,,,,,,,1.0,13,11,2,2,1,
592,Tye Smith\SmitTy01,TEN,27,cb,12,3,0,5,0,5,1,,,,,,0.0,15,11,4,1,0,
593,Tedric Thompson\ThomTe00,KAN,25,,8,0,,,,,,,,,,,0.0,13,11,2,0,0,
594,Xavier Williams\WillXa00,2TM,28,,12,3,,,,,,0,0,1,0,0,1.0,24,11,13,0,1,
595,Ross Blacklock\BlacRo00,HOU,22,dt,15,1,,,,,,,,,,,0.0,14,10,4,1,2,
596,Taven Bryan\BryaTa00,JAX,24,ldt,16,8,,,,,,,,,,,0.5,18,10,8,3,6,
597,Joe Giles-Harris\GileJo01,JAX,23,lb,9,3,,,,,,,,,,,1.0,20,10,10,2,5,
598,Davon Godchaux\GodcDa00,MIA,26,nt,5,5,,,,,,,,,,,0.0,16,10,6,1,2,
599,Jonathan Greenard\GreeJo04,HOU,23,olb,13,1,0,0,0,0,1,,,,,,1.0,19,10,9,2,3,
600,Anfernee Jennings\JennAn00,NWE,23,olb,14,4,,,,,,,,,,,0.0,20,10,10,0,1,
601,Arden Key\KeyxAr00,LVR,24,,14,0,0,0,0,0,2,,,,,,0.0,15,10,5,2,11,
602,Miles Killebrew\KillMi00,DET,27,,15,0,,,,,,,,,,,0.0,12,10,2,0,0,
603,Kevin Minter\MintKe00,TAM,30,ilb,16,1,0,0,0,0,1,,,,,,0.0,15,10,5,0,0,
604,Efe Obada\ObadEf00,CAR,28,,16,1,,,,,,1,0,2,54,0,5.5,18,10,8,4,15,
605,Corey Peters\PeteCo00,ARI,32,nt,9,9,0,0,0,0,1,,,,,,2.0,15,10,5,3,4,
606,Jordan Phillips\PhilJo01,ARI,28,rdt,9,9,0,0,0,0,1,2,0,1,0,0,2.0,11,10,1,1,3,
607,Mike Purcell\PurcMi00,DEN,29,nt,6,6,,,,,,,,,,,1.0,15,10,5,2,1,
608,Josiah Scott\ScotJo00,JAX,21,,6,0,,,,,,,,,,,0.0,11,10,1,1,0,
609,Jabaal Sheard\SheaJa00,2TM,31,,10,3,0,0,0,0,1,1,0,0,0,0,1.5,19,10,9,2,6,
610,Kevin Strong\StroKe00,DET,24,dt,6,1,,,,,,,,,,,1.0,15,10,5,1,2,
611,Adarius Taylor\GlanAd00,CAR,30,mlb,13,2,,,,,,,,,,,0.0,19,10,9,1,0,
612,Tramon Williams\WillTr99,BAL,37,,6,0,0,0,0,0,1,,,,,,0.0,14,10,4,0,2,
613,Tashawn Bower\BoweTa00,NWE,25,de,7,3,0,0,0,0,1,,,,,,0.0,11,9,2,1,0,
614,Shaun Bradley\BradSh00,PHI,23,,15,0,,,,,,,,,,,0.0,15,9,6,1,0,
615,Malcom Brown\BrowMa01,NOR,26,RDT,13,13,,,,,,,,,,,1.0,27,9,18,3,2,
616,Myles Bryant\BryaMy01,NWE,22,,9,0,1,0,0,0,1,,,,,,0.0,12,9,3,0,0,
617,Vernon Butler\ButlVe00,BUF,26,ldt,14,9,0,0,0,0,1,1,0,0,0,0,0.0,18,9,9,5,2,
618,Ross Cockrell\CockRo00,TAM,29,cb,12,2,0,0,0,0,1,,,,,,0.0,11,9,2,1,1,
619,Adrian Colbert\ColbAd00,NYG,27,fs,6,2,,,,,,,,,,,0.0,13,9,4,1,0,
620,Trevon Coley\ColeTr01,ARI,26,dt,6,2,,,,,,,,,,,1.0,14,9,5,3,2,
621,William Compton\CompWi00,TEN,31,ilb,12,1,,,,,,0,0,1,0,0,0.0,18,9,9,0,0,
622,Jordan Dangerfield\DangJo00,PIT,30,,15,0,,,,,,,,,,,0.0,10,9,1,0,0,
623,Mike Ford\FordMi01,DET,25,cb,9,1,0,0,0,0,1,,,,,,0.0,12,9,3,0,0,
624,Greg Gaines\GainGr00,LAR,24,,16,0,,,,,,0,0,1,0,0,1.5,18,9,9,1,3,
625,Yetur Gross-Matos\GrosYe00,CAR,22,rde,12,7,,,,,,1,0,0,0,0,2.5,24,9,15,2,6,
626,Antonio Hamilton\HamiAn01,KAN,27,,16,0,0,0,0,0,1,,,,,,0.0,12,9,3,0,1,
627,Myles Hartsfield\HartMy00,CAR,23,,16,0,0,0,0,0,1,0,0,2,0,0,0.0,14,9,5,1,0,
628,Mike Hughes\HughMi00,MIN,23,cb,4,2,0,0,0,0,1,,,,,,0.0,13,9,4,0,0,
629,Joel Iyiegbuniwe\IyieJo00,CHI,25,,16,0,0,0,0,0,1,,,,,,0.0,12,9,3,0,0,
630,Adoree' Jackson\JackAd00,TEN,25,,3,2,,,,,,,,,,,0.0,12,9,3,0,0,
631,Khalid Kareem\KareKh00,CIN,22,,16,0,,,,,,,,,,,1.0,19,9,10,1,2,
632,Ryan Kerrigan\KerrRy00,WAS,32,de,16,1,0,0,0,0,1,0,0,1,6,0,5.5,17,9,8,5,6,
633,Siran Neal\NealSi00,BUF,26,,16,0,0,0,0,0,1,,,,,,0.0,13,9,4,0,1,
634,Hardy Nickerson\NickHa02,MIN,26,ilb,14,1,1,5,0,5,1,2,0,0,0,0,0.0,14,9,5,0,0,
635,Keisean Nixon\NixoKe00,LVR,23,cb,15,1,,,,,,0,2,0,0,0,0.0,14,9,5,0,1,
636,Alex Okafor\OkafAl00,KAN,29,,11,0,,,,,,1,0,0,0,0,3.0,16,9,7,1,10,
637,Jalen Reeves-Maybin\ReevJa00,DET,25,,16,0,,,,,,,,,,,0.0,10,9,1,0,0,
638,Hassan Ridgeway\RidgHa00,PHI,26,,7,0,,,,,,,,,,,1.0,11,9,2,2,1,
639,Duke Shelley\ShelDu00,CHI,24,cb,11,2,0,0,0,0,1,,,,,,0.0,16,9,7,0,0,
640,Damion Square\SquaDa00,LAC,31,nt,16,1,,,,,,,,,,,1.0,20,9,11,1,2,
641,Vincent Taylor\TaylVi00,CLE,26,,15,1,,,,,,0,0,1,0,0,0.0,12,9,3,2,1,
642,DeMarcus Walker\WalkDe03,DEN,26,de,13,4,,,,,,1,0,0,0,0,4.5,18,9,9,3,5,
643,Nsimba Webster\WebsNs00,LAR,24,,16,0,,,,,,0,3,2,0,0,0.0,12,9,3,0,0,
644,Brandon Wilson\WilsBr01,CIN,26,,15,0,,,,,,1,0,0,0,0,0.0,13,9,4,0,0,
645,Josh Woods\WoodJo02,CHI,24,,15,0,,,,,,0,0,1,0,0,0.0,14,9,5,0,0,
646,Allen Bailey\BailAl00,ATL,31,,16,4,,,,,,,,,,,1.5,15,8,7,2,5,
647,Cam Brown\BrowCa01,NYG,22,,15,0,,,,,,1,0,0,0,0,0.0,12,8,4,0,3,
648,Maliek Collins\CollMa00,LVR,25,RDT,12,11,,,,,,,,,,,0.0,15,8,7,0,1,
649,John Franklin-Myers\FranJo02,NYJ,24,de,15,2,0,0,0,0,2,0,0,2,0,0,3.0,19,8,11,5,13,
650,J.T. Gray\GrayJ.00,NOR,24,,16,0,0,0,0,0,1,0,0,2,0,0,0.0,8,8,0,0,0,
651,Charles Harris\HarrCh03,ATL,25,olb,13,1,0,0,0,0,2,,,,,,3.0,18,8,10,3,5,
652,Jaylinn Hawkins\HawkJa00,ATL,23,fs,12,2,,,,,,,,,,,0.5,13,8,5,0,1,
653,Lano Hill\HillDe02,SEA,25,,2,0,,,,,,,,,,,0.0,10,8,2,1,0,
654,Khaleke Hudson\HudsKh00,WAS,23,olb,16,2,,,,,,,,,,,0.0,14,8,6,2,1,
655,Austin Johnson\JohnAu01,NYG,26,,16,0,0,0,0,0,1,1,0,0,0,0,1.0,18,8,10,2,1,
656,Tyler Lancaster\LancTy00,GNB,26,,15,3,0,0,0,0,1,,,,,,0.0,23,8,15,0,0,
657,Blake Lynch\LyncBl00,MIN,23,lb,4,1,0,0,0,0,1,,,,,,0.0,12,8,4,0,0,
658,Josh Metellus\MeteJo00,MIN,22,,15,0,,,,,,0,0,2,0,0,0.0,9,8,1,0,0,
659,Dare Ogunbowale\OgunDa00,JAX,26,rb,14,2,,,,,,,,,,,0.0,10,8,2,0,0,
660,Ogbonnia Okoronkwo\OkorOg00,LAR,25,,10,0,0,0,0,0,1,,,,,,1.0,12,8,4,1,3,
661,D.J. Reader\ReadD.00,CIN,26,ldt,5,5,0,0,0,0,2,,,,,,0.0,19,8,11,1,1,
662,Edmond Robinson\RobiEd00,ATL,28,,13,0,,,,,,,,,,,0.0,15,8,7,0,1,
663,Nathan Shepherd\ShepNa00,NYJ,27,dt,14,3,,,,,,,,,,,2.5,17,8,9,3,8,
