Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
72,Van Jefferson\JeffVa00,LAR,25,WR,17,17,89,50,56.2%,802,16.0,6,32,79,9.0,2.9,47.2,0
73,K.J. Osborn\OsboKJ00,MIN,24,wr,17,9,82,50,61.0%,655,13.1,7,26,64,8.0,2.9,38.5,0
74,Myles Gaskin\GaskMy00,MIA,24,rb,17,10,63,49,77.8%,234,4.8,4,13,24,3.7,2.9,13.8,2
75,Dawson Knox\KnoxDa00,BUF,25,TE,15,14,71,49,69.0%,587,12.0,9,31,53,8.3,3.3,39.1,0
76,C.J. Uzomah\UzomC.00,CIN,28,TE,16,16,63,49,77.8%,493,10.1,5,24,55,7.8,3.1,30.8,0
77,Jared Cook\CookJa02,LAC,34,te,16,10,83,48,57.8%,564,11.8,4,31,42,6.8,3.0,35.3,0
78,Gerald Everett\EverGe00,SEA,27,,15,12,63,48,76.2%,478,10.0,4,26,41,7.6,3.2,31.9,2
79,Kalif Raymond\RaymKa00,DET,27,WR,16,14,71,48,67.6%,576,12.0,4,28,75,8.1,3.0,36.0,0
80,Ezekiel Elliott\ElliEz00,DAL,26,RB,17,17,65,47,72.3%,287,6.1,2,17,21,4.4,2.8,16.9,1
81,Zay Jones\JoneZa00,LVR,26,wr,17,9,70,47,67.1%,546,11.6,1,29,43,7.8,2.8,32.1,1
82,Alvin Kamara*\KamaAl00,NOR,26,rb,13,10,67,47,70.1%,439,9.3,5,20,31,6.6,3.6,33.8,0
83,Darrel Williams\WillDa10,KAN,26,rb,17,7,57,47,82.5%,452,9.6,2,19,38,7.9,2.8,26.6,0
84,Rashod Bateman\BateRa00,BAL,22,wr,12,4,68,46,67.6%,515,11.2,1,29,36,7.6,3.8,42.9,0
85,Braxton Berrios+\BerrBr00,NYJ,26,wr,16,1,65,46,70.8%,431,9.4,2,21,46,6.6,2.9,26.9,1
86,Marquez Callaway\CallMa01,NOR,23,WR,17,11,84,46,54.8%,698,15.2,6,32,58,8.3,2.7,41.1,0
87,Evan Engram\EngrEv00,NYG,27,TE,15,12,73,46,63.0%,408,8.9,3,21,30,5.6,3.1,27.2,1
88,Cedrick Wilson Jr.\WilsCe01,DAL,26,wr,16,4,61,45,73.8%,602,13.4,6,27,73,9.9,2.8,37.6,3
89,Robert Woods\WoodRo02,LAR,29,wr,9,9,69,45,65.2%,556,12.4,4,34,28,8.1,5.0,61.8,0
90,Odell Beckham Jr.\BeckOd00,2TM,29,,14,13,82,44,53.7%,537,12.2,5,27,54,6.5,3.1,38.4,0
91,Mike Davis\DaviMi01,ATL,28,rb,17,8,58,44,75.9%,259,5.9,1,12,20,4.5,2.6,15.2,4
92,Chase Edmonds\EdmoCh00,ARI,25,RB,12,11,53,43,81.1%,311,7.2,0,11,36,5.9,3.6,25.9,1
93,J.D. McKissic\McKiJ.00,WAS,28,rb,11,3,53,43,81.1%,397,9.2,2,15,56,7.5,3.9,36.1,0
94,Elijah Moore\MoorEl00,NYJ,21,wr,11,6,77,43,55.8%,538,12.5,5,24,62,7.0,3.9,48.9,0
95,Quez Watkins\WatkQu00,PHI,23,WR,17,12,62,43,69.4%,647,15.0,1,25,91,10.4,2.5,38.1,0
96,Javonte Williams\WillJa10,DEN,21,rb,17,1,53,43,81.1%,316,7.3,3,12,42,6.0,2.5,18.6,2
97,Antonio Brown\BrowAn04,TAM,33,,7,3,62,42,67.7%,545,13.0,4,29,62,8.8,6.0,77.9,0
98,Antonio Gibson\GibsAn00,WAS,23,RB,16,14,52,42,80.8%,294,7.0,3,12,73,5.7,2.6,18.4,6
99,DeAndre Hopkins\HopkDe00,ARI,29,wr,10,10,64,42,65.6%,572,13.6,8,32,55,8.9,4.2,57.2,0
100,Joe Mixon*\MixoJo00,CIN,25,RB,16,16,48,42,87.5%,314,7.5,3,11,52,6.5,2.6,19.6,2
101,David Montgomery\MontDa01,CHI,24,RB,13,13,51,42,82.4%,301,7.2,0,18,16,5.9,3.2,23.2,1
102,Byron Pringle\PrinBy00,KAN,28,wr,17,5,60,42,70.0%,568,13.5,5,32,40,9.5,2.5,33.4,2
103,Emmanuel Sanders\SandEm00,BUF,34,WR,14,13,72,42,58.3%,626,14.9,4,31,41,8.7,3.0,44.7,0
104,Saquon Barkley\BarkSa00,NYG,24,RB,13,13,57,41,71.9%,263,6.4,2,13,54,4.6,3.2,20.2,2
105,Brandon Bolden\BoldBr00,NWE,31,rb,17,1,49,41,83.7%,405,9.9,2,21,28,8.3,2.4,23.8,1
106,Adam Humphries\HumpAd00,WAS,28,WR,17,11,62,41,66.1%,383,9.3,0,23,27,6.2,2.4,22.5,0
107,Devontae Booker\BookDe00,NYG,29,,16,4,45,40,88.9%,268,6.7,1,11,41,6.0,2.5,16.8,0
108,Nyheim Hines\HineNy00,IND,25,rb,17,4,57,40,70.2%,310,7.8,1,15,36,5.4,2.4,18.2,3
109,Allen Lazard\LazaAl00,GNB,26,WR,15,13,60,40,66.7%,513,12.8,8,28,42,8.6,2.7,34.2,0
110,DeVante Parker\ParkDe01,MIA,28,wr,10,8,73,40,54.8%,515,12.9,2,29,42,7.1,4.0,51.5,0
111,Devin Singletary\SingDe00,BUF,24,RB,17,16,50,40,80.0%,228,5.7,1,11,19,4.6,2.4,13.4,5
112,Jonathan Taylor*+\TaylJo02,IND,22,RB,17,17,51,40,78.4%,360,9.0,2,12,76,7.1,2.4,21.2,4
113,Ray-Ray McCloud\McClRa00,PIT,25,wr,16,5,66,39,59.1%,277,7.1,0,18,24,4.2,2.4,17.3,4
114,Tony Pollard\PollTo00,DAL,24,,15,0,46,39,84.8%,337,8.6,0,15,32,7.3,2.6,22.5,2
115,Kadarius Toney\ToneKa00,NYG,22,wr,10,4,57,39,68.4%,420,10.8,0,21,38,7.4,3.9,42.0,0
116,Ameer Abdullah\AbduAm00,2TM,28,,17,1,53,38,71.7%,289,7.6,1,13,23,5.5,2.2,17.0,0
117,Austin Hooper\HoopAu00,CLE,27,TE,16,16,61,38,62.3%,345,9.1,3,18,34,5.7,2.4,21.6,0
118,Jerry Jeudy\JeudJe00,DEN,22,wr,10,5,56,38,67.9%,467,12.3,0,22,40,8.3,3.8,46.7,1
119,Zach Pascal\PascZa00,IND,27,WR,16,13,69,38,55.1%,384,10.1,3,16,41,5.6,2.4,24.0,1
120,Allen Robinson\RobiAl02,CHI,28,WR,12,11,66,38,57.6%,410,10.8,1,22,39,6.2,3.2,34.2,0
121,Nick Westbrook-Ikhine\WestNi00,TEN,24,wr,16,7,57,38,66.7%,476,12.5,4,23,46,8.4,2.4,29.8,1
122,Nelson Agholor\AghoNe00,NWE,28,WR,15,13,64,37,57.8%,473,12.8,3,23,44,7.4,2.5,31.5,0
123,James Conner*\ConnJa00,ARI,26,rb,15,6,39,37,94.9%,375,10.1,3,18,45,9.6,2.5,25.0,2
124,Kenny Golladay\GollKe00,NYG,28,WR,14,14,76,37,48.7%,521,14.1,0,27,36,6.9,2.6,37.2,0
125,Christian McCaffrey\McCaCh01,CAR,25,rb,7,7,41,37,90.2%,343,9.3,1,21,32,8.4,5.3,49.0,1
126,Michael Carter\CartMi03,NYJ,22,RB,14,11,55,36,65.5%,325,9.0,0,16,23,5.9,2.6,23.2,1
127,Deonte Harris\HarrDe07,NOR,24,wr,13,1,59,36,61.0%,570,15.8,3,23,72,9.7,2.8,43.8,2
128,Tyler Johnson\JohnTy00,TAM,23,wr,17,3,55,36,65.5%,360,10.0,0,14,31,6.5,2.1,21.2,0
129,David Njoku\NjokDa00,CLE,25,TE,16,11,53,36,67.9%,475,13.2,4,17,71,9.0,2.3,29.7,0
130,Sterling Shepard\ShepSt00,NYG,28,wr,7,6,53,36,67.9%,366,10.2,1,19,37,6.9,5.1,52.3,0
131,Dan Arnold\ArnoDa00,2TM,26,,11,4,52,35,67.3%,408,11.7,0,20,28,7.8,3.2,37.1,1
132,Gabriel Davis\DaviGa01,BUF,22,wr,16,4,63,35,55.6%,549,15.7,6,29,49,8.7,2.2,34.3,0
133,Michael Gallup\GallMi00,DAL,25,wr,9,8,62,35,56.5%,445,12.7,2,23,41,7.2,3.9,49.4,0
134,Dalvin Cook*\CookDa01,MIN,26,RB,13,13,49,34,69.4%,224,6.6,0,9,24,4.6,2.6,17.2,3
135,Corey Davis\DaviCo03,NYJ,26,wr,9,9,59,34,57.6%,492,14.5,4,23,53,8.3,3.8,54.7,2
136,AJ Dillon\DillAJ00,GNB,23,rb,17,2,37,34,91.9%,313,9.2,2,15,50,8.5,2.0,18.4,2
137,Bryan Edwards\EdwaBr01,LVR,23,WR,16,12,59,34,57.6%,571,16.8,3,26,51,9.7,2.1,35.7,1
138,Anthony Firkser\FirkAn00,TEN,26,te,15,1,43,34,79.1%,291,8.6,2,15,24,6.8,2.3,19.4,2
139,Devonta Freeman\FreeDe00,BAL,29,rb,16,8,42,34,81.0%,190,5.6,1,9,15,4.5,2.1,11.9,0
140,Ty Johnson\JohnTy02,NYJ,24,rb,16,3,55,34,61.8%,372,10.9,2,20,23,6.8,2.1,23.3,2
141,Donovan Peoples-Jones\PeopDo00,CLE,22,wr,14,9,58,34,58.6%,597,17.6,3,26,60,10.3,2.4,42.6,2
142,Durham Smythe\SmytDu00,MIA,26,TE,17,12,41,34,82.9%,357,10.5,0,15,25,8.7,2.0,21.0,0
143,Nico Collins\CollNi00,HOU,22,wr,14,8,60,33,55.0%,446,13.5,1,22,32,7.4,2.4,31.9,0
144,Devin Duvernay*+\DuveDe00,BAL,24,wr,16,7,47,33,70.2%,272,8.2,2,14,21,5.8,2.1,17.0,1
145,Kenneth Gainwell\GainKe00,PHI,22,rb,16,1,50,33,66.0%,253,7.7,1,14,19,5.1,2.1,15.8,2
146,Albert Okwuegbunam\OkwuAl00,DEN,23,te,14,6,40,33,82.5%,330,10.0,2,15,64,8.3,2.4,23.6,1
147,Josh Palmer\PalmJo00,LAC,23,wr,17,5,49,33,67.3%,353,10.7,4,18,36,7.2,1.9,20.8,0
148,Jalen Reagor\ReagJa00,PHI,22,WR,17,13,57,33,57.9%,299,9.1,2,13,34,5.2,1.9,17.6,2
149,Laquon Treadwell\TreaLa00,JAX,26,wr,12,7,51,33,64.7%,434,13.2,1,22,41,8.5,2.8,36.2,0
150,David Johnson\JohnDa08,HOU,30,rb,13,4,42,32,76.2%,225,7.0,1,11,16,5.4,2.5,17.3,1
151,Alexander Mattison\MattAl01,MIN,23,rb,16,4,39,32,82.1%,228,7.1,1,10,24,5.8,2.0,14.3,1
152,Tre'Quan Smith\SmitTr03,NOR,25,wr,11,6,50,32,64.0%,377,11.8,3,18,34,7.5,2.9,34.3,1
153,Jalen Guyton\GuytJa01,LAC,24,wr,16,2,48,31,64.6%,448,14.5,3,21,59,9.3,1.9,28.0,1
154,Julio Jones\JoneJu02,TEN,32,wr,10,10,48,31,64.6%,434,14.0,1,19,51,9.0,3.1,43.4,0
155,Calvin Ridley\RidlCa00,ATL,27,wr,5,5,52,31,59.6%,281,9.1,2,16,22,5.4,6.2,56.2,0
156,James Robinson\RobiJa00,JAX,23,RB,14,13,46,31,67.4%,222,7.2,0,9,26,4.8,2.2,15.9,4
157,Geoff Swaim\SwaiGe00,TEN,28,TE,16,16,40,31,77.5%,210,6.8,3,12,26,5.3,1.9,13.1,0
158,Olamide Zaccheaus\ZaccOl01,ATL,24,wr,17,8,53,31,58.5%,406,13.1,3,22,49,7.7,1.8,23.9,0
159,Cameron Brate\BratCa00,TAM,30,te,17,3,57,30,52.6%,245,8.2,4,15,18,4.3,1.8,14.4,0
160,Kenyan Drake\DrakKe00,LVR,27,rb,12,2,40,30,75.0%,291,9.7,1,12,31,7.3,2.5,24.3,1
161,Kyle Juszczyk*\JuszKy00,SFO,30,FB,17,16,38,30,78.9%,296,9.9,1,16,26,7.8,1.8,17.4,0
162,Foster Moreau\MoreFo00,LVR,24,TE,17,11,44,30,68.2%,373,12.4,3,16,44,8.5,1.8,21.9,1
163,Chester Rogers\RogeCh02,TEN,27,wr,16,2,43,30,69.8%,301,10.0,1,12,39,7.0,1.9,18.8,4
164,Ricky Seals-Jones\SealRi00,WAS,26,te,13,6,49,30,61.2%,271,9.0,2,14,39,5.5,2.3,20.8,0
165,Jack Doyle\DoylJa00,IND,31,,17,14,43,29,67.4%,302,10.4,3,18,34,7.0,1.7,17.8,0
166,Darrell Henderson\HendDa00,LAR,24,rb,12,10,40,29,72.5%,176,6.1,3,8,25,4.4,2.4,14.7,0
167,Josh Reynolds\ReynJo00,2TM,26,,12,5,49,29,59.2%,396,13.7,2,21,39,8.1,2.4,33.0,0
168,Randall Cobb\CobbRa00,GNB,31,wr,12,3,39,28,71.8%,375,13.4,5,21,54,9.6,2.3,31.3,1
169,Keelan Cole\ColeKe00,NYJ,28,WR,15,11,51,28,54.9%,449,16.0,1,20,54,8.8,1.9,29.9,0
170,Melvin Gordon\GordMe00,DEN,28,RB,16,16,38,28,73.7%,213,7.6,2,9,30,5.6,1.8,13.3,3
171,Jeremy McNichols\McNiJe00,TEN,26,,14,0,38,28,73.7%,240,8.6,1,11,27,6.3,2.0,17.1,0
172,Jonnu Smith\SmitJo01,NWE,26,TE,16,11,45,28,62.2%,294,10.5,1,15,28,6.5,1.8,18.4,1
173,Ryan Griffin\GrifRy00,NYJ,31,TE,14,12,42,27,64.3%,261,9.7,2,14,29,6.2,1.9,18.6,1
174,Mark Ingram\IngrMa01,2TM,32,,14,10,35,27,77.1%,162,6.0,0,9,34,4.6,1.9,11.6,1
175,Samaje Perine\PeriSa00,CIN,26,,16,0,31,27,87.1%,196,7.3,1,9,23,6.3,1.7,12.3,0
176,Adam Trautman\TrauAd00,NOR,24,te,13,10,43,27,62.8%,263,9.7,2,13,32,6.1,2.1,20.2,1
177,Sammy Watkins\WatkSa00,BAL,28,wr,13,9,49,27,55.1%,394,14.6,1,17,49,8.0,2.1,30.3,1
178,Damiere Byrd\ByrdDa00,CHI,28,wr,17,4,38,26,68.4%,329,12.7,1,18,54,8.7,1.5,19.4,1
179,Hayden Hurst\HursHa00,ATL,28,te,13,5,31,26,83.9%,221,8.5,3,11,33,7.1,2.0,17.0,3
180,Kyle Rudolph\RudoKy00,NYG,32,,16,13,39,26,66.7%,257,9.9,1,12,60,6.6,1.6,16.1,0
181,Miles Sanders\SandMi01,PHI,24,RB,12,12,34,26,76.5%,158,6.1,0,6,25,4.6,2.2,13.2,1
182,Darius Slayton\SlayDa01,NYG,24,wr,13,5,58,26,44.8%,339,13.0,2,14,42,5.8,2.0,26.1,1
183,Marquez Valdes-Scantling\ValdMa00,GNB,27,wr,11,7,55,26,47.3%,430,16.5,3,18,75,7.8,2.4,39.1,0
184,Jamaal Williams\WillJa06,DET,26,RB,13,11,28,26,92.9%,157,6.0,0,6,15,5.6,2.0,12.1,1
185,Rex Burkhead\BurkRe00,HOU,31,rb,16,5,32,25,78.1%,186,7.4,0,9,20,5.8,1.6,11.6,1
186,Josiah Deguara\DeguJo00,GNB,24,te,16,2,33,25,75.8%,245,9.8,2,9,62,7.4,1.6,15.3,0
187,Chuba Hubbard\HubbCh01,CAR,22,rb,17,10,37,25,67.6%,174,7.0,1,8,33,4.7,1.5,10.2,1
188,Demarcus Robinson\RobiDe01,KAN,27,wr,17,10,41,25,61.0%,264,10.6,3,13,33,6.4,1.5,15.5,0
189,Tajae Sharpe\SharTa00,ATL,27,wr,15,7,37,25,67.6%,230,9.2,0,14,17,6.2,1.7,15.3,0
190,Freddie Swain\SwaiFr00,SEA,23,wr,17,8,40,25,62.5%,343,13.7,4,12,68,8.6,1.5,20.2,1
191,Albert Wilson\WilsAl02,MIA,29,wr,14,5,39,25,64.1%,213,8.5,0,10,64,5.5,1.8,15.2,0
192,Jamal Agnew\AgneJa00,JAX,26,wr,10,2,39,24,61.5%,229,9.5,1,14,29,5.9,2.4,22.9,1
193,Jordan Akins\AkinJo00,HOU,29,te,13,3,33,24,72.7%,214,8.9,0,11,31,6.5,1.8,16.5,2
194,Mo Alie-Cox\AlieMo00,IND,28,te,17,7,45,24,53.3%,316,13.2,4,14,37,7.0,1.4,18.6,1
195,Danny Amendola\AmenDa00,HOU,36,,8,0,38,24,63.2%,248,10.3,3,10,39,6.5,3.0,31.0,1
196,Tavon Austin\AustTa00,JAX,31,wr,13,3,37,24,64.9%,213,8.9,1,11,25,5.8,1.8,16.4,1
197,DeAndre Carter\CartDe02,WAS,28,wr,17,6,44,24,54.5%,296,12.3,3,17,26,6.7,1.4,17.4,3
198,Rashard Higgins\HiggRa00,CLE,27,wr,15,4,47,24,51.1%,275,11.5,1,16,21,5.9,1.6,18.3,0
199,Jauan Jennings\JennJa00,SFO,24,wr,16,1,38,24,63.2%,282,11.8,5,15,34,7.4,1.5,17.6,1
200,James O'Shaughnessy\O'ShJa00,JAX,29,te,7,6,34,24,70.6%,244,10.2,0,10,30,7.2,3.4,34.9,0
201,Henry Ruggs III\RuggHe00,LVR,22,,7,7,36,24,66.7%,469,19.5,2,16,61,13.0,3.4,67.0,0
202,James Washington\WashJa00,PIT,25,wr,15,2,44,24,54.5%,285,11.9,2,9,42,6.5,1.6,19.0,0
203,Giovani Bernard\BernGi00,TAM,30,,12,0,29,23,79.3%,123,5.3,3,8,32,4.2,1.9,10.3,1
204,Pharaoh Brown\BrowPh01,HOU,27,TE,15,12,34,23,67.6%,171,7.4,0,6,29,5.0,1.5,11.4,1
205,Jamycal Hasty\HastJa02,SFO,25,,11,0,29,23,79.3%,157,6.8,0,7,23,5.4,2.1,14.3,2
206,T.Y. Hilton\HiltT.00,IND,32,wr,10,9,37,23,62.2%,331,14.4,3,15,52,8.9,2.3,33.1,0
207,Marcedes Lewis\LewiMa00,GNB,37,TE,17,17,28,23,82.1%,214,9.3,0,10,23,7.6,1.4,12.6,1
208,Zack Moss\MossZa00,BUF,24,,13,0,32,23,71.9%,197,8.6,1,12,24,6.2,1.8,15.2,2
209,Chris Conley\ConlCh00,HOU,29,wr,16,10,37,22,59.5%,323,14.7,2,15,41,8.7,1.4,20.2,1
210,Kareem Hunt\HuntKa00,CLE,26,rb,8,1,27,22,81.5%,174,7.9,0,10,23,6.4,2.8,21.8,0
