Rk,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
62,Kareem Jackson\JackKa99,DEN,33,S,15,15,1,7,0,7,2,,,,,,1.0,88,62,26,1,0,
63,Jalen Ramsey*+\RamsJa00,LAR,27,CB,16,16,4,41,0,25,16,1,0,1,8,0,0.0,77,62,15,9,1,
64,D.J. Reed\ReedD.00,SEA,25,CB,14,14,2,9,0,7,10,0,0,1,0,0,0.0,78,62,16,0,0,
65,Antoine Winfield Jr.*\WinfAn00,TAM,23,S,13,13,2,30,0,30,6,2,0,3,9,0,2.0,88,62,26,4,3,
66,Tyrann Mathieu*\MathTy00,KAN,29,S,16,16,3,56,1,34,6,0,0,3,12,0,1.0,76,60,16,2,2,
67,Justin Simmons\SimmJu00,DEN,28,S,17,17,5,76,0,35,12,,,,,,1.5,80,60,20,4,2,
68,Darious Williams\WillDa09,LAR,28,CB,14,13,0,0,0,0,9,0,0,1,0,0,0.0,71,60,11,3,0,
69,Anthony Brown\BrowAn02,DAL,28,CB,16,16,3,45,1,45,17,1,0,0,0,0,0.0,71,59,12,1,0,
70,Xavier McKinney\McKiXa00,NYG,22,S,17,16,5,64,1,41,10,,,,,,0.0,93,59,34,1,0,
71,Damien Wilson\WilsDa02,JAX,28,LB,17,17,1,1,0,1,5,1,0,0,0,0,3.0,106,59,47,5,5,
72,Azeez Al-Shaair\AlShAz00,SFO,24,LB,13,13,1,24,0,24,5,1,0,2,12,0,2.0,102,58,44,9,2,
73,Krys Barnes\BarnKr00,GNB,23,LB,16,13,0,0,0,0,4,0,0,2,1,0,1.0,81,58,23,4,1,
74,Jordan Whitehead\WhitJo03,TAM,24,S,14,14,2,24,0,17,8,1,0,0,0,0,0.0,73,58,15,5,1,
75,Kevin Byard*+\ByarKe01,TEN,28,S,17,17,5,66,1,24,13,2,0,1,30,1,1.0,88,57,31,1,4,
76,Matt Milano\MilaMa00,BUF,27,LB,16,16,0,0,0,0,5,0,0,2,0,0,3.0,86,57,29,15,6,
77,Germaine Pratt\PratGe00,CIN,25,LB,15,15,1,4,0,4,2,2,0,2,0,0,0.5,91,57,34,5,2,
78,L'Jarius Sneed\SneeLJ00,KAN,24,CB,15,15,2,2,0,2,8,1,0,1,0,0,1.0,76,57,19,7,2,
79,Logan Wilson\WilsLo00,CIN,25,LB,13,13,4,31,0,18,4,1,0,0,0,0,1.0,100,57,43,5,1,
80,Andrew Wingard\WingAn01,JAX,25,S,15,15,1,23,0,23,1,,,,,,1.0,88,57,31,2,1,
81,Jamal Adams\AdamJa00,SEA,26,SS,12,12,2,0,0,0,5,,,,,,0.0,87,56,31,4,2,
82,Rayshawn Jenkins\JenkRa00,JAX,27,S,14,14,0,0,0,0,3,,,,,,0.0,73,56,17,1,1,
83,Adrian Phillips\PhilAd00,NWE,29,DB,17,13,4,39,1,26,9,1,0,0,0,0,0.0,92,56,36,3,1,
84,Paulson Adebo\AdebPa00,NOR,22,CB,17,17,3,50,0,33,8,,,,,,0.0,66,55,11,4,0,
85,Christian Kirksey\KirkCh00,HOU,29,LB,13,12,1,1,0,1,8,0,0,2,-1,0,0.0,93,55,38,6,2,
86,Marshon Lattimore*\LattMa01,NOR,25,CB,16,16,3,35,0,20,19,0,0,1,1,0,0.0,68,55,13,0,0,
87,Alec Ogletree\OgleAl00,CHI,30,LB,16,16,0,0,0,0,4,1,0,0,0,0,0.0,87,55,32,5,3,
88,Eddie Jackson\JackEd01,CHI,28,DB,14,14,0,0,0,0,2,1,0,0,0,0,0.0,76,54,22,4,0,
89,Chidobe Awuzie\AwuzCh00,CIN,26,CB,14,14,2,42,0,42,14,,,,,,0.0,64,53,11,4,0,
90,Cameron Heyward*+\HeywCa01,PIT,32,DT,17,17,1,0,0,0,9,1,0,1,0,0,10.0,89,53,36,15,17,
91,Micah Hyde\HydeMi00,BUF,31,S,17,17,5,59,1,26,10,1,0,2,16,0,1.0,74,53,21,4,2,
92,Malcolm Jenkins\JenkMa99,NOR,34,SS,16,16,1,34,1,34,5,1,0,0,0,0,1.0,79,53,26,3,2,
93,Taron Johnson\JohnTa01,BUF,25,CB,16,15,1,4,0,4,7,1,0,0,0,0,3.0,76,53,23,4,3,
94,Avonte Maddox\MaddAv00,PHI,25,cb,16,5,1,-1,0,-1,9,2,0,0,0,0,0.5,73,53,20,5,3,
95,Jalen Reeves-Maybin\ReevJa00,DET,26,LB,15,11,0,0,0,0,4,2,0,1,0,0,0.0,82,53,29,4,1,
96,Rasul Douglas\DougRa00,GNB,27,cb,12,9,5,105,2,55,13,1,0,0,0,0,0.0,57,52,5,1,0,
97,AJ Terrell\TerrAJ00,ATL,23,CB,16,16,3,42,0,35,16,1,0,0,0,0,1.0,81,52,29,3,1,
98,Marcus Williams\WillMa06,NOR,25,S,16,16,2,56,0,53,8,1,0,0,0,0,0.0,74,52,22,0,0,
99,Landon Collins\CollLa00,WAS,27,,13,13,2,3,0,3,2,1,0,2,23,0,3.0,81,51,30,7,2,
100,Zach Cunningham\CunnZa00,2TM,27,,14,11,0,0,0,0,3,1,0,0,0,0,0.0,93,51,42,7,1,
101,Nate Hobbs\HobbNa00,LVR,22,cb,16,9,1,9,0,9,3,1,0,0,0,0,1.0,74,51,23,3,4,
102,Harold Landry*\LandHa00,TEN,25,OLB,17,17,,,,,,1,0,0,0,0,12.0,75,51,24,14,22,
103,Cory Littleton\LittCo01,LVR,28,,17,13,0,0,0,0,4,0,0,1,0,0,0.5,98,51,47,2,2,
104,Tavierre Thomas\ThomTa01,HOU,25,db,17,8,2,48,1,48,4,1,0,0,0,0,0.0,86,51,35,1,1,
105,Jimmie Ward\WardJi01,SFO,30,DB,16,16,2,27,1,27,6,,,,,,0.0,77,51,26,1,0,
106,Josh Bynes\ByneJo00,BAL,32,LB,14,12,0,0,0,0,4,,,,,,2.0,76,50,26,6,3,
107,Brandin Echols\EchoBr00,NYJ,24,CB,14,14,2,50,1,30,9,,,,,,0.0,63,50,13,2,0,
108,Donte Jackson\JackDo02,CAR,26,CB,12,12,2,21,0,21,10,1,0,0,0,0,0.0,61,50,11,3,0,
109,Andrew Van Ginkel\VanGAn00,MIA,26,LB,17,14,0,0,0,0,7,1,0,0,0,0,4.0,71,50,21,9,20,
110,Alex Anzalone\AnzaAl00,DET,27,LB,14,14,1,0,0,0,7,,,,,,1.0,78,49,29,1,2,
111,Tyson Campbell\CampTy01,JAX,21,CB,15,14,2,3,0,3,10,,,,,,0.0,73,49,24,2,0,
112,Chuck Clark\ClarCh00,BAL,26,S,16,16,2,17,1,17,12,,,,,,1.0,80,49,31,3,1,
113,Byron Murphy\MurpBy00,ARI,23,CB,16,16,4,49,1,29,12,1,0,1,0,0,0.5,64,49,15,0,1,
114,Jeremiah Owusu-Koramoah\OwusJe00,CLE,22,lb,14,10,0,0,0,0,4,2,0,0,0,0,1.5,76,49,27,3,4,
115,Brandon Stephens\StepBr01,BAL,24,DB,17,11,0,0,0,0,4,,,,,,0.0,78,49,29,1,1,
116,Christian Wilkins\WilkCh00,MIA,26,DT,17,17,0,0,0,0,4,1,1,1,9,0,4.5,89,49,40,10,13,
117,Jamin Davis\DaviJa11,WAS,23,lb,16,8,0,0,0,0,1,,,,,,1.0,76,48,28,3,2,
118,Mike Hilton\HiltMi01,CIN,27,cb,17,9,2,59,1,35,5,1,0,0,0,0,0.0,66,48,18,8,2,
119,Jevon Holland\HollJe02,MIA,21,S,16,13,2,0,0,0,10,0,2,3,3,0,2.5,69,48,21,3,7,
120,Brandon Jones\JoneBr06,MIA,23,S,15,13,1,8,0,8,1,1,1,2,7,0,5.0,79,48,31,6,10,
121,Eric Murray\MurrEr00,HOU,27,DB,16,11,1,0,0,0,4,,,,,,0.0,76,48,28,0,0,
122,Nik Needham\NeedNi00,MIA,25,cb,17,5,2,28,1,28,5,0,0,1,0,0,1.0,59,48,11,1,2,
123,Troy Reeder\ReedTr01,LAR,27,lb,17,10,2,2,0,2,6,,,,,,2.0,91,48,43,6,4,
124,Darnell Savage Jr.\SavaDa00,GNB,24,S,17,17,2,0,0,0,9,,,,,,0.0,63,48,15,2,0,
125,Leighton Vander Esch\VandLe00,DAL,25,LB,17,16,1,7,0,7,2,,,,,,1.0,77,48,29,4,1,
126,Charvarius Ward\WardCh01,KAN,25,CB,13,12,2,0,0,0,10,,,,,,0.0,67,48,19,2,0,
127,T.J. Watt*+\WattT.00,PIT,27,LB,15,15,0,0,0,0,7,5,0,3,1,0,22.5,64,48,16,21,39,
128,Bashaud Breeland\BreeBa00,MIN,29,,13,13,2,26,0,18,5,2,0,0,0,0,0.0,63,47,16,1,0,
129,Adoree' Jackson\JackAd00,NYG,26,DB,13,12,1,10,0,10,8,,,,,,0.0,62,47,15,1,0,
130,Byron Jones\JoneBy00,MIA,29,CB,16,16,0,0,0,0,10,1,0,0,0,0,0.0,58,47,11,0,0,
131,Jourdan Lewis\LewiJo01,DAL,26,CB,16,13,3,88,0,66,11,1,0,2,10,0,1.5,61,47,14,1,3,
132,Bobby McCain\McCaBo01,WAS,28,CB,17,16,4,63,1,30,9,,,,,,0.0,63,47,16,0,0,
133,Levi Wallace\WallLe00,BUF,26,CB,17,17,2,29,0,15,10,0,0,1,0,0,0.0,58,47,11,1,0,
134,Josh Allen\AlleJo03,JAX,24,DE,16,15,1,11,0,11,4,1,0,1,0,0,7.5,71,46,25,12,14,
135,Anthony Averett\AverAn00,BAL,27,CB,14,14,3,21,0,21,11,,,,,,0.0,54,46,8,0,0,
136,Erik Harris\HarrEr00,ATL,31,S,12,12,0,0,0,0,8,,,,,,0.5,64,46,18,3,2,
137,Alex Highsmith\HighAl02,PIT,24,LB,16,16,,,,,,1,0,0,0,0,6.0,74,46,28,15,15,
138,David Long\LongDa04,TEN,25,lb,10,9,2,6,0,6,6,,,,,,0.0,75,46,29,4,2,
139,Michael Carter\CartMi02,NYJ,22,cb,15,7,0,0,0,0,5,0,0,2,2,0,1.0,72,45,27,4,2,
140,Sidney Jones\JoneSi00,SEA,25,CB,16,11,0,0,0,0,10,,,,,,0.0,66,45,21,1,0,
141,Terrance Mitchell\MitcTe00,HOU,29,,14,13,1,22,0,22,10,3,0,0,0,0,0.0,60,45,15,1,0,
142,George Odum\OdumGe00,IND,28,s,17,7,1,21,0,21,2,1,0,1,0,0,0.0,55,45,10,0,1,
143,Patrick Surtain II\SurtPa01,DEN,21,CB,16,15,4,70,1,70,14,,,,,,0.0,58,45,13,1,0,
144,Drue Tranquill\TranDr00,LAC,26,lb,14,7,0,0,0,0,1,0,0,1,16,0,1.5,76,45,31,5,3,
145,Nick Vigil\VigiNi00,MIN,28,LB,16,12,1,38,1,38,1,,,,,,1.0,85,45,40,4,3,
146,Cameron Dantzler\DantCa00,MIN,23,cb,14,7,1,0,0,0,8,1,0,0,0,0,0.0,53,44,9,0,0,
147,Jamel Dean\DeanJa00,TAM,25,CB,15,11,2,6,0,6,9,,,,,,0.0,53,44,9,2,0,
148,Duron Harmon\HarmDu00,ATL,30,S,17,17,2,0,0,0,5,,,,,,0.0,67,44,23,2,1,
149,Marlon Humphrey\HumpMa00,BAL,25,CB,12,12,1,0,0,0,13,1,0,0,0,0,0.0,58,44,14,0,1,
150,J.C. Jackson*\JackJ.00,NWE,26,DB,17,17,8,92,1,88,23,1,0,0,0,0,0.0,58,44,14,2,0,
151,Fabian Moreau\MoreFa00,ATL,27,CB,16,16,0,0,0,0,11,0,0,1,0,0,0.0,61,44,17,3,0,
152,Keanu Neal\NealKe01,DAL,26,lb,14,5,,,,,,,,,,,1.0,72,44,28,4,2,
153,Amani Oruwariye\OruwAm00,DET,25,CB,14,14,6,73,0,50,11,0,0,1,0,0,0.0,57,44,13,2,0,
154,Cameron Sutton\SuttCa00,PIT,26,CB,16,16,2,4,0,4,6,1,0,0,0,0,0.0,52,44,8,4,0,
155,Ashtyn Davis\DaviAs00,NYJ,25,s,13,10,2,18,0,18,3,3,0,0,0,0,0.5,62,43,19,0,1,
156,Grant Delpit\DelpGr00,CLE,23,s,15,7,1,5,0,5,3,1,0,0,0,0,1.0,66,43,23,3,1,
157,Trevon Diggs*+\DiggTr00,DAL,23,CB,16,16,11,142,2,59,21,,,,,,0.0,52,43,9,0,0,
158,Elijah Molden\MoldEl00,TEN,22,cb,16,7,1,2,1,2,4,1,0,1,0,0,0.0,62,43,19,3,1,
159,Eric Rowe\RoweEr00,MIA,29,s,17,4,0,0,0,0,4,3,0,0,0,0,0.0,71,43,28,0,1,
160,Eric Stokes\StokEr00,GNB,22,CB,16,14,1,0,0,0,14,,,,,,0.0,55,43,12,0,0,
161,Juan Thornhill\ThorJu00,KAN,26,S,17,12,1,13,0,13,3,1,0,1,0,0,0.0,64,43,21,1,1,
162,Khari Willis\WillKh00,IND,25,s,11,10,2,0,0,0,4,0,0,1,0,0,1.5,63,43,20,2,2,
163,Ugo Amadi\AmadUg00,SEA,24,fs,17,7,1,12,0,12,6,1,1,0,0,0,0.0,54,42,12,2,0,
164,Derrick Barnes\BarnDe02,DET,22,lb,17,6,0,0,0,0,2,,,,,,2.0,67,42,25,4,2,
165,Ronald Darby\DarbRo00,DEN,27,CB,11,11,0,0,0,0,6,,,,,,0.0,53,42,11,1,0,
166,Michael Davis\DaviMi03,LAC,26,CB,14,14,1,0,0,0,12,0,0,2,36,0,0.0,54,42,12,1,0,
167,Brandon Facyson\FacyBr00,LVR,27,cb,12,9,1,0,0,0,13,,,,,,0.0,55,42,13,2,1,
168,Devin McCourty\McCoDe99,NWE,34,DB,17,17,3,22,0,22,10,,,,,,0.0,60,42,18,0,0,
169,Elandon Roberts\RobeEl00,MIA,27,LB,17,15,1,85,1,85,4,2,0,0,0,0,1.0,83,42,41,6,2,
170,Gregory Rousseau\RousGr00,BUF,21,DE,17,17,1,3,0,3,4,1,0,0,0,0,4.0,50,42,8,8,10,
171,Jeffery Simmons*\SimmJe01,TEN,24,DT,17,17,0,0,0,0,6,,,,,,8.5,54,42,12,12,16,
172,Jaquiski Tartt\TartJa00,SFO,29,S,14,14,0,0,0,0,1,,,,,,0.0,66,42,24,5,1,
173,Kyle Van Noy\VanNKy00,NWE,30,,16,8,1,35,1,35,10,2,0,1,0,0,5.0,66,42,24,5,7,
174,Devin Bush Jr.\BushDe01,PIT,23,LB,14,14,0,0,0,0,4,1,0,1,-1,0,2.0,70,41,29,2,4,
175,Anthony Hitchens\HitcAn00,KAN,29,,15,15,1,0,0,0,2,,,,,,0.0,80,41,39,4,2,
176,Justin Reid\ReidJu00,HOU,24,DB,13,13,2,45,0,24,4,1,0,0,0,0,0.0,66,41,25,2,0,
177,Kenny Young\YounKe03,2TM,27,,13,13,0,0,0,0,1,2,0,1,0,0,2.0,75,41,34,6,2,
178,Nick Bosa*\BosaNi00,SFO,24,DE,17,17,0,0,0,0,1,4,0,0,0,0,15.5,52,40,12,21,32,
179,DeForest Buckner*\BuckDe00,IND,27,DT,17,16,0,0,0,0,3,,,,,,7.0,68,40,28,10,18,
180,Kyle Fuller\FullKy00,DEN,29,cb,16,10,0,0,0,0,4,,,,,,0.0,51,40,11,3,0,
181,Ronnie Harrison\HarrRo02,CLE,24,S,12,11,1,0,0,0,3,,,,,,1.0,58,40,18,4,1,
182,Mike Hughes\HughMi00,KAN,24,cb,17,5,1,0,0,0,6,4,1,1,23,1,0.0,47,40,7,0,0,
183,D.J. Jones\JoneD.01,SFO,26,DT,17,17,0,0,0,0,1,2,0,0,0,0,2.0,56,40,16,10,3,
184,Darius Slay*\SlayDa00,PHI,30,CB,16,16,3,72,1,51,9,0,0,2,116,2,0.0,52,40,12,5,0,
185,Daniel Sorensen\SoreDa01,KAN,31,s,17,7,2,75,1,75,8,,,,,,1.0,51,40,11,3,3,
186,K'Waun Williams\WillKW00,SFO,30,cb,14,8,1,4,0,4,4,1,0,0,0,0,1.0,52,40,12,5,2,
187,Marco Wilson\WilsMa04,ARI,22,CB,14,13,0,0,0,0,4,2,0,0,0,0,0.0,48,40,8,1,0,
188,Kwon Alexander\AlexKw00,NOR,27,lb,12,8,1,0,0,0,2,1,1,1,8,0,3.5,50,39,11,7,7,
189,Marcus Epps\EppsMa00,PHI,25,s,16,3,1,0,0,0,5,,,,,,0.0,62,39,23,0,0,
190,Rashad Fenton\FentRa00,KAN,24,cb,14,8,0,0,0,0,7,1,0,0,0,0,0.0,49,39,10,0,0,
191,Rudy Ford\FordRu00,JAX,27,s,15,4,1,8,0,8,3,,,,,,0.5,53,39,14,1,2,
192,Casey Hayward\HaywCa00,LVR,32,CB,17,17,1,0,0,0,9,,,,,,0.0,46,39,7,3,0,1
193,Dont'a Hightower\HighDo01,NWE,31,LB,15,15,0,0,0,0,1,,,,,,1.5,64,39,25,1,4,
194,Xavien Howard*\HowaXa00,MIA,28,CB,16,16,5,54,1,37,16,2,0,2,51,1,1.0,50,39,11,0,1,
195,Ben Niemann\NiemBe00,KAN,26,lb,17,5,0,0,0,0,1,0,0,2,0,0,1.0,57,39,18,2,1,
196,AJ Parker\ParkAJ00,DET,23,cb,13,7,1,0,0,0,7,1,0,0,0,0,0.0,50,39,11,1,0,
197,Isaiah Rodgers\RodgIs00,IND,23,cb,17,1,3,24,0,12,7,0,1,0,0,0,0.0,49,39,10,1,0,
198,Eli Apple\ApplEl00,CIN,26,CB,16,15,2,50,0,50,10,0,1,1,0,0,0.0,49,38,11,2,0,
199,Anthony Barr\BarrAn00,MIN,29,LB,11,11,3,11,0,8,5,0,0,2,0,0,2.5,72,38,34,3,6,
200,Jermaine Carter Jr.\CartJe00,CAR,26,LB,17,17,0,0,0,0,1,0,0,1,0,0,0.0,88,38,50,3,3,
201,Aaron Donald*+\DonaAa00,LAR,30,DT,17,17,0,0,0,0,4,4,0,0,0,0,12.5,84,38,46,19,25,
202,Amani Hooker\HookAm00,TEN,23,DB,12,12,1,21,0,21,4,1,0,0,0,0,0.0,62,38,24,1,0,
203,Grady Jarrett\JarrGr00,ATL,28,DT,17,17,0,0,0,0,1,0,0,1,0,0,1.0,59,38,21,3,12,
204,Jackrabbit Jenkins\JenkJa03,TEN,33,,14,13,1,0,0,0,6,1,0,0,0,0,0.0,54,38,16,0,0,
205,Lonnie Johnson Jr.\JohnLo01,HOU,26,cb,14,7,3,47,0,32,6,,,,,,0.0,55,38,17,0,0,
206,Cameron Jordan*\JordCa00,NOR,32,DE,16,16,0,0,0,0,6,2,0,0,0,0,12.5,59,38,21,13,22,
207,Matt Judon*\JudoMa00,NWE,29,LB,17,16,0,0,0,0,1,0,0,1,-6,0,12.5,60,38,22,14,25,
208,Arthur Maulet\MaulAr00,PIT,28,cb,16,2,0,0,0,0,1,1,0,0,0,0,0.0,47,38,9,5,2,
209,Robert Quinn*\QuinRo00,CHI,31,LB,16,16,,,,,,4,0,0,0,0,18.5,49,38,11,17,22,
210,Reggie Ragland\RaglRe00,NYG,28,lb,17,9,0,0,0,0,2,0,0,1,0,0,0.0,67,38,29,2,1,
211,Shaquil Barrett*\BarrSh00,TAM,29,OLB,15,15,1,3,0,3,4,3,1,2,2,0,10.0,51,37,14,9,22,
212,James Bradberry\BradJa00,NYG,28,CB,17,16,4,19,0,14,17,0,1,2,13,0,0.0,47,37,10,0,0,
213,Leonard Floyd\FloyLe00,LAR,29,OLB,17,17,1,11,0,11,3,1,0,1,0,0,9.5,70,37,33,7,18,
214,Lawrence Guy\GuyxLa00,NWE,31,DT,17,17,,,,,,0,0,1,0,0,1.5,60,37,23,2,5,
215,Neville Hewitt\HewiNe00,HOU,28,lb,17,5,,,,,,,,,,,0.0,60,37,23,1,1,
216,Jaylon Johnson\JohnJa13,CHI,22,DB,15,15,1,3,0,3,9,1,0,0,0,0,0.0,46,37,9,1,0,
