Rk,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
217,John Johnson\JohnJo10,CLE,26,S,15,15,3,31,0,31,5,1,0,0,0,0,0.5,61,37,24,1,2,
218,Dean Marlowe\MarlDe00,DET,29,s,16,9,0,0,0,0,2,0,0,1,0,0,0.0,67,37,30,0,2,
219,James Pierre\PierJa01,PIT,25,cb,17,4,1,0,0,0,4,3,0,0,0,0,0.0,47,37,10,0,0,
220,Haason Reddick\ReddHa00,CAR,27,OLB,16,16,,,,,,2,0,1,22,0,11.0,68,37,31,12,18,
221,Joey Bosa*\BosaJo00,LAC,26,OLB,16,16,,,,,,7,0,0,0,0,10.5,51,36,15,5,20,
222,Maxx Crosby*\CrosMa00,LVR,24,DE,17,17,0,0,0,0,7,,,,,,8.0,56,36,20,13,30,
223,Shaquill Griffin\GrifSh00,JAX,26,CB,14,14,0,0,0,0,7,1,0,0,0,0,0.0,49,36,13,0,2,
224,Anthony Harris\HarrAn01,PHI,30,S,14,14,1,2,0,2,3,,,,,,0.0,72,36,36,2,1,
225,William Jackson III\JackWi02,WAS,29,CB,12,12,2,0,0,0,8,,,,,,0.0,39,36,3,0,0,
226,Ernest Jones\JoneEr01,LAR,22,lb,15,7,2,50,0,31,4,,,,,,1.0,61,36,25,1,3,
227,Julian Love\LoveJu00,NYG,23,s,17,5,1,0,0,0,7,0,0,1,-3,0,0.5,66,36,30,1,2,
228,Trevon Moehrig\MoehTr00,LVR,22,S,17,17,1,35,0,35,6,,,,,,0.0,55,36,19,0,0,
229,Josh Norman\NormJo01,SFO,34,CB,15,14,1,40,0,40,5,7,0,0,0,0,0.0,49,36,13,3,0,
230,Pete Werner\WernPe00,NOR,22,lb,15,8,,,,,,,,,,,0.0,62,36,26,4,1,
231,P.J. Williams\WillP.00,NOR,28,cb,16,5,3,86,1,46,5,1,0,0,0,0,2.0,42,36,6,3,4,
232,Quinnen Williams\WillQu00,NYJ,24,DT,15,15,0,0,0,0,3,,,,,,6.0,53,36,17,7,12,
233,Jayon Brown\BrowJa06,TEN,26,lb,10,6,1,2,0,2,2,,,,,,0.0,55,35,20,0,0,
234,Rashaan Evans\EvanRa01,TEN,26,LB,12,11,2,1,0,1,2,1,0,1,0,0,0.0,57,35,22,3,0,
235,Damontae Kazee\KazeDa00,DAL,28,S,17,15,2,8,0,8,4,2,0,0,0,0,0.0,52,35,17,0,0,
236,David Long\LongDa02,LAR,23,cb,16,5,1,0,0,0,4,,,,,,0.0,40,35,5,0,0,
237,Jalen Mills\MillJa02,NWE,27,CB,16,16,0,0,0,0,7,0,0,1,0,0,0.0,47,35,12,1,0,
238,Daron Payne\PaynDa00,WAS,24,DT,17,17,,,,,,0,0,1,6,0,4.5,61,35,26,6,15,
239,Greedy Williams\WillGr00,CLE,24,cb,16,8,2,7,0,7,10,1,0,0,0,0,0.0,41,35,6,0,0,
240,Mike Edwards\EdwaMi01,TAM,25,s,14,4,3,46,2,31,7,1,0,0,0,0,0.0,46,34,12,1,0,
241,Charles Harris\HarrCh03,DET,26,OLB,17,14,,,,,,2,0,0,0,0,7.5,65,34,31,10,16,
242,Troy Hill\HillTr01,CLE,30,cb,12,4,0,0,0,0,1,,,,,,2.0,49,34,15,7,3,
243,Steven Nelson\NelsSt01,PHI,28,CB,16,16,1,4,0,4,7,,,,,,0.0,50,34,16,0,0,
244,Patrick Peterson\PetePa00,MIN,31,CB,13,13,1,66,1,66,5,,,,,,0.0,45,34,11,2,0,
245,M.J. Stewart\StewM.00,CLE,26,s,13,3,0,0,0,0,4,1,0,0,0,0,0.0,47,34,13,2,0,
246,Denzel Ward*\WardDe02,CLE,24,CB,15,15,3,103,1,99,10,,,,,,0.5,43,34,9,1,2,
247,Leonard Williams\WillLe02,NYG,27,DE,17,17,0,0,0,0,2,2,0,1,0,0,6.5,81,34,47,5,14,
248,Mackensie Alexander\AlexMa01,MIN,28,cb,16,5,0,0,0,0,5,,,,,,0.0,51,33,18,1,0,
249,Tyus Bowser\BowsTy00,BAL,26,OLB,17,17,0,0,0,0,4,2,0,0,0,0,7.0,59,33,26,8,15,
250,Carlton Davis\DaviCa02,TAM,25,cb,10,10,1,25,0,25,11,0,0,1,0,0,0.0,39,33,6,2,0,
251,Myles Garrett*+\GarrMy00,CLE,26,DE,17,17,0,0,0,0,3,1,0,1,15,1,16.0,51,33,18,17,33,
252,Tashaun Gipson\GipsTa00,CHI,31,DB,12,12,2,31,0,31,3,0,0,1,13,0,1.0,47,33,14,1,1,
253,Markus Golden\GoldMa00,ARI,30,olb,16,5,0,0,0,0,1,4,0,2,0,0,11.0,48,33,15,10,19,
254,Javelin Guidry\GuidJa01,NYJ,23,cb,17,3,0,0,0,0,3,,,,,,0.0,48,33,15,1,1,
255,DeAndre Houston-Carson\HousDe00,CHI,28,db,13,3,1,0,0,0,4,0,0,2,25,1,0.0,51,33,18,0,0,
256,Sam Hubbard\HubbSa00,CIN,26,DE,16,16,0,0,0,0,3,1,0,2,43,0,7.5,62,33,29,12,17,
257,Dane Jackson\JackDa02,BUF,25,cb,17,6,0,0,0,0,6,,,,,,0.0,41,33,8,0,0,
258,Von Miller\MillVo00,2TM,32,,15,15,0,0,0,0,1,1,0,0,0,0,9.5,50,33,17,19,17,
259,Emmanuel Moseley\MoseEm00,SFO,25,CB,11,11,1,0,0,0,11,0,0,1,0,0,0.0,42,33,9,2,0,
260,Greg Newsome II\NewsGr00,CLE,21,CB,12,11,0,0,0,0,9,,,,,,0.0,37,33,4,0,0,
261,A'Shawn Robinson\RobiAS00,LAR,26,DT,17,14,,,,,,2,0,0,0,0,2.0,67,33,34,2,2,
262,Asante Samuel Jr.\SamuAs00,LAC,22,CB,12,12,2,26,0,26,11,,,,,,0.0,43,33,10,1,0,
263,Zach Sieler\SielZa00,MIA,26,dt,17,9,0,0,0,0,3,1,0,2,0,0,2.0,62,33,29,6,3,
264,Kindle Vildor\VildKi00,CHI,24,DB,17,12,0,0,0,0,4,,,,,,1.0,46,33,13,1,1,
265,Baron Browning\BrowBa01,DEN,22,lb,14,9,0,0,0,0,2,,,,,,0.0,58,32,26,2,1,
266,Chauncey Gardner-Johnson\GardCh00,NOR,24,S,12,11,3,45,0,26,7,,,,,,2.0,46,32,14,4,4,
267,Davon Godchaux\GodcDa00,NWE,27,DT,17,16,,,,,,1,0,0,0,0,1.0,65,32,33,2,5,
268,Rodney McLeod\McLeRo00,PHI,31,S,13,13,2,24,0,24,4,,,,,,0.0,58,32,26,0,0,
269,Al-Quadin Muhammad\MuhaAl00,IND,26,DE,17,17,,,,,,1,0,0,0,0,6.0,48,32,16,7,13,
270,Ryan Neal\NealRy00,SEA,26,ss,16,5,0,0,0,0,3,,,,,,1.0,49,32,17,3,3,
271,Tre Norwood\NorwTr00,PIT,22,db,17,3,1,0,0,0,4,,,,,,0.0,38,32,6,2,0,
272,Xavier Rhodes\RhodXa00,IND,31,CB,13,13,1,4,0,4,7,0,0,1,0,0,0.0,39,32,7,1,0,
273,Malcolm Smith\SmitMa02,CLE,32,lb,15,6,2,1,0,1,5,,,,,,0.0,51,32,19,3,0,
274,Jonathan Allen*\AlleJo01,WAS,26,DT,17,17,,,,,,,,,,,9.0,62,31,31,10,30,
275,Brian Burns*\BurnBr00,CAR,23,DE,17,16,0,0,0,0,4,2,0,0,0,0,9.0,50,31,19,13,18,
276,Deon Bush\BushDe00,CHI,28,db,14,4,2,42,0,27,5,,,,,,0.0,40,31,9,0,0,
277,Tevaughn Campbell\CampTe00,LAC,28,cb,16,7,0,0,0,0,4,2,0,1,61,1,0.0,40,31,9,0,0,
278,Antonio Hamilton\HamiAn01,ARI,28,cb,17,2,0,0,0,0,4,0,0,1,0,0,0.0,38,31,7,1,0,
279,C.J. Henderson\HendCJ00,2TM,23,,12,7,0,0,0,0,2,,,,,,0.0,39,31,8,1,0,
280,Austin Johnson\JohnAu01,NYG,27,DT,17,17,0,0,0,0,1,0,0,1,0,0,3.5,72,31,41,6,7,
281,Chandler Jones*\JoneCh03,ARI,31,OLB,15,15,0,0,0,0,4,6,0,1,1,0,10.5,41,31,10,12,26,
282,Keith Taylor\TaylKe03,CAR,23,cb,17,3,0,0,0,0,3,1,0,0,0,0,0.0,38,31,7,1,0,
283,Robert Alford\AlfoRo00,ARI,33,cb,13,5,1,23,0,23,4,,,,,,0.0,37,30,7,1,0,
284,Zach Allen\AlleZa01,ARI,24,DE,15,14,1,25,0,25,4,0,0,3,27,1,4.0,48,30,18,5,14,
285,Malcom Brown\BrowMa01,JAX,27,DT,17,17,0,0,0,0,1,,,,,,2.0,57,30,27,4,3,
286,Christian Covington\CoviCh00,LAC,28,dt,16,3,,,,,,1,0,0,0,0,1.0,52,30,22,3,1,
287,Dane Cruikshank\CruiDa00,TEN,26,db,14,4,0,0,0,0,1,1,0,0,0,0,0.0,43,30,13,0,0,
288,Kristian Fulton\FultKr00,TEN,23,CB,13,13,2,13,0,13,14,,,,,,0.0,40,30,10,0,0,
289,Chris Harris Jr.\HarrCh01,LAC,32,CB,14,11,1,0,0,0,6,,,,,,0.0,37,30,7,0,1,
290,Myles Hartsfield\HartMy00,CAR,24,db,10,9,0,0,0,0,4,,,,,,1.0,45,30,15,2,1,
291,Malik Hooker\HookMa00,DAL,25,s,15,3,1,0,0,0,2,,,,,,0.0,44,30,14,1,0,
292,Jerry Jacobs\JacoJe00,DET,24,cb,13,9,0,0,0,0,7,1,1,1,0,0,0.0,34,30,4,3,1,
293,Linval Joseph\JoseLi99,LAC,33,DT,14,12,,,,,,,,,,,1.0,57,30,27,3,2,
294,Marcus Maye\MayeMa00,NYJ,28,s,6,6,0,0,0,0,2,,,,,,1.0,46,30,16,4,1,
295,Sean Murphy-Bunting\BuntSe00,TAM,24,cb,9,8,0,0,0,0,3,1,0,0,0,0,0.0,43,30,13,1,0,
296,Duke Shelley\ShelDu00,CHI,25,db,10,4,0,0,0,0,3,,,,,,0.0,37,30,7,0,0,
297,Tavon Young\YounTa01,BAL,27,,17,7,1,0,0,0,3,,,,,,2.0,35,30,5,4,3,
298,Arik Armstead\ArmsAr01,SFO,28,DE,17,17,,,,,,,,,,,6.0,63,29,34,7,11,
299,Calais Campbell\CampCa99,BAL,35,DT,15,14,0,0,0,0,1,0,0,1,0,0,1.5,49,29,20,5,12,
300,Ross Cockrell\CockRo00,TAM,30,cb,17,4,0,0,0,0,7,1,0,0,0,0,0.0,43,29,14,0,2,
301,Tre Flowers\FlowTr01,2TM,26,,16,4,0,0,0,0,1,0,0,1,0,0,0.0,39,29,10,0,0,
302,B.J. Hill\HillB.00,CIN,26,dt,16,2,,,,,,,,,,,5.5,50,29,21,6,12,
303,Chris Jackson\JackCh01,TEN,23,db,12,3,0,0,0,0,4,,,,,,0.0,34,29,5,1,0,
304,A.J. Klein\KleiAJ00,BUF,30,,15,4,1,12,0,12,5,0,0,1,0,0,0.0,35,29,6,4,1,
305,Larry Ogunjobi\OgunLa00,CIN,27,DT,16,16,,,,,,,,,,,7.0,49,29,20,12,16,
306,Azeez Ojulari\OjulAz00,NYG,21,LB,17,13,0,0,0,0,2,1,0,0,0,0,8.0,49,29,20,8,13,
307,Ed Oliver\OlivEd00,BUF,24,DT,17,17,0,0,0,0,3,1,0,0,0,0,4.0,41,29,12,10,14,
308,Andrew Sendejo\SendAn00,IND,34,fs,12,10,0,0,0,0,2,1,0,1,0,0,0.0,40,29,11,2,0,
309,Robert Spillane\SpilRo00,PIT,26,lb,14,4,,,,,,,,,,,0.0,56,29,27,2,0,
310,D.J. Wonnum\WonnDJ00,MIN,24,DE,17,14,0,0,0,0,4,1,0,0,0,0,8.0,47,29,18,7,15,
311,Chris Wormley\WormCh00,PIT,28,DT,15,14,0,0,0,0,3,1,0,0,0,0,7.0,51,29,22,6,10,
312,Henry Black\BlacHe00,GNB,24,,17,0,1,0,0,0,2,1,0,0,0,0,0.0,38,28,10,0,0,
313,Myles Bryant\BryaMy01,NWE,23,db,12,2,1,33,0,33,3,1,0,0,0,0,1.0,41,28,13,2,2,
314,Lorenzo Carter\CartLo01,NYG,26,LB,14,14,1,1,0,1,5,2,0,1,0,0,5.0,50,28,22,6,8,
315,Divine Deablo\DeabDi00,LVR,23,lb,17,5,0,0,0,0,1,0,0,1,0,0,0.0,45,28,17,1,0,
316,Greg Gaines\GainGr00,LAR,25,DT,17,13,,,,,,,,,,,4.5,55,28,27,4,13,
317,Alohi Gilman\GilmAl00,LAC,24,s,11,3,1,0,0,0,1,,,,,,0.0,42,28,14,0,0,
318,Richie Grant\GranRi00,ATL,24,,16,0,0,0,0,0,2,1,0,1,2,0,0.0,35,28,7,2,0,
319,Harrison Phillips\PhilHa00,BUF,25,dt,14,8,0,0,0,0,1,0,0,1,0,0,1.0,51,28,23,4,6,
320,Nick Scott\ScotNi01,LAR,26,s,17,1,2,3,0,3,4,,,,,,0.0,47,28,19,0,0,
321,Darrell Taylor\TaylDa00,SEA,24,de,16,5,0,0,0,0,1,1,0,0,0,0,6.5,37,28,9,7,13,
322,Deatrich Wise Jr.\WiseDe00,NWE,27,de,16,9,0,0,0,0,4,1,0,0,0,0,3.0,41,28,13,4,9,
323,Julian Blackmon\BlacJu01,IND,23,s,6,6,0,0,0,0,1,1,0,0,0,0,0.0,34,27,7,2,0,
324,Derrick Brown\BrowDe05,CAR,23,DT,16,14,0,0,0,0,4,,,,,,3.0,41,27,14,8,9,
325,Sean Chandler\ChanSe00,CAR,25,s,15,7,0,0,0,0,1,1,0,0,0,0,0.0,48,27,21,0,1,
326,Kenny Clark*\ClarKe01,GNB,26,DE,16,16,,,,,,0,0,1,0,0,4.0,48,27,21,6,13,
327,Rashan Gary\GaryRa00,GNB,24,LB,16,16,,,,,,2,0,1,0,0,9.5,47,27,20,8,28,
328,Rasheem Green\GreeRa01,SEA,24,DE,17,16,0,0,0,0,4,,,,,,6.5,48,27,21,6,15,
329,Javon Hargrave*\HargJa00,PHI,28,DT,16,16,0,0,0,0,1,1,0,0,0,0,7.5,63,27,36,9,18,
330,Dexter Lawrence\LawrDe03,NYG,24,dt,16,10,0,0,0,0,2,1,0,0,0,0,2.5,54,27,27,5,11,
331,Tre'Davious White\WhitTr01,BUF,26,CB,11,11,1,0,0,0,6,1,0,1,0,0,0.5,41,27,14,1,1,
332,Rock Ya-Sin\Ya-SRo00,IND,25,cb,13,8,0,0,0,0,8,1,0,1,13,0,0.0,31,27,4,0,0,
333,Pierre Desir\DesiPi00,TAM,31,cb,12,2,2,0,0,0,4,1,0,0,0,0,0.0,28,26,2,0,0,
334,Willie Gay Jr.\GayJWi00,KAN,23,LB,12,11,2,14,0,13,4,,,,,,0.5,48,26,22,1,1,
335,Joe Haden\HadeJo99,PIT,32,CB,12,11,0,0,0,0,6,1,0,1,0,0,0.0,38,26,12,0,0,
336,DaVon Hamilton\HamiDa02,JAX,24,dt,16,8,0,0,0,0,2,0,0,1,0,0,1.0,46,26,20,2,2,
337,Frankie Luvu\LuvuFr00,CAR,25,lb,16,4,0,0,0,0,1,1,0,3,35,0,1.5,43,26,17,8,5,
338,Kevin Minter\MintKe00,TAM,31,lb,16,5,,,,,,,,,,,1.0,40,26,14,2,3,
339,Bilal Nichols\NichBi00,CHI,25,DT,17,15,0,0,0,0,1,0,0,2,12,0,3.0,51,26,25,5,9,
340,Emmanuel Ogbah\OgbaEm00,MIA,28,DE,17,11,0,0,0,0,12,1,0,1,0,0,9.0,41,26,15,9,24,
341,Jaylon Smith\SmitJa05,3TM,26,,10,4,0,0,0,0,1,,,,,,1.0,38,26,12,1,1,
342,Mack Wilson\WilsMa03,CLE,23,lb,14,6,,,,,,,,,,,0.0,42,26,16,0,0,
343,Al Woods\WoodAl99,SEA,34,DT,16,16,0,0,0,0,3,,,,,,1.5,50,26,24,4,5,
344,Denico Autry\AutrDe00,TEN,31,DE,17,11,0,0,0,0,6,,,,,,9.0,31,25,6,10,18,
345,Bryce Callahan\CallBr00,DEN,30,cb,11,6,0,0,0,0,4,,,,,,1.0,29,25,4,3,0,
346,Fletcher Cox\CoxxFl00,PHI,31,DT,16,16,,,,,,2,0,1,0,1,3.5,35,25,10,7,12,
347,Folorunso Fatukasi\FatuFo00,NYJ,26,DT,15,15,,,,,,,,,,,0.0,46,25,21,5,6,
348,Preston Smith\SmitPr00,GNB,29,LB,16,16,0,0,0,0,2,2,1,2,4,0,9.0,38,25,13,9,17,
349,Chandon Sullivan\SullCh00,GNB,25,cb,17,10,3,14,0,13,4,,,,,,0.0,31,25,6,2,0,
350,K.J. Wright\WrigK.00,LVR,32,lb,17,8,,,,,,,,,,,0.0,51,25,26,2,0,
351,Angelo Blackson\BlacAn00,CHI,29,de,17,8,1,6,0,6,2,,,,,,2.5,43,24,19,3,9,
352,Oren Burks\BurkOr00,GNB,26,lb,17,3,,,,,,0,0,1,0,0,0.5,36,24,12,1,2,
353,Jadeveon Clowney\ClowJa00,CLE,28,DE,14,14,0,0,0,0,2,2,0,0,0,0,9.0,37,24,13,11,19,
354,Donte Deayon\DeayDo01,LAR,27,cb,10,1,0,0,0,0,2,,,,,,0.0,29,24,5,1,0,
355,Carlos Dunlap\DunlCa99,SEA,32,lb,17,2,0,0,0,0,7,1,0,0,0,0,8.5,35,24,11,8,14,
356,Marcell Harris\HarrMa03,SFO,27,lb,15,7,1,2,0,2,1,,,,,,1.0,44,24,20,2,1,
357,Shelby Harris\HarrSh00,DEN,30,DE,16,16,0,0,0,0,2,1,0,0,0,0,6.0,49,24,25,7,11,
358,Talanoa Hufanga\HufaTa00,SFO,22,s,15,3,0,0,0,0,2,,,,,,0.0,32,24,8,1,1,
359,Dean Lowry\LowrDe00,GNB,27,DE,17,17,0,0,0,0,4,0,0,1,2,0,5.0,42,24,18,5,9,
360,Steven Means\MeanSt00,ATL,31,OLB,14,14,,,,,,0,0,1,32,0,0.0,43,24,19,2,2,
361,Uchenna Nwosu\NwosUc00,LAC,25,OLB,17,15,1,2,0,2,4,2,0,1,-6,0,5.0,40,24,16,8,17,
362,Malik Reed\ReedMa01,DEN,25,OLB,14,13,0,0,0,0,2,2,0,1,0,0,5.0,43,24,19,3,8,
363,Sheldon Richardson\RichSh00,MIN,31,dt,17,7,0,0,0,0,4,1,0,1,0,0,2.5,39,24,15,6,13,
364,Davion Taylor\TaylDa01,PHI,23,lb,9,6,,,,,,2,0,0,0,0,0.0,41,24,17,1,0,
365,Jerry Tillery\TillJe00,LAC,25,DT,16,15,,,,,,,,,,,4.5,51,24,27,6,14,
366,Dorance Armstrong Jr.\ArmsDo00,DAL,24,de,13,5,0,0,0,0,1,0,0,1,37,1,5.0,37,23,14,3,12,
367,Christian Barmore\BarmCh00,NWE,22,dt,17,2,0,0,0,0,2,,,,,,1.5,46,23,23,3,9,
368,Cody Barton\BartCo00,SEA,25,lb,16,1,0,0,0,0,1,,,,,,0.0,37,23,14,1,2,
369,A.J. Bouye\BouyA.00,CAR,30,,10,7,0,0,0,0,3,1,0,0,0,0,0.0,28,23,5,2,0,
370,Michael Brockers\BrocMi00,DET,31,DE,16,16,,,,,,,,,,,1.0,52,23,29,4,1,
371,Brandon Copeland\CopeBr00,ATL,30,lb,16,3,0,0,0,0,2,,,,,,0.0,39,23,16,4,2,
372,Marcus Davenport\DaveMa00,NOR,25,de,11,9,,,,,,3,0,1,1,0,9.0,39,23,16,9,16,
373,Poona Ford\FordPo00,SEA,26,DT,17,17,0,0,0,0,1,,,,,,2.0,53,23,30,6,6,
374,Trevis Gipson\GipsTr00,CHI,24,lb,16,9,0,0,0,0,2,5,0,1,0,0,7.0,39,23,16,7,7,
375,Jonathan Greenard\GreeJo04,HOU,24,DE,12,12,0,0,0,0,4,2,0,0,0,0,8.0,33,23,10,9,12,
376,Danielle Hunter\HuntDa01,MIN,27,de,7,7,,,,,,,,,,,6.0,38,23,15,6,10,
377,Sebastian Joseph-Day\JoseSe00,LAR,26,dt,7,7,,,,,,,,,,,3.0,38,23,15,3,5,
378,Blake Lynch\LyncBl00,MIN,24,lb,16,6,1,2,0,2,2,1,0,1,0,0,2.0,35,23,12,1,1,
379,Justin Madubuike\MaduJu00,BAL,24,DT,15,11,0,0,0,0,2,,,,,,2.0,36,23,13,7,5,
380,Odafe Oweh\OwehJa00,BAL,23,olb,15,2,0,0,0,0,1,3,0,2,0,0,5.0,33,23,10,5,15,
381,Jaelan Phillips\PhilJa02,MIA,22,lb,17,5,0,0,0,0,1,0,0,1,0,0,8.5,42,23,19,9,16,
382,Jarran Reed\ReedJa02,KAN,29,DT,17,17,0,0,0,0,1,2,0,1,10,0,2.5,43,23,20,2,12,
383,Elijah Riley\RileEl01,2TM,23,,8,7,0,0,0,0,1,,,,,,1.0,45,23,22,3,1,
384,Quincy Roche\RochQu00,NYG,23,lb,14,3,,,,,,1,0,0,0,0,2.5,38,23,15,5,5,
385,E.J. Speed\SpeeEJ00,IND,26,lb,17,1,0,0,0,0,1,1,0,0,0,0,0.0,31,23,8,0,0,
386,Grover Stewart\StewGr00,IND,28,DT,17,17,0,0,0,0,2,1,0,0,0,0,1.0,46,23,23,2,5,
387,Justin Strnad\StrnJu00,DEN,25,lb,16,5,,,,,,,,,,,0.0,36,23,13,0,1,
388,Zack Baun\BaunZa00,NOR,25,lb,17,4,,,,,,,,,,,0.0,30,22,8,0,2,
389,Jonathon Cooper\CoopJo02,DEN,23,olb,16,5,,,,,,0,0,1,0,0,2.5,38,22,16,4,7,
390,Jonas Griffith\GrifJo01,DEN,24,lb,13,4,,,,,,0,0,1,0,0,0.0,46,22,24,4,2,
391,D.J. Reader\ReadD.00,CIN,27,DT,15,15,,,,,,,,,,,2.0,43,22,21,3,7,
392,Dawuane Smoot\SmooDa00,JAX,26,de,16,10,0,0,0,0,3,1,0,0,0,0,6.0,36,22,14,7,16,
393,Caden Sterns\SterCa00,DEN,22,s,15,2,2,47,0,46,5,,,,,,2.0,28,22,6,2,2,
394,Vita Vea*\VeaxVi00,TAM,26,DT,16,16,0,0,0,0,3,0,0,1,0,0,4.0,33,22,11,5,12,
395,Genard Avery\AverGe00,PHI,26,LB,16,12,,,,,,,,,,,1.0,43,21,22,4,2,
396,Markus Bailey\BailMa01,CIN,24,lb,16,3,0,0,0,0,3,,,,,,0.5,38,21,17,0,1,
397,Tarell Basham\BashTa00,DAL,27,de,17,6,,,,,,1,0,1,0,0,3.5,39,21,18,3,11,
398,Kris Boyd\BoydKr00,MIN,25,cb,15,1,,,,,,0,0,2,0,0,0.0,26,21,5,0,0,
399,Austin Bryant\BryaAu00,DET,25,olb,14,5,,,,,,,,,,,4.5,31,21,10,5,6,
400,T.J. Carrie\CarrTr00,IND,31,cb,11,1,0,0,0,0,1,0,0,1,14,0,0.0,23,21,2,0,0,
401,Akeem Davis-Gaither\DaviAk01,CIN,24,,9,0,0,0,0,0,3,1,0,0,0,0,0.0,28,21,7,0,0,
402,Samson Ebukam\EbukSa00,SFO,26,DE,17,11,0,0,0,0,1,1,0,0,0,0,4.5,38,21,17,5,11,
403,Dante Fowler\FowlDa00,ATL,27,,14,6,0,0,0,0,1,3,0,0,0,0,4.5,36,21,15,6,8,
404,Zaire Franklin\FranZa00,IND,25,LB,17,11,1,8,0,8,2,0,0,1,0,0,0.0,40,21,19,1,0,
405,William Gholston\GholWi00,TAM,30,de,17,10,,,,,,,,,,,4.5,36,21,15,7,11,
406,Darren Hall\HallDa03,ATL,21,cb,14,1,0,0,0,0,3,,,,,,1.0,27,21,6,2,1,
407,Vernon Hargreaves III\HargVe00,2TM,26,,12,6,1,18,0,18,3,,,,,,0.0,32,21,11,0,0,
408,Trey Hendrickson*\HendTr00,CIN,27,DE,16,14,,,,,,3,0,0,0,0,14.0,34,21,13,12,27,
409,Darnay Holmes\HolmDa01,NYG,23,cb,11,4,1,15,0,15,2,,,,,,0.0,29,21,8,0,1,
410,Kevin King\KingKe01,GNB,26,cb,10,6,1,0,0,0,3,,,,,,0.0,29,21,8,0,1,
411,Nevin Lawson\LawsNe00,JAX,30,cb,12,4,1,11,0,11,5,,,,,,0.0,29,21,8,0,0,
412,Derrick Nnadi\NnadDe00,KAN,25,dt,17,10,,,,,,,,,,,3.0,38,21,17,2,5,
413,Osa Odighizuwa\OdigOs00,DAL,23,DT,16,12,,,,,,,,,,,2.0,36,21,15,6,11,
414,Roy Robertson-Harris\RobeRo00,JAX,28,DE,14,13,0,0,0,0,2,,,,,,3.0,37,21,16,4,9,
415,Sione Takitaki\TakiSi00,CLE,26,lb,15,8,,,,,,1,0,1,0,0,0.0,44,21,23,5,2,
416,Joe Tryon-Shoyinka\TryoJo00,TAM,22,olb,17,6,0,0,0,0,3,,,,,,4.0,29,21,8,5,10,
417,DeMarcus Walker\WalkDe03,HOU,27,de,13,2,0,0,0,0,1,1,0,0,0,0,2.0,31,21,10,4,7,
418,Josh Woods\WoodJo02,2TM,25,,13,1,,,,,,,,,,,0.0,28,21,7,2,2,
419,Mario Addison\AddiMa00,BUF,34,,17,0,,,,,,2,0,0,0,0,7.0,29,20,9,8,7,
420,Derek Barnett\BarnDe01,PHI,25,DE,16,15,,,,,,,,,,,2.0,46,20,26,7,11,
421,Camryn Bynum\BynuCa00,MIN,23,s,14,3,1,27,0,27,3,,,,,,1.0,28,20,8,1,1,
422,K'Lavon Chaisson\ChaiKL00,JAX,22,lb,15,8,,,,,,,,,,,1.0,31,20,11,3,4,
423,Justin Coleman\ColeJu01,MIA,28,cb,16,4,2,0,0,0,3,,,,,,0.0,27,20,7,1,0,
424,Adam Gotsis\GotsAd00,JAX,29,de,16,4,,,,,,,,,,,3.0,27,20,7,6,7,
425,Kerry Hyder\HydeKe01,SEA,30,de,15,7,,,,,,0,0,2,-3,0,1.5,33,20,13,3,11,
426,Alexander Johnson\JohnAl01,DEN,30,lb,6,6,0,0,0,0,3,0,0,1,10,0,2.0,32,20,12,2,2,
427,Dontae Johnson\JohnDo02,SFO,30,cb,16,3,0,0,0,0,2,1,0,2,0,0,0.0,30,20,10,0,0,
428,Roy Lopez\LopeRo00,HOU,24,DT,16,15,,,,,,0,0,1,6,0,1.0,31,20,11,5,2,
429,David Mayo\MayoDa00,WAS,28,lb,16,4,,,,,,0,0,1,0,0,0.0,28,20,8,2,1,
430,Jason Pierre-Paul\PierJa99,TAM,32,OLB,12,12,0,0,0,0,4,1,0,0,0,0,2.5,31,20,11,3,5,
431,Jeremy Reaves\ReavJe00,WAS,25,db,5,2,0,0,0,0,1,,,,,,0.0,29,20,9,1,0,
432,Benjamin St-Juste\StJuBe00,WAS,24,db,9,3,0,0,0,0,3,,,,,,0.0,26,20,6,1,0,
433,Armon Watts\WattAr01,MIN,25,dt,17,9,,,,,,2,0,0,0,0,5.0,46,20,26,3,10,
434,Eric Wilson\WilsEr00,2TM,27,,14,2,1,7,0,7,1,,,,,,0.0,46,20,26,1,1,
435,Artie Burns\BurnAr00,CHI,26,db,11,6,0,0,0,0,6,,,,,,0.0,23,19,4,1,0,
436,Andre Cisco\CiscAn00,JAX,21,s,17,3,0,0,0,0,2,2,0,0,0,0,0.0,26,19,7,0,0,
437,DeShon Elliott\ElliDe02,BAL,24,s,6,6,1,0,0,0,2,,,,,,1.0,23,19,4,3,3,
438,Sam Franklin\FranSa00,CAR,25,,16,0,0,0,0,0,1,,,,,,0.0,24,19,5,1,1,
439,Akiem Hicks\HickAk00,CHI,32,dt,9,9,,,,,,,,,,,3.5,25,19,6,5,9,
440,Justin Houston\HousJu00,BAL,32,OLB,15,15,0,0,0,0,1,1,0,1,0,0,4.5,34,19,15,6,17,
441,DaQuan Jones\JoneDa04,CAR,30,DT,17,17,,,,,,1,0,0,0,0,1.0,38,19,19,1,6,
