Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
25,Curtis Samuel\SamuCu00,CAR,24,WR,15,5,97,77,79.4%,851,11.1,3,39,44,8.8,5.1,56.7,1
26,Marvin Jones\JoneMa02,DET,30,WR,16,16,115,76,66.1%,978,12.9,9,52,43,8.5,4.8,61.1,0
27,CeeDee Lamb\LambCe00,DAL,21,WR,16,14,111,74,66.7%,935,12.6,5,46,52,8.4,4.6,58.4,2
28,Adam Thielen\ThieAd00,MIN,30,WR,15,15,108,74,68.5%,925,12.5,14,52,51,8.6,4.9,61.7,0
29,Russell Gage\GageRu00,ATL,24,wr,16,8,109,72,66.1%,786,10.9,4,50,35,7.2,4.5,49.1,0
30,Jarvis Landry\LandJa00,CLE,28,WR,15,14,101,72,71.3%,840,11.7,3,46,32,8.3,4.8,56.0,2
31,Logan Thomas\ThomLo00,WAS,29,TE,16,15,110,72,65.5%,670,9.3,6,36,30,6.1,4.5,41.9,0
32,A.J. Brown*\BrowAJ00,TEN,23,WR,14,12,106,70,66.0%,1075,15.4,11,55,73,10.1,5.0,76.8,2
33,Mike Evans\EvanMi00,TAM,27,WR,16,16,109,70,64.2%,1006,14.4,13,55,50,9.2,4.4,62.9,0
34,Tee Higgins\HiggTe00,CIN,21,WR,16,14,108,67,62.0%,908,13.6,6,52,67,8.4,4.2,56.8,1
35,T.J. Hockenson*\HockTJ00,DET,23,TE,16,16,101,67,66.3%,723,10.8,6,40,51,7.2,4.2,45.2,1
36,D.J. Moore\MoorD.00,CAR,23,WR,15,14,118,66,55.9%,1193,18.1,4,53,74,10.1,4.4,79.5,0
37,Sterling Shepard\ShepSt00,NYG,27,WR,12,12,90,66,73.3%,656,9.9,3,37,29,7.3,5.5,54.7,0
38,Corey Davis\DaviCo03,TEN,25,WR,14,12,92,65,70.7%,984,15.1,5,49,75,10.7,4.6,70.3,1
39,Chris Godwin\GodwCh00,TAM,24,WR,12,12,84,65,77.4%,840,12.9,7,43,47,10.0,5.4,70.0,1
40,Evan Engram*\EngrEv00,NYG,26,TE,16,14,109,63,57.8%,654,10.4,1,32,53,6.0,3.9,40.9,1
41,Nyheim Hines\HineNy00,IND,24,,16,2,76,63,82.9%,482,7.7,4,24,29,6.3,3.9,30.1,0
42,DeVante Parker\ParkDe01,MIA,27,WR,14,11,103,63,61.2%,793,12.6,4,45,31,7.7,4.5,56.6,1
43,Dalton Schultz\SchuDa00,DAL,24,TE,16,14,89,63,70.8%,615,9.8,4,33,28,6.9,3.9,38.4,1
44,Chase Claypool\ClayCh01,PIT,22,wr,16,6,109,62,56.9%,873,14.1,9,41,84,8.0,3.9,54.6,3
45,Noah Fant\FantNo00,DEN,23,TE,15,14,93,62,66.7%,673,10.9,3,34,37,7.2,4.1,44.9,0
46,Darnell Mooney\MoonDa00,CHI,23,wr,16,9,98,61,62.2%,631,10.3,4,33,53,6.4,3.8,39.4,1
47,Emmanuel Sanders\SandEm00,NOR,33,WR,14,5,82,61,74.4%,726,11.9,5,33,51,8.9,4.4,51.9,1
48,Brandon Aiyuk\AiyuBr00,SFO,22,WR,12,11,96,60,62.5%,748,12.5,5,42,49,7.8,5.0,62.3,0
49,Hunter Henry\HenrHu00,LAC,26,TE,14,14,93,60,64.5%,613,10.2,4,35,33,6.6,4.3,43.8,0
50,Jamison Crowder\CrowJa00,NYJ,27,WR,12,7,89,59,66.3%,699,11.8,6,32,69,7.9,4.9,58.3,0
51,Mike Davis\DaviMi01,CAR,27,RB,15,12,70,59,84.3%,373,6.3,2,17,23,5.3,3.9,24.9,1
52,Michael Gallup\GallMi00,DAL,24,WR,16,15,105,59,56.2%,843,14.3,5,44,55,8.0,3.7,52.7,0
53,Jakobi Meyers\MeyeJa01,NWE,24,wr,14,9,81,59,72.8%,729,12.4,0,37,35,9.0,4.2,52.1,1
54,Mark Andrews\AndrMa00,BAL,25,,14,2,88,58,65.9%,701,12.1,7,37,39,8.0,4.1,50.1,2
55,Marquise Brown\BrowMa04,BAL,23,WR,16,14,100,58,58.0%,769,13.3,8,35,70,7.7,3.6,48.1,0
56,Laviska Shenault Jr.\ShenLa00,JAX,22,WR,14,12,79,58,73.4%,600,10.3,5,33,36,7.6,4.1,42.9,0
57,Eric Ebron\EbroEr00,PIT,27,te,15,9,91,56,61.5%,558,10.0,5,30,27,6.1,3.7,37.2,1
58,T.Y. Hilton\HiltT.00,IND,31,WR,15,15,93,56,60.2%,762,13.6,5,42,50,8.2,3.7,50.8,0
59,Hayden Hurst\HursHa00,ATL,27,te,16,9,88,56,63.6%,571,10.2,6,35,42,6.5,3.5,35.7,0
60,Hunter Renfrow\RenfHu00,LVR,25,wr,16,6,77,56,72.7%,656,11.7,2,32,53,8.5,3.5,41.0,2
61,Keelan Cole\ColeKe00,JAX,27,wr,16,5,88,55,62.5%,642,11.7,5,34,51,7.3,3.4,40.1,0
62,Austin Ekeler\EkelAu00,LAC,25,RB,10,10,65,54,83.1%,403,7.5,2,20,28,6.2,5.4,40.3,1
63,Larry Fitzgerald\FitzLa00,ARI,37,WR,13,13,72,54,75.0%,409,7.6,1,25,18,5.7,4.2,31.5,0
64,David Montgomery\MontDa01,CHI,23,RB,15,14,68,54,79.4%,438,8.1,2,25,28,6.4,3.6,29.2,1
65,DJ Chark\CharDJ00,JAX,24,WR,13,12,93,53,57.0%,706,13.3,5,37,73,7.6,4.1,54.3,0
66,Chase Edmonds\EdmoCh00,ARI,24,,16,2,67,53,79.1%,402,7.6,4,21,30,6.0,3.3,25.1,2
67,Will Fuller\FullWi01,HOU,26,WR,11,11,75,53,70.7%,879,16.6,8,38,77,11.7,4.8,79.9,0
68,Mike Gesicki\GesiMi00,MIA,25,TE,15,9,85,53,62.4%,703,13.3,6,36,70,8.3,3.5,46.9,0
69,Greg Ward\WardGr02,PHI,25,wr,16,10,79,53,67.1%,419,7.9,6,24,32,5.3,3.3,26.2,2
70,Ezekiel Elliott\ElliEz00,DAL,25,RB,15,15,71,52,73.2%,338,6.5,2,20,19,4.8,3.5,22.5,6
71,Jerry Jeudy\JeudJe00,DEN,21,WR,16,14,113,52,46.0%,856,16.5,3,39,92,7.6,3.3,53.5,2
72,Josh Reynolds\ReynJo00,LAR,25,WR,16,13,81,52,64.2%,618,11.9,2,31,40,7.6,3.3,38.6,2
73,Robert Tonyan\TonyRo00,GNB,26,TE,16,8,59,52,88.1%,586,11.3,11,33,45,9.9,3.3,36.6,0
74,Julio Jones\JoneJu02,ATL,31,WR,9,9,68,51,75.0%,771,15.1,3,36,44,11.3,5.7,85.7,0
75,Tim Patrick\PatrTi00,DEN,27,WR,15,15,79,51,64.6%,742,14.5,6,33,61,9.4,3.4,49.5,0
76,Jimmy Graham\GrahJi00,CHI,34,TE,16,15,76,50,65.8%,456,9.1,8,32,30,6.0,3.1,28.5,1
77,Darius Slayton\SlayDa01,NYG,23,WR,16,15,96,50,52.1%,751,15.0,3,40,41,7.8,3.1,46.9,1
78,Kendrick Bourne\BourKe00,SFO,25,wr,15,5,74,49,66.2%,667,13.6,2,35,49,9.0,3.3,44.5,0
79,Anthony Miller\MillAn02,CHI,26,WR,16,6,76,49,64.5%,485,9.9,2,23,34,6.4,3.1,30.3,2
80,James Robinson\RobiJa00,JAX,22,RB,14,14,60,49,81.7%,344,7.0,3,15,28,5.7,3.5,24.6,3
81,James White\WhitJa02,NWE,28,,14,0,62,49,79.0%,375,7.7,1,20,34,6.0,3.5,26.8,1
82,Nelson Agholor\AghoNe00,LVR,27,WR,16,13,82,48,58.5%,896,18.7,8,37,85,10.9,3.0,56.0,0
83,Christian Kirk\KirkCh01,ARI,24,WR,14,10,79,48,60.8%,621,12.9,6,30,80,7.9,3.4,44.4,1
84,George Kittle\KittGe00,SFO,27,TE,8,8,63,48,76.2%,634,13.2,2,32,44,10.1,6.0,79.3,0
85,Mike Williams\WillMi07,LAC,26,WR,15,11,85,48,56.5%,756,15.8,5,35,64,8.9,3.2,50.4,0
86,Giovani Bernard\BernGi00,CIN,29,RB,16,10,59,47,79.7%,355,7.6,3,15,42,6.0,2.9,22.2,1
87,Damiere Byrd\ByrdDa00,NWE,27,WR,16,14,77,47,61.0%,604,12.9,1,29,42,7.8,2.9,37.8,3
88,A.J. Green\GreeA.00,CIN,32,WR,16,14,104,47,45.2%,523,11.1,2,34,33,5.0,2.9,32.7,0
89,Aaron Jones*\JoneAa00,GNB,26,RB,14,14,63,47,74.6%,355,7.6,2,15,30,5.6,3.4,25.4,2
90,Danny Amendola\AmenDa00,DET,35,wr,14,5,69,46,66.7%,602,13.1,0,30,50,8.7,3.3,43.0,0
91,Dallas Goedert\GoedDa00,PHI,25,TE,11,9,65,46,70.8%,524,11.4,3,28,41,8.1,4.2,47.6,0
92,Austin Hooper\HoopAu00,CLE,26,TE,13,13,70,46,65.7%,435,9.5,4,27,36,6.2,3.5,33.5,0
93,D'Andre Swift\SwifDA00,DET,21,,13,4,57,46,80.7%,357,7.8,2,15,26,6.3,3.5,27.5,3
94,Antonio Brown\BrowAn04,TAM,32,,8,4,62,45,72.6%,483,10.7,4,27,46,7.8,5.6,60.4,0
95,Rob Gronkowski\GronRo00,TAM,31,TE,16,16,77,45,58.4%,623,13.8,7,29,48,8.1,2.8,38.9,1
96,Demarcus Robinson\RobiDe01,KAN,26,WR,16,9,59,45,76.3%,466,10.4,3,26,28,7.9,2.8,29.1,2
97,Dalvin Cook*\CookDa01,MIN,25,RB,14,14,54,44,81.5%,361,8.2,1,17,50,6.7,3.1,25.8,5
98,Tyler Higbee\HigbTy00,LAR,27,TE,15,15,60,44,73.3%,521,11.8,5,27,44,8.7,2.9,34.7,0
99,Zach Pascal\PascZa00,IND,26,WR,16,14,71,44,62.0%,629,14.3,5,29,42,8.9,2.8,39.3,0
100,Gerald Everett\EverGe00,LAR,26,te,16,7,62,41,66.1%,417,10.2,1,24,40,6.7,2.6,26.1,1
101,Myles Gaskin\GaskMy00,MIA,23,RB,10,7,47,41,87.2%,388,9.5,2,12,59,8.3,4.1,38.8,2
102,Mecole Hardman\HardMe00,KAN,22,wr,16,8,62,41,66.1%,560,13.7,4,23,49,9.0,2.6,35.0,2
103,Jonnu Smith\SmitJo01,TEN,25,TE,15,14,65,41,63.1%,448,10.9,8,25,63,6.9,2.7,29.9,0
104,Chris Conley\ConlCh00,JAX,28,,15,4,63,40,63.5%,471,11.8,2,24,51,7.5,2.7,31.4,1
105,Michael Pittman Jr.\PittMi01,IND,23,WR,13,8,61,40,65.6%,503,12.6,1,22,45,8.2,3.1,38.7,0
106,Drew Sample\SampDr00,CIN,24,TE,16,13,53,40,75.5%,349,8.7,1,16,23,6.6,2.5,21.8,1
107,Michael Thomas\ThomMi05,NOR,27,wr,7,5,55,40,72.7%,438,11.0,0,25,24,8.0,5.7,62.6,0
108,Anthony Firkser\FirkAn00,TEN,25,,16,1,53,39,73.6%,387,9.9,1,26,45,7.3,2.4,24.2,0
109,Randall Cobb\CobbRa00,HOU,30,,10,2,48,38,79.2%,441,11.6,3,20,34,9.2,3.8,44.1,0
110,Travis Fulgham\FulgTr00,PHI,25,WR,13,8,67,38,56.7%,539,14.2,4,26,42,8.0,2.9,41.5,0
111,Kareem Hunt\HuntKa00,CLE,25,rb,16,5,51,38,74.5%,304,8.0,5,19,26,6.0,2.4,19.0,2
112,Devin Singletary\SingDe00,BUF,23,RB,16,16,50,38,76.0%,269,7.1,0,8,34,5.4,2.4,16.8,1
113,Jordan Akins\AkinJo00,HOU,28,te,13,5,49,37,75.5%,403,10.9,1,20,26,8.2,2.8,31.0,0
114,Braxton Berrios\BerrBr00,NYJ,25,,16,2,55,37,67.3%,394,10.6,3,19,43,7.2,2.3,24.6,0
115,Chris Carson\CarsCh00,SEA,26,RB,12,12,46,37,80.4%,287,7.8,4,14,29,6.2,3.1,23.9,1
116,Jared Cook\CookJa02,NOR,33,TE,15,5,60,37,61.7%,504,13.6,7,27,46,8.4,2.5,33.6,1
117,Rashard Higgins\HiggRa00,CLE,26,wr,13,6,52,37,71.2%,599,16.2,4,26,43,11.5,2.8,46.1,3
118,Sammy Watkins\WatkSa00,KAN,27,WR,10,9,55,37,67.3%,421,11.4,2,27,37,7.7,3.7,42.1,1
119,Clyde Edwards-Helaire\EdwaCl00,KAN,21,RB,13,13,54,36,66.7%,297,8.3,1,12,26,5.5,2.8,22.8,0
120,Tyler Eifert\EifeTy00,JAX,30,,15,4,60,36,60.0%,349,9.7,2,22,28,5.8,2.4,23.3,0
121,Zach Ertz\ErtzZa00,PHI,30,TE,11,11,72,36,50.0%,335,9.3,1,16,42,4.7,3.3,30.5,0
122,Leonard Fournette\FourLe00,TAM,25,,13,3,47,36,76.6%,233,6.5,0,9,20,5.0,2.8,17.9,0
123,Antonio Gibson\GibsAn00,WAS,22,RB,14,10,44,36,81.8%,247,6.9,0,9,40,5.6,2.6,17.6,1
124,Jakeem Grant\GranJa00,MIA,28,,14,4,54,36,66.7%,373,10.4,1,22,30,6.9,2.6,26.6,2
125,Jonathan Taylor\TaylJo02,IND,21,RB,15,13,39,36,92.3%,299,8.3,1,12,39,7.7,2.4,19.9,1
126,James Conner\ConnJa00,PIT,25,RB,13,11,43,35,81.4%,215,6.1,0,10,18,5.0,2.7,16.5,2
127,Gabriel Davis\DaviGa01,BUF,21,WR,16,11,62,35,56.5%,599,17.1,7,27,56,9.7,2.2,37.4,1
128,David Moore\MoorDa03,SEA,25,WR,16,6,47,35,74.5%,417,11.9,6,18,57,8.9,2.2,26.1,1
129,Golden Tate\TateGo00,NYG,32,,12,4,52,35,67.3%,388,11.1,2,19,39,7.5,2.9,32.3,0
130,Tre'Quan Smith\SmitTr03,NOR,24,WR,14,10,50,34,68.0%,448,13.2,4,22,31,9.0,2.4,32.0,1
131,John Brown\BrowJo02,BUF,30,WR,9,8,52,33,63.5%,458,13.9,3,22,46,8.8,3.7,50.9,0
132,Keke Coutee\CoutKe00,HOU,23,,8,4,40,33,82.5%,400,12.1,3,19,64,10.0,4.1,50.0,4
133,N'Keal Harry\HarrNK00,NWE,23,WR,14,9,57,33,57.9%,309,9.4,2,15,30,5.4,2.4,22.1,1
134,Josh Jacobs*\JacoJo01,LVR,22,RB,15,15,45,33,73.3%,238,7.2,0,9,29,5.3,2.2,15.9,2
135,David Johnson\JohnDa08,HOU,29,RB,12,12,46,33,71.7%,314,9.5,2,16,32,6.8,2.8,26.2,2
136,Allen Lazard\LazaAl00,GNB,25,wr,10,9,46,33,71.7%,451,13.7,3,23,72,9.8,3.3,45.1,0
137,Jerick McKinnon\McKiJe00,SFO,28,,16,4,46,33,71.7%,253,7.7,1,12,26,5.5,2.1,15.8,0
138,Scott Miller\MillSc01,TAM,23,WR,16,5,53,33,62.3%,501,15.2,3,20,48,9.5,2.1,31.3,0
139,Deebo Samuel\SamuDe00,SFO,24,wr,7,5,44,33,75.0%,391,11.8,1,19,35,8.9,4.7,55.9,0
140,Willie Snead\SneaWi00,BAL,28,wr,13,8,48,33,68.8%,432,13.1,3,23,34,9.0,2.5,33.2,1
141,Marquez Valdes-Scantling\ValdMa00,GNB,26,WR,16,12,63,33,52.4%,690,20.9,6,27,78,11.0,2.1,43.1,1
142,Melvin Gordon\GordMe00,DEN,27,RB,15,10,44,32,72.7%,158,4.9,1,7,20,3.6,2.1,10.5,4
143,Cam Sims\SimsCa00,WAS,24,WR,16,10,48,32,66.7%,477,14.9,1,18,50,9.9,2.0,29.8,1
144,Mo Alie-Cox\AlieMo00,IND,27,te,15,6,39,31,79.5%,394,12.7,2,19,45,10.1,2.1,26.3,1
145,Dan Arnold\ArnoDa00,ARI,25,te,16,5,45,31,68.9%,438,14.1,4,24,59,9.7,1.9,27.4,2
146,Chris Herndon\HernCh00,NYJ,24,TE,16,13,45,31,68.9%,287,9.3,3,17,26,6.4,1.9,17.9,2
147,Jalen Reagor\ReagJa00,PHI,21,WR,11,11,54,31,57.4%,396,12.8,1,19,55,7.3,2.8,36.0,2
148,Jamaal Williams\WillJa06,GNB,25,,14,3,35,31,88.6%,236,7.6,1,11,29,6.7,2.2,16.9,0
149,KJ Hamler\HamlKJ00,DEN,21,,13,4,56,30,53.6%,381,12.7,3,17,49,6.8,2.3,29.3,2
150,Isaiah McKenzie\McKeIs00,BUF,25,wr,16,7,34,30,88.2%,282,9.4,5,17,46,8.3,1.9,17.6,0
151,Breshad Perriman\PerrBr02,NYJ,27,WR,12,12,60,30,50.0%,505,16.8,3,20,53,8.4,2.5,42.1,0
152,Irv Smith Jr.\SmitIr01,MIN,22,te,13,7,43,30,69.8%,365,12.2,5,22,36,8.5,2.3,28.1,0
153,James Washington\WashJa00,PIT,24,WR,16,7,56,30,53.6%,392,13.1,5,19,50,7.0,1.9,24.5,0
154,Kalen Ballage\BallKa00,2TM,25,,11,2,37,29,78.4%,166,5.7,0,5,21,4.5,2.6,15.1,1
155,Lynn Bowden Jr.\BowdLy00,MIA,23,,10,4,37,28,75.7%,211,7.5,0,13,22,5.7,2.8,21.1,0
156,Cameron Brate\BratCa00,TAM,29,,16,1,34,28,82.4%,282,10.1,2,17,25,8.3,1.8,17.6,0
157,Trey Burton\BurtTr01,IND,29,,13,4,47,28,59.6%,250,8.9,3,14,20,5.3,2.2,19.2,0
158,Isaiah Ford\FordIs00,MIA,24,,10,1,44,28,63.6%,276,9.9,0,18,18,6.3,2.8,27.6,0
159,Jalen Guyton\GuytJa01,LAC,23,WR,16,9,55,28,50.9%,511,18.3,3,18,72,9.3,1.8,31.9,0
160,Duke Johnson\JohnDu00,HOU,27,rb,11,5,35,28,80.0%,249,8.9,1,8,48,7.1,2.5,22.6,3
161,Ronald Jones II\JoneRo01,TAM,23,RB,14,13,42,28,66.7%,165,5.9,1,2,37,3.9,2.0,11.8,2
162,Cole Kmet\KmetCo00,CHI,21,TE,16,9,44,28,63.6%,243,8.7,2,12,38,5.5,1.8,15.2,1
163,James O'Shaughnessy\O'ShJa00,JAX,28,TE,15,13,38,28,73.7%,262,9.4,0,12,26,6.9,1.9,17.5,0
164,Tony Pollard\PollTo00,DAL,23,,16,2,40,28,70.0%,193,6.9,1,9,30,4.8,1.8,12.1,0
165,Kyle Rudolph\RudoKy00,MIN,31,TE,12,12,37,28,75.7%,334,11.9,1,16,25,9.0,2.3,27.8,1
166,Miles Sanders\SandMi01,PHI,23,RB,12,11,52,28,53.8%,197,7.0,0,8,28,3.8,2.3,16.4,4
167,Steven Sims\SimsSt00,WAS,23,,12,2,37,27,73.0%,265,9.8,1,13,30,7.2,2.3,22.1,4
168,Isaiah Wright\WrigIs01,WAS,23,wr,14,6,35,27,77.1%,197,7.3,0,10,22,5.6,1.9,14.1,3
169,Jordan Reed\ReedJo02,SFO,30,,10,1,46,26,56.5%,231,8.9,4,16,26,5.0,2.6,23.1,0
170,Henry Ruggs III\RuggHe00,LVR,21,WR,13,12,43,26,60.5%,452,17.4,2,13,72,10.5,2.0,34.8,2
171,Durham Smythe\SmytDu00,MIA,25,TE,15,13,29,26,89.7%,208,8.0,2,13,19,7.2,1.7,13.9,0
172,Rex Burkhead\BurkRe00,NWE,30,,10,0,33,25,75.8%,192,7.7,3,11,24,5.8,2.5,19.2,0
173,Kenyan Drake\DrakKe00,ARI,26,RB,15,13,31,25,80.6%,137,5.5,0,5,18,4.4,1.7,9.1,3
174,Todd Gurley\GurlTo01,ATL,26,RB,15,15,35,25,71.4%,164,6.6,0,7,26,4.7,1.7,10.9,2
175,Brian Hill\HillBr02,ATL,25,,16,1,30,25,83.3%,199,8.0,0,7,26,6.6,1.6,12.4,2
176,Jacob Hollister\HollJa03,SEA,27,te,16,5,40,25,62.5%,209,8.4,3,14,20,5.2,1.6,13.1,0
177,Boston Scott\ScotBo02,PHI,25,,16,4,36,25,69.4%,212,8.5,1,8,18,5.9,1.6,13.3,2
178,Harrison Bryant\BryaHa00,CLE,22,TE,15,9,38,24,63.2%,238,9.9,3,14,35,6.3,1.6,15.9,2
179,Will Dissly\DissWi00,SEA,24,te,16,12,29,24,82.8%,251,10.5,2,12,28,8.7,1.5,15.7,0
180,Dawson Knox\KnoxDa00,BUF,24,TE,12,7,44,24,54.5%,288,12.0,3,14,36,6.5,2.0,24.0,2
181,Greg Olsen\OlseGr00,SEA,35,TE,11,8,37,24,64.9%,239,10.0,1,16,22,6.5,2.2,21.7,0
182,Richard Rodgers\RodgRi00,PHI,28,,14,4,31,24,77.4%,345,14.4,2,16,33,11.1,1.7,24.6,0
183,Odell Beckham Jr.\BeckOd00,CLE,28,WR,7,7,43,23,53.5%,319,13.9,3,17,43,7.4,3.3,45.6,0
184,Malcolm Brown\BrowMa03,LAR,27,,16,0,33,23,69.7%,162,7.0,0,9,30,4.9,1.4,10.1,1
185,Jack Doyle\DoylJa00,IND,30,TE,14,12,33,23,69.7%,251,10.9,3,13,28,7.6,1.6,17.9,1
186,DaeSean Hamilton\HamiDa01,DEN,25,,16,2,44,23,52.3%,293,12.7,2,16,40,6.7,1.4,18.3,1
187,Adam Humphries\HumpAd00,TEN,27,,7,1,35,23,65.7%,228,9.9,2,11,23,6.5,3.3,32.6,0
188,Richie James\JameRi00,SFO,25,WR,11,7,35,23,65.7%,394,17.1,1,15,47,11.3,2.1,35.8,2
189,Joshua Kelley\KellJo01,LAC,23,,14,0,23,23,100.0%,148,6.4,0,9,35,6.4,1.6,10.6,2
190,Denzel Mims\MimsDe00,NYJ,23,WR,9,8,44,23,52.3%,357,15.5,0,15,30,8.1,2.6,39.7,0
191,Latavius Murray\MurrLa00,NOR,30,rb,15,7,26,23,88.5%,176,7.7,1,8,25,6.8,1.5,11.7,1
192,Marquez Callaway\CallMa01,NOR,22,,11,3,27,21,77.8%,213,10.1,0,10,27,7.9,1.9,19.4,0
193,Julian Edelman\EdelJu00,NWE,34,,6,1,39,21,53.8%,315,15.0,0,18,49,8.1,3.5,52.5,0
194,Darren Fells\FellDa01,HOU,34,TE,16,14,28,21,75.0%,312,14.9,4,16,44,11.1,1.3,19.5,0
195,Wayne Gallman\GallWa00,NYG,26,RB,15,10,27,21,77.8%,114,5.4,0,6,19,4.2,1.4,7.6,1
196,Andy Isabella\IsabAn00,ARI,24,,13,2,35,21,60.0%,224,10.7,2,10,54,6.4,1.6,17.2,1
197,Joe Mixon\MixoJo00,CIN,24,rb,6,6,26,21,80.8%,138,6.6,1,5,19,5.3,3.5,23.0,1
198,Cordarrelle Patterson*+\PattCo00,CHI,29,,16,3,25,21,84.0%,132,6.3,0,7,25,5.3,1.3,8.3,0
199,Chad Beebe\BeebCh00,MIN,26,,14,0,30,20,66.7%,201,10.1,2,12,40,6.7,1.4,14.4,2
200,Quintez Cephus\CephQu00,DET,22,,13,2,35,20,57.1%,349,17.5,2,16,49,10.0,1.5,26.8,0
201,Devin Duvernay\DuveDe00,BAL,23,,16,3,26,20,76.9%,201,10.1,0,8,39,7.7,1.3,12.6,0
202,Kenny Golladay\GollKe00,DET,27,WR,5,5,32,20,62.5%,338,16.9,2,16,48,10.6,4.0,67.6,0
203,Deonte Harris\HarrDe07,NOR,23,,9,2,25,20,80.0%,186,9.3,1,10,40,7.4,2.2,20.7,3
204,Tyron Johnson\JohnTy03,LAC,24,,12,0,26,20,76.9%,398,19.9,3,15,55,15.3,1.7,33.2,0
205,Ray-Ray McCloud\McClRa00,PIT,24,,16,2,22,20,90.9%,77,3.9,0,3,13,3.5,1.3,4.8,2
206,Ian Thomas\ThomIa00,CAR,24,te,16,8,31,20,64.5%,145,7.3,1,11,21,4.7,1.3,9.1,1
207,Chris Thompson\ThomCh03,JAX,30,,8,0,23,20,87.0%,146,7.3,1,5,15,6.3,2.5,18.3,0
208,Olamide Zaccheaus\ZaccOl01,ATL,23,,11,2,32,20,62.5%,274,13.7,1,16,51,8.6,1.8,24.9,0
209,Miles Boykin\BoykMi00,BAL,24,WR,16,13,33,19,57.6%,266,14.0,4,14,43,8.1,1.2,16.6,0
210,Tyler Conklin\ConkTy00,MIN,25,,16,2,26,19,73.1%,194,10.2,1,11,30,7.5,1.2,12.1,1
211,Ross Dwelley\DwelRo00,SFO,25,te,16,9,24,19,79.2%,245,12.9,1,10,36,10.2,1.2,15.3,0
212,Derrick Henry *+\HenrDe00,TEN,26,RB,16,16,31,19,61.3%,114,6.0,0,4,53,3.7,1.2,7.1,3
