Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
213,Justin Jackson\JackJu01,LAC,24,,9,4,24,19,79.2%,173,9.1,0,7,34,7.2,2.1,19.2,0
214,Van Jefferson\JeffVa00,LAR,24,,16,0,31,19,61.3%,220,11.6,1,11,31,7.1,1.2,13.8,1
215,Kerryon Johnson\JohnKe06,DET,23,,16,2,26,19,73.1%,187,9.8,1,11,20,7.2,1.2,11.7,1
216,Kyle Juszczyk*\JuszKy00,SFO,29,FB,16,15,29,19,65.5%,202,10.6,4,10,41,7.0,1.2,12.6,1
217,Dion Lewis\LewiDi00,NYG,30,,16,0,30,19,63.3%,127,6.7,1,8,17,4.2,1.2,7.9,3
218,David Njoku\NjokDa00,CLE,24,te,13,5,29,19,65.5%,213,11.2,2,13,28,7.3,1.5,16.4,0
219,Jalen Richard\RichJa01,LVR,27,,13,0,23,19,82.6%,138,7.3,0,5,19,6.0,1.5,10.6,1
220,J.K. Dobbins\DobbJK00,BAL,22,,15,1,24,18,75.0%,120,6.7,0,4,19,5.0,1.2,8.0,2
221,Marvin Hall\HallMa02,2TM,27,,12,6,32,18,56.3%,302,16.8,2,10,73,9.4,1.5,25.2,0
222,Dontrelle Inman\InmaDo00,WAS,31,,10,2,28,18,64.3%,163,9.1,2,11,17,5.8,1.8,16.3,1
223,Collin Johnson\JohnCo01,JAX,23,,14,0,31,18,58.1%,272,15.1,2,12,46,8.8,1.3,19.4,0
224,Kaden Smith\SmitKa00,NYG,23,TE,15,12,21,18,85.7%,112,6.2,0,8,16,5.3,1.2,7.5,1
225,Darrel Williams\WillDa10,KAN,25,,16,0,26,18,69.2%,116,6.4,0,6,15,4.5,1.1,7.3,0
226,Preston Williams\WillPr01,MIA,23,WR,8,7,35,18,51.4%,288,16.0,4,14,47,8.2,2.3,36.0,0
227,Devontae Booker\BookDe00,LVR,28,,16,1,21,17,81.0%,84,4.9,0,2,17,4.0,1.1,5.3,1
228,DeeJay Dallas\DallDe00,SEA,22,,12,2,20,17,85.0%,111,6.5,1,5,13,5.6,1.4,9.3,0
229,Chad Hansen\HansCh00,HOU,25,,5,2,24,17,70.8%,236,13.9,1,11,38,9.8,3.4,47.2,0
230,Christian McCaffrey\McCaCh01,CAR,24,,3,3,19,17,89.5%,149,8.8,1,8,24,7.8,5.7,49.7,0
231,Mohamed Sanu\SanuMo00,2TM,31,,10,4,24,17,70.8%,187,11.0,1,13,21,7.8,1.7,18.7,0
232,Ito Smith\SmitIt00,ATL,25,,14,0,26,17,65.4%,75,4.4,0,3,17,2.9,1.2,5.4,1
233,Jeff Smith\SmitJe03,NYJ,23,,12,4,37,17,45.9%,167,9.8,0,9,21,4.5,1.4,13.9,0
234,Cedrick Wilson Jr.\WilsCe01,DAL,25,,16,0,28,17,60.7%,189,11.1,2,10,42,6.8,1.1,11.8,0
235,Le'Veon Bell\BellLe00,2TM,28,,11,4,20,16,80.0%,138,8.6,0,7,30,6.9,1.5,12.5,1
236,Nick Chubb*\ChubNi00,CLE,25,RB,12,12,18,16,88.9%,150,9.4,0,6,26,8.3,1.3,12.5,1
237,Frank Gore\GoreFr00,NYJ,37,RB,15,14,19,16,84.2%,89,5.6,0,3,9,4.7,1.1,5.9,1
238,Darrell Henderson\HendDa00,LAR,23,RB,15,11,24,16,66.7%,159,9.9,1,8,28,6.6,1.1,10.6,0
239,Mack Hollins\HollMa00,MIA,27,,16,2,25,16,64.0%,176,11.0,1,7,34,7.0,1.0,11.0,1
240,Carlos Hyde\HydeCa00,SEA,30,,10,1,20,16,80.0%,93,5.8,0,4,18,4.7,1.6,9.3,1
241,Ty Johnson\JohnTy02,2TM,23,,13,1,21,16,76.2%,99,6.2,1,6,18,4.7,1.2,7.6,0
242,Raheem Mostert\MostRa00,SFO,28,RB,8,8,19,16,84.2%,156,9.8,1,5,76,8.2,2.0,19.5,1
243,KeeSean Johnson\JohnKe07,ARI,24,,8,1,23,15,65.2%,173,11.5,0,7,45,7.5,1.9,21.6,0
244,LeSean McCoy\McCoLe01,TAM,32,,10,0,19,15,78.9%,101,6.7,0,3,15,5.3,1.5,10.1,0
245,Vance McDonald\McDoVa00,PIT,30,TE,14,12,20,15,75.0%,99,6.6,0,4,15,5.0,1.1,7.1,0
246,Adam Trautman\TrauAd00,NOR,23,te,15,6,16,15,93.8%,171,11.4,1,9,41,10.7,1.0,11.4,0
247,Nick Boyle\BoylNi00,BAL,27,TE,9,9,17,14,82.4%,113,8.1,2,8,21,6.6,1.6,12.6,0
248,Noah Brown\BrowNo00,DAL,24,,16,1,24,14,58.3%,154,11.0,0,6,20,6.4,0.9,9.6,0
249,Pharaoh Brown\BrowPh01,HOU,26,TE,13,9,16,14,87.5%,163,11.6,2,9,29,10.2,1.1,12.5,0
250,Chris Hogan\HogaCh00,NYJ,33,,5,4,26,14,53.8%,118,8.4,0,6,27,4.5,2.8,23.6,0
251,DeSean Jackson\JackDe00,PHI,34,wr,5,5,26,14,53.8%,236,16.9,1,10,81,9.1,2.8,47.2,0
252,Jesse James\JameJe00,DET,26,TE,16,7,22,14,63.6%,129,9.2,2,6,31,5.9,0.9,8.1,0
253,Marcus Johnson\JohnMa07,IND,26,,11,3,28,14,50.0%,255,18.2,0,11,55,9.1,1.3,23.2,0
254,Olabisi Johnson\JohnOl00,MIN,23,,16,3,19,14,73.7%,189,13.5,0,9,29,9.9,0.9,11.8,0
255,Zay Jones\JoneZa00,LVR,25,,16,2,20,14,70.0%,154,11.0,1,6,37,7.7,0.9,9.6,0
256,Zack Moss\MossZa00,BUF,23,,13,0,18,14,77.8%,95,6.8,1,5,20,5.3,1.1,7.3,0
257,Donovan Peoples-Jones\PeopDo00,CLE,21,,12,2,20,14,70.0%,304,21.7,2,10,75,15.2,1.2,25.3,0
258,Auden Tate\TateAu00,CIN,23,,9,2,22,14,63.6%,150,10.7,0,9,19,6.8,1.6,16.7,0
259,Nick Vannett\VannNi00,DEN,27,TE,15,11,21,14,66.7%,95,6.8,1,6,19,4.5,0.9,6.3,0
260,Jamal Agnew\AgneJa00,DET,25,,14,2,20,13,65.0%,89,6.8,0,4,20,4.5,0.9,6.4,2
261,Christian Blake\BlakCh00,ATL,24,,16,0,18,13,72.2%,141,10.8,0,6,25,7.8,0.8,8.8,0
262,Ryan Izzo\IzzoRy00,NWE,25,TE,12,12,20,13,65.0%,199,15.3,0,6,50,10.0,1.1,16.6,1
263,Alexander Mattison\MattAl01,MIN,22,,13,2,15,13,86.7%,125,9.6,1,5,28,8.3,1.0,9.6,0
264,Byron Pringle\PrinBy00,KAN,27,,13,3,17,13,76.5%,160,12.3,1,9,37,9.4,1.0,12.3,0
265,Freddie Swain\SwaiFr00,SEA,22,,16,1,21,13,61.9%,159,12.2,2,6,23,7.6,0.8,9.9,0
266,Mike Thomas\ThomMi04,CIN,26,,14,0,21,13,61.9%,132,10.2,1,7,29,6.3,0.9,9.4,1
267,Jeff Wilson\WilsJe01,SFO,25,,12,3,28,13,46.4%,133,10.2,3,8,21,4.8,1.1,11.1,2
268,Jason Witten\WittJa00,LVR,38,TE,16,7,17,13,76.5%,69,5.3,2,8,15,4.1,0.8,4.3,0
269,Cameron Batson\BatsCa00,TEN,25,,12,1,13,12,92.3%,100,8.3,1,7,18,7.7,1.0,8.3,1
270,Alex Erickson\EricAl01,CIN,28,,16,2,17,12,70.6%,139,11.6,0,5,42,8.2,0.8,8.7,2
271,Royce Freeman\FreeRo00,DEN,24,,16,0,13,12,92.3%,81,6.8,0,4,28,6.2,0.8,5.1,0
272,Alec Ingold\IngoAl01,LVR,24,,16,4,17,12,70.6%,110,9.2,1,9,23,6.5,0.8,6.9,0
273,Tyler Johnson\JohnTy00,TAM,22,,14,3,17,12,70.6%,169,14.1,2,9,35,9.9,0.9,12.1,0
274,Tyler Kroft\KrofTy00,BUF,28,,10,4,16,12,75.0%,119,9.9,3,9,38,7.4,1.2,11.9,0
275,Jeremy McNichols\McNiJe00,TEN,25,,16,0,17,12,70.6%,55,4.6,0,0,9,3.2,0.8,3.4,0
276,Adrian Peterson\PeteAd01,DET,35,RB,16,10,18,12,66.7%,101,8.4,0,4,23,5.6,0.8,6.3,0
277,Brandon Powell\PoweBr00,ATL,25,,15,1,18,12,66.7%,69,5.8,2,5,13,3.8,0.8,4.6,2
278,Adam Shaheen\ShahAd00,MIA,26,te,16,5,22,12,54.5%,150,12.5,3,9,43,6.8,0.8,9.4,0
279,Jace Sternberger\SterJa00,GNB,24,,12,0,15,12,80.0%,114,9.5,1,6,27,7.6,1.0,9.5,0
280,Jordan Wilkins\WilkJo01,IND,26,,15,0,16,12,75.0%,105,8.8,0,3,24,6.6,0.8,7.0,0
281,Salvon Ahmed\AhmeSa01,MIA,22,,6,4,14,11,78.6%,61,5.5,0,2,13,4.4,1.8,10.2,0
282,Cam Akers\AkerCa00,LAR,21,,13,5,14,11,78.6%,123,11.2,1,4,38,8.8,0.8,9.5,1
283,Blake Bell\BellBl00,DAL,29,,16,2,15,11,73.3%,110,10.0,0,7,24,7.3,0.7,6.9,0
284,C.J. Board\BoarC.00,NYG,27,,14,4,16,11,68.8%,101,9.2,0,6,16,6.3,0.8,7.2,0
285,Bryan Edwards\EdwaBr01,LVR,22,,12,3,15,11,73.3%,193,17.5,1,9,34,12.9,0.9,16.1,0
286,Tyler Ervin\ErviTy00,GNB,27,,8,0,15,11,73.3%,84,7.6,0,6,24,5.6,1.4,10.5,0
287,KhaDarel Hodge\HodgKh00,CLE,25,,9,0,17,11,64.7%,180,16.4,0,11,42,10.6,1.2,20.0,0
288,O.J. Howard\HowaO.00,TAM,26,,4,1,19,11,57.9%,146,13.3,2,8,33,7.7,2.8,36.5,0
289,Albert Okwuegbunam\OkwuAl00,DEN,22,,4,0,15,11,73.3%,121,11.0,1,6,27,8.1,2.8,30.3,0
290,La'Mical Perine\PeriLa00,NYJ,22,,10,0,15,11,73.3%,63,5.7,0,3,14,4.2,1.1,6.3,0
291,Samaje Perine\PeriSa00,CIN,25,,16,1,12,11,91.7%,66,6.0,0,4,15,5.5,0.7,4.1,0
292,Keith Smith\SmitKe03,ATL,28,FB,16,7,15,11,73.3%,59,5.4,0,4,13,3.9,0.7,3.7,0
293,Kenny Stills\StilKe00,HOU,28,,10,0,19,11,57.9%,144,13.1,1,8,24,7.6,1.1,14.4,0
294,De'Michael Harris\HarrDe09,IND,22,,7,0,10,10,100.0%,79,7.9,0,3,21,7.9,1.4,11.3,0
295,John Hightower\HighJo00,PHI,24,,13,4,29,10,34.5%,167,16.7,0,5,59,5.8,0.8,12.8,0
296,Patrick Laird\LairPa00,MIA,25,,16,0,12,10,83.3%,68,6.8,0,3,17,5.7,0.6,4.3,1
297,Marcedes Lewis\LewiMa00,GNB,36,TE,15,15,17,10,58.8%,107,10.7,3,6,36,6.3,0.7,7.1,0
298,Dare Ogunbowale\OgunDa00,JAX,26,,14,2,20,10,50.0%,54,5.4,0,4,12,2.7,0.7,3.9,0
299,Donald Parham\ParhDo00,LAC,23,te,13,5,20,10,50.0%,159,15.9,3,8,26,8.0,0.8,12.2,0
300,Benny Snell Jr.\SnelBe00,PIT,22,,16,3,14,10,71.4%,61,6.1,0,3,14,4.4,0.6,3.8,2
301,Trent Taylor\TaylTr02,SFO,26,,12,1,21,10,47.6%,86,8.6,0,5,29,4.1,0.8,7.2,0
302,Matt Breida\BreiMa00,MIA,25,,12,1,10,9,90.0%,96,10.7,0,5,31,9.6,0.8,8.0,2
303,Gus Edwards\EdwaGu00,BAL,25,rb,16,6,13,9,69.2%,129,14.3,0,4,34,9.9,0.6,8.1,1
304,Ryan Griffin\GrifRy00,NYJ,30,te,15,6,12,9,75.0%,86,9.6,0,4,23,7.2,0.6,5.7,0
305,Travis Homer\HomeTr00,SEA,22,,9,0,10,9,90.0%,90,10.0,1,4,50,9.0,1.0,10.0,0
306,Devine Ozigbo\OzigDe01,JAX,24,,8,0,9,9,100.0%,42,4.7,0,3,12,4.7,1.1,5.3,0
307,Malcolm Perry\PerrMa00,MIA,23,,9,2,13,9,69.2%,92,10.2,1,4,25,7.1,1.0,10.2,1
308,Kalif Raymond\RaymKa00,TEN,26,,15,3,15,9,60.0%,187,20.8,0,7,61,12.5,0.6,12.5,0
309,Patrick Ricard*\RicaPa00,BAL,26,FB,15,10,12,9,75.0%,45,5.0,1,3,11,3.8,0.6,3.0,1
310,Jaylen Samuels\SamuJa00,PIT,24,,14,1,14,9,64.3%,46,5.1,0,2,12,3.3,0.6,3.3,0
311,Rodney Smith\SmitRo08,CAR,24,,7,1,11,9,81.8%,59,6.6,0,1,12,5.4,1.3,8.4,1
312,Geoff Swaim\SwaiGe00,TEN,27,wr,10,8,12,9,75.0%,83,9.2,1,6,16,6.9,0.9,8.3,0
313,Ameer Abdullah\AbduAm00,MIN,27,,16,0,9,8,88.9%,58,7.3,2,4,22,6.4,0.5,3.6,0
314,Stephen Anderson\AndeSt01,LAC,27,,16,3,11,8,72.7%,106,13.3,0,7,23,9.6,0.5,6.6,0
315,Darrell Daniels\DaniDa02,ARI,26,te,12,8,11,8,72.7%,92,11.5,1,4,31,8.4,0.7,7.7,0
316,Troy Fumagalli\FumaTr00,DEN,25,,8,0,15,8,53.3%,80,10.0,1,6,29,5.3,1.0,10.0,0
317,C.J. Ham\HamxC.00,MIN,27,FB,15,11,13,8,61.5%,97,12.1,1,6,30,7.5,0.5,6.5,0
318,Josh Hill\HillJo02,NOR,30,te,14,7,10,8,80.0%,46,5.8,1,4,16,4.6,0.6,3.3,1
319,Taysom Hill\HillTa00,NOR,30,wr,16,8,12,8,66.7%,98,12.3,1,4,21,8.2,0.5,6.1,10
320,Jakob Johnson\JohnJa12,NWE,26,FB,16,11,9,8,88.9%,35,4.4,1,3,12,3.9,0.5,2.2,1
321,Ryan Nall\NallRy00,CHI,25,,16,0,9,8,88.9%,67,8.4,1,5,18,7.4,0.5,4.2,0
322,Troymaine Pope\PopeTr00,LAC,27,,6,0,10,8,80.0%,42,5.3,0,1,11,4.2,1.3,7.0,0
323,C.J. Uzomah\UzomC.00,CIN,27,,2,2,11,8,72.7%,87,10.9,1,6,23,7.9,4.0,43.5,0
324,Maxx Williams\WillMa04,ARI,26,TE,9,8,10,8,80.0%,102,12.8,1,4,42,10.2,0.9,11.3,0
325,Devonta Freeman\FreeDe00,NYG,28,,5,4,10,7,70.0%,58,8.3,0,3,18,5.8,1.4,11.6,0
326,Demetrius Harris\HarrDe03,CHI,29,te,15,5,14,7,50.0%,45,6.4,0,2,9,3.2,0.5,3.0,0
327,Jamycal Hasty\HastJa02,SFO,24,,8,0,8,7,87.5%,33,4.7,0,0,16,4.1,0.9,4.1,1
328,K.J. Hill\HillKJ00,LAC,23,,15,0,11,7,63.6%,73,10.4,0,2,25,6.6,0.5,4.9,1
329,Phillip Lindsay\LindPh00,DEN,26,rb,11,8,14,7,50.0%,28,4.0,0,1,11,2.0,0.6,2.5,0
330,Austin Mack\MackAu01,NYG,23,,11,1,11,7,63.6%,91,13.0,0,5,50,8.3,0.6,8.3,0
331,Sony Michel\MichSo00,NWE,25,rb,9,6,9,7,77.8%,114,16.3,1,5,31,12.7,0.8,12.7,0
332,Jaydon Mickens\MickJa01,TAM,26,,10,0,10,7,70.0%,58,8.3,0,6,11,5.8,0.7,5.8,0
333,Foster Moreau\MoreFo00,LVR,23,,16,2,9,7,77.8%,140,20.0,2,5,47,15.6,0.4,8.8,0
334,Equanimeous St. Brown\St.BEq00,GNB,24,,12,1,13,7,53.8%,117,16.7,1,6,24,9.0,0.6,9.8,0
335,Luke Stocker\StocLu00,ATL,32,TE,16,13,11,7,63.6%,63,9.0,0,4,25,5.7,0.4,3.9,0
336,Darwin Thompson\ThomDa06,KAN,23,,14,1,11,7,63.6%,65,9.3,1,3,37,5.9,0.5,4.6,0
337,Quez Watkins\WatkQu00,PHI,22,,6,0,13,7,53.8%,106,15.1,1,4,43,8.2,1.2,17.7,0
338,Justin Watson\WatsJu01,TAM,24,,11,2,11,7,63.6%,94,13.4,0,5,36,8.5,0.6,8.5,0
339,Deon Yelder\YeldDe00,KAN,25,,14,1,11,7,63.6%,36,5.1,0,2,12,3.3,0.5,2.6,0
340,Josh Adams\AdamJo03,NYJ,24,,8,0,8,6,75.0%,29,4.8,0,2,11,3.6,0.8,3.6,0
341,Saquon Barkley\BarkSa00,NYG,23,,2,2,9,6,66.7%,60,10.0,0,3,38,6.7,3.0,30.0,0
342,Dez Bryant\BryaDe01,BAL,32,,6,0,11,6,54.5%,47,7.8,2,3,16,4.3,1.0,7.8,0
343,Parris Campbell\CampPa00,IND,23,,2,2,9,6,66.7%,71,11.8,0,4,21,7.9,3.0,35.5,0
344,Tyrie Cleveland\ClevTy00,DEN,23,,10,0,9,6,66.7%,63,10.5,0,4,17,7.0,0.6,6.3,0
345,Tarik Cohen\CoheTa00,CHI,25,,3,0,9,6,66.7%,41,6.8,0,1,20,4.6,2.0,13.7,0
346,River Cracraft\CracRi00,SFO,26,,9,1,9,6,66.7%,41,6.8,0,2,12,4.6,0.7,4.6,0
347,Mark Ingram\IngrMa01,BAL,31,RB,11,9,8,6,75.0%,50,8.3,0,2,18,6.3,0.5,4.5,0
348,Alshon Jeffery\JeffAl00,PHI,30,,7,2,13,6,46.2%,115,19.2,1,5,39,8.8,0.9,16.4,0
349,Nick Keizer\KeizNi00,KAN,25,,16,3,9,6,66.7%,63,10.5,0,2,22,7.0,0.4,3.9,1
350,Chris Manhertz\ManhCh00,CAR,28,TE,16,12,8,6,75.0%,52,8.7,0,1,17,6.5,0.4,3.3,0
351,Anthony McFarland Jr.\McFaAn00,PIT,21,,11,0,9,6,66.7%,54,9.0,0,1,17,6.0,0.5,4.9,0
352,Laquon Treadwell\TreaLa00,ATL,25,,5,0,7,6,85.7%,49,8.2,2,4,14,7.0,1.2,9.8,0
353,Javon Wims\WimsJa00,CHI,26,,13,1,12,6,50.0%,48,8.0,1,4,13,4.0,0.5,3.7,0
354,Alex Armah\ArmaAl00,CAR,26,,16,1,9,5,55.6%,18,3.6,0,1,14,2.0,0.3,1.1,0
355,Tavon Austin\AustTa00,GNB,30,,4,0,5,5,100.0%,20,4.0,0,1,7,4.0,1.3,5.0,1
356,Ja'Marcus Bradley\BradJa01,CLE,24,,3,1,11,5,45.5%,60,12.0,0,2,22,5.5,1.7,20.0,0
357,Cethan Carter\CartCe00,CIN,25,TE,15,5,7,5,71.4%,53,10.6,0,3,24,7.6,0.3,3.5,0
358,Corey Clement\ClemCo00,PHI,26,,15,0,6,5,83.3%,25,5.0,0,2,12,4.2,0.3,1.7,0
359,Pharoh Cooper\CoopPh00,CAR,25,,16,1,8,5,62.5%,73,14.6,0,3,32,9.1,0.3,4.6,1
360,Damien Harris\HarrDa06,NWE,23,RB,10,10,7,5,71.4%,52,10.4,0,4,15,7.4,0.5,5.2,1
361,Justice Hill\HillJu00,BAL,23,,12,0,5,5,100.0%,20,4.0,0,0,8,4.0,0.4,1.7,0
362,Steven Mitchell\MitcSt02,HOU,26,,6,1,8,5,62.5%,60,12.0,0,3,20,7.5,0.8,10.0,0
363,Gabe Nabers\NabeGa00,LAC,23,fb,16,5,7,5,71.4%,25,5.0,2,2,9,3.6,0.3,1.6,0
364,Gunner Olszewski+\OlszGu00,NWE,24,,13,2,5,5,100.0%,62,12.4,1,3,38,12.4,0.4,4.8,1
365,C.J. Prosise\ProsC.00,HOU,26,,10,0,5,5,100.0%,18,3.6,1,1,10,3.6,0.5,1.8,1
366,MyCole Pruitt\PruiMy00,TEN,28,,11,4,8,5,62.5%,49,9.8,2,4,22,6.1,0.5,4.5,0
367,Theo Riddick\RiddTh00,LVR,29,,4,0,6,5,83.3%,43,8.6,0,1,15,7.2,1.3,10.8,0
368,Darrius Shepherd\ShepDa00,GNB,25,,8,0,8,5,62.5%,46,9.2,0,1,19,5.8,0.6,5.8,1
369,Trent Sherfield\SherTr00,ARI,24,,15,1,7,5,71.4%,50,10.0,0,2,26,7.1,0.3,3.3,0
370,Malik Taylor\TaylMa01,GNB,25,,15,1,6,5,83.3%,66,13.2,1,4,26,11.0,0.3,4.4,0
371,Levine Toilolo\ToilLe00,NYG,29,,16,2,6,5,83.3%,46,9.2,0,3,14,7.7,0.3,2.9,0
372,Ke'Shawn Vaughn\VaugKe00,TAM,23,,10,0,10,5,50.0%,34,6.8,1,2,13,3.4,0.5,3.4,1
373,DeAndre Washington\WashDe00,2TM,27,,4,1,10,5,50.0%,30,6.0,0,2,10,3.0,1.3,7.5,0
374,Trayveon Williams\WillTr06,CIN,23,,10,0,5,5,100.0%,30,6.0,0,1,13,6.0,0.5,3.0,1
375,JJ Arcega-Whiteside\ArceJJ00,PHI,24,,8,0,8,4,50.0%,85,21.3,0,4,37,10.6,0.5,10.6,0
376,Peyton Barber\BarbPe01,WAS,26,,16,2,7,4,57.1%,12,3.0,0,1,7,1.7,0.3,0.8,0
377,Khari Blasingame\BlasKh00,TEN,24,FB,15,7,5,4,80.0%,39,9.8,0,2,16,7.8,0.3,2.6,0
378,Michael Burton\BurtMi00,NOR,28,FB,15,4,4,4,100.0%,28,7.0,0,1,12,7.0,0.3,1.9,0
379,Tevin Coleman\ColeTe01,SFO,27,,8,1,5,4,80.0%,34,8.5,0,2,18,6.8,0.5,4.3,0
380,Juwan Johnson\JohnJu02,NOR,24,,7,4,10,4,40.0%,39,9.8,0,3,19,3.9,0.6,5.6,0
381,Josh Malone\MaloJo00,NYJ,24,,4,0,6,4,66.7%,16,4.0,0,1,13,2.7,1.0,4.0,0
382,Johnny Mundt\MundJo00,LAR,26,,16,1,4,4,100.0%,53,13.3,0,1,34,13.3,0.3,3.3,0
383,Dante Pettis\PettDa00,2TM,25,,7,1,6,4,66.7%,76,19.0,1,3,33,12.7,0.6,10.9,1
384,Damion Ratley\RatlDa00,NYG,25,,5,0,10,4,40.0%,63,15.8,0,2,29,6.3,0.8,12.6,1
385,Riley Ridley\RidlRi00,CHI,24,,5,1,4,4,100.0%,39,9.8,0,3,18,9.8,0.8,7.8,0
386,Andre Roberts*\RobeAn00,BUF,32,,15,0,5,4,80.0%,34,8.5,0,2,16,6.8,0.3,2.3,3
387,Seth Roberts\RobeSe00,CAR,29,,7,1,6,4,66.7%,31,7.8,0,2,12,5.2,0.6,4.4,0
388,Lee Smith\SmitLe00,BUF,33,,10,2,6,4,66.7%,35,8.8,2,3,27,5.8,0.4,3.5,0
389,Jonathan Williams\WillJo07,DET,26,,5,0,4,4,100.0%,21,5.3,0,2,10,5.3,0.8,4.2,1
390,Deontay Burnett\BurnDe00,PHI,23,,2,0,4,3,75.0%,19,6.3,0,1,10,4.8,1.5,9.5,0
391,Trenton Cannon\CannTr00,CAR,26,,14,0,3,3,100.0%,16,5.3,0,1,19,5.3,0.2,1.1,0
392,Austin Carr\CarrAu00,NOR,27,,6,0,4,3,75.0%,27,9.0,1,3,11,6.8,0.5,4.5,0
393,Ashton Dulin\DuliAs00,IND,23,,13,0,6,3,50.0%,53,17.7,0,2,34,8.8,0.2,4.1,1
394,Ted Ginn Jr.\GinnTe00,CHI,35,,6,0,6,3,50.0%,40,13.3,0,1,29,6.7,0.5,6.7,1
395,Terry Godwin\GodwTe00,JAX,24,,3,0,6,3,50.0%,32,10.7,0,2,21,5.3,1.0,10.7,0
396,Jaeden Graham\GrahJa01,ATL,25,,16,0,5,3,60.0%,25,8.3,0,1,11,5.0,0.2,1.6,0
397,Virgil Green\GreeVi00,LAC,32,,6,3,6,3,50.0%,50,16.7,1,2,26,8.3,0.5,8.3,0
398,Tanner Hudson\HudsTa00,TAM,26,,11,0,7,3,42.9%,41,13.7,0,3,20,5.9,0.3,3.7,0
399,Lil'Jordan Humphrey\HumpLi01,NOR,22,,3,1,5,3,60.0%,46,15.3,1,3,17,9.2,1.0,15.3,0
400,D'Ernest Johnson\JohnDE04,CLE,24,,16,0,4,3,75.0%,14,4.7,0,0,5,3.5,0.2,0.9,1
401,Dalton Keene\KeenDa00,NWE,21,,6,0,5,3,60.0%,16,5.3,0,0,8,3.2,0.5,2.7,1
402,Marlon Mack\MackMa00,IND,24,,1,1,3,3,100.0%,30,10.0,0,1,19,10.0,3.0,30.0,0
403,Ty Montgomery\MontTy01,NOR,27,,6,1,6,3,50.0%,27,9.0,0,1,17,4.5,0.5,4.5,0
404,Alfred Morris\MorrAl00,NYG,32,,9,0,4,3,75.0%,19,6.3,1,2,9,4.8,0.3,2.1,0
405,Eric Saubert\SaubEr00,JAX,26,,8,4,4,3,75.0%,16,5.3,0,0,9,4.0,0.4,2.0,0
406,Diontae Spencer\SpenDi00,DEN,28,,11,0,6,3,50.0%,26,8.7,0,1,10,4.3,0.3,2.4,2
407,Courtland Sutton\SuttCo00,DEN,25,,1,1,6,3,50.0%,66,22.0,0,2,45,11.0,3.0,66.0,0
408,Kahale Warring\WarrKa00,HOU,23,,7,0,7,3,42.9%,35,11.7,0,2,23,5.0,0.4,5.0,0
409,Nick Westbrook-Ikhine\WestNi00,TEN,23,,14,1,8,3,37.5%,33,11.0,0,3,19,4.1,0.2,2.4,0
410,Charlie Woerner\WoerCh00,SFO,23,,14,0,4,3,75.0%,36,12.0,0,2,18,9.0,0.2,2.6,0
411,Brandon Zylstra\ZylsBr00,CAR,27,,16,2,4,3,75.0%,35,11.7,0,3,28,8.8,0.2,2.2,0
412,Devin Asiasi\AsiaDe00,NWE,23,,9,3,7,2,28.6%,39,19.5,1,2,26,5.6,0.2,4.3,0
413,Reggie Bonnafon\BonnRe00,CAR,24,,2,0,2,2,100.0%,18,9.0,1,2,15,9.0,1.0,9.0,0
414,Mike Boone\BoonMi00,MIN,25,,16,0,2,2,100.0%,10,5.0,0,0,6,5.0,0.1,0.6,0
415,Daniel Brown\BrowDa04,NYJ,28,,16,1,2,2,100.0%,31,15.5,0,2,18,15.5,0.1,1.9,0
416,Jake Butt\ButtJa00,DEN,25,,5,1,4,2,50.0%,5,2.5,0,0,5,1.3,0.4,1.0,0
417,Jason Cabinda\CabiJa00,DET,24,,16,2,3,2,66.7%,8,4.0,0,1,4,2.7,0.1,0.5,0
418,Lawrence Cager\CageLa01,NYJ,23,,2,1,6,2,33.3%,35,17.5,0,2,19,5.8,1.0,17.5,0
419,Antonio Callaway\CallAn00,MIA,23,,5,1,4,2,50.0%,20,10.0,0,1,13,5.0,0.4,4.0,0
420,Chandler Cox\CoxxCh01,MIA,24,,8,3,2,2,100.0%,9,4.5,0,1,6,4.5,0.3,1.1,0
421,Dominique Dafney\DafnDo00,GNB,23,,5,2,2,2,100.0%,26,13.0,1,2,13,13.0,0.4,5.2,0
422,AJ Dillon\DillAJ00,GNB,22,,11,0,2,2,100.0%,21,10.5,0,1,16,10.5,0.2,1.9,0
423,Darrynton Evans\EvanDa02,TEN,22,,5,0,4,2,50.0%,27,13.5,1,2,24,6.8,0.4,5.4,0
424,Robert Foster\FostRo01,WAS,26,,4,2,6,2,33.3%,37,18.5,0,2,28,6.2,0.5,9.3,0
425,Daurice Fountain\FounDa00,IND,25,,5,0,3,2,66.7%,23,11.5,0,2,12,7.7,0.4,4.6,0
426,Bennie Fowler\FowlBe00,NOR,29,,5,0,6,2,33.3%,11,5.5,0,1,7,1.8,0.4,2.2,0
427,Reggie Gilliam\GillRe00,BUF,23,,14,0,2,2,100.0%,16,8.0,1,2,15,8.0,0.1,1.1,0
428,Andy Janovich\JanoAn00,CLE,27,,14,3,5,2,40.0%,13,6.5,0,1,13,2.6,0.1,0.9,0
429,Lamar Miller\MillLa01,CHI,29,,1,0,2,2,100.0%,6,3.0,0,1,7,3.0,2.0,6.0,0
