Rk,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
432,Duron Harmon\HarmDu00,NWE,28,db/ss,16,8,2,27,0,27,5,,,,,,0.0,22,19,3,1,2,
433,Travin Howard\HowaTr00,LAR,23,,16,0,0,0,0,0,3,,,,,,0.0,22,19,3,0,0,
434,D.J. Jones\JoneD.01,SFO,24,LDT,11,11,,,,,,1,0,0,0,0,2.0,23,19,4,4,2,
435,Sidney Jones\JoneSi00,PHI,23,,12,4,2,4,0,3,8,,,,,,0.0,23,19,4,1,0,
436,Jayron Kearse\KearJa00,MIN,25,/fs,15,3,1,0,0,0,6,,,,,,0.0,28,19,9,0,0,
437,Trey Marshall\MarsTr00,DEN,23,,16,2,,,,,,1,0,2,12,0,0.0,25,19,6,0,0,
438,Bobby McCain\McCaBo01,MIA,26,FS,9,8,2,53,0,32,3,0,1,0,0,0,0.0,25,19,6,0,0,
439,Corey Peters\PeteCo00,ARI,31,NT,16,16,,,,,,,,,,,2.5,38,19,19,6,6,
440,Michael Pierce\PierMi00,BAL,27,NT,14,14,,,,,,0,0,1,2,0,0.5,35,19,16,2,3,
441,Vita Vea\VeaxVi00,TAM,24,NT,16,16,0,0,0,0,3,,,,,,2.5,35,19,16,4,12,
442,Troy Apke\ApkeTr00,WAS,24,,15,2,1,33,0,33,2,,,,,,0.0,26,18,8,2,0,
443,Geno Atkins*\AtkiGe99,CIN,31,RDE,16,14,,,,,,,,,,,4.5,47,18,29,4,10,
444,Tarell Basham\BashTa00,NYJ,25,,16,2,1,1,0,1,6,0,0,1,2,0,2.0,33,18,15,3,4,
445,Andrew Billings\BillAn00,CIN,24,NT,16,14,,,,,,,,,,,1.0,35,18,17,4,4,
446,Malcom Brown\BrowMa01,NOR,25,RDT,16,16,0,0,0,0,1,0,0,1,0,0,2.0,34,18,16,6,5,
447,Taven Bryan\BryaTa00,JAX,23,RDT,16,8,0,0,0,0,1,1,0,0,0,0,2.0,33,18,15,5,9,
448,P.J. Hall\HallP.00,OAK,24,LDT,16,12,,,,,,,,,,,1.5,26,18,8,5,3,
449,Justin Jones\JoneJu03,LAC,23,LDT,12,12,0,0,0,0,1,1,,,,,0.0,30,18,12,2,3,
450,Miles Killebrew\KillMi00,DET,26,,15,1,,,,,,,,,,,0.0,20,18,2,0,0,
451,Takkarist McKinley\McKiTa00,ATL,24,LDE,14,13,,,,,,,,,,,3.5,29,18,11,7,13,
452,Derrick Nnadi\NnadDe00,KAN,23,RDT,16,16,1,0,0,0,1,1,0,0,0,0,1.0,48,18,30,3,1,
453,Ifeadi Odenigbo\OdenIf00,MIN,25,,16,0,,,,,,1,0,2,56,1,7.0,23,18,5,7,13,
454,Amani Oruwariye\OruwAm00,DET,23,,9,2,2,0,0,0,3,,,,,,0.0,19,18,1,0,0,
455,Elandon Roberts\RobeEl00,NWE,25,/il,16,3,0,0,0,0,1,,,,,,1.0,29,18,11,1,3,
456,Jeffery Simmons\SimmJe01,TEN,22,LDE,9,7,0,0,0,0,1,,,,,,2.0,32,18,14,4,2,
457,Tye Smith\SmitTy01,TEN,26,,9,3,,,,,,2,0,0,0,0,0.0,26,18,8,0,0,
458,Jamar Taylor\TaylJa01,2TM,29,,12,0,0,0,0,0,3,,,,,,0.0,23,18,5,0,0,
459,Stephon Tuitt\TuitSt00,PIT,26,RDE,6,6,,,,,,,,,,,3.5,22,18,4,6,7,
460,Terrence Brooks\BrooTe00,NWE,27,,15,0,1,0,0,0,3,,,,,,0.0,24,17,7,0,3,
461,Zach Brown\BrowZa00,PHI,30,mlb,6,6,0,0,0,0,2,,,,,,0.0,31,17,14,2,0,
462,Adam Butler\ButlAd00,NWE,25,,16,2,0,0,0,0,5,,,,,,6.0,26,17,9,8,9,
463,Kamu Grugier-Hill\GrugKa00,PHI,25,LLB,10,6,,,,,,0,0,1,29,0,0.0,23,17,6,4,1,
464,Chris Jones\JoneCh06,ARI,24,,11,3,0,0,0,0,6,,,,,,0.0,22,17,5,0,0,
465,Reshad Jones\JoneRe99,MIA,31,/fs,4,4,0,0,0,0,1,,,,,,0.0,27,17,10,1,0,
466,Kameron Kelly\KellKa02,PIT,23,,14,1,1,10,0,10,1,,,,,,0.0,21,17,4,0,0,
467,Tyler Lancaster\LancTy00,GNB,25,RDE,16,10,,,,,,1,0,1,0,0,1.5,30,17,13,2,2,
468,Carl Lawson\LawsCa00,CIN,24,,12,2,,,,,,,,,,,5.0,23,17,6,6,22,
469,Pernell McPhee\McPhPe00,BAL,31,lolb,7,7,0,0,0,0,1,,,,,,3.0,19,17,2,7,6,
470,Tony McRae\McRaTo00,CIN,26,/cb,16,2,0,0,0,0,1,,,,,,0.0,22,17,5,1,1,
471,Terrance Mitchell\MitcTe00,CLE,27,,15,4,1,28,0,28,3,,,,,,0.0,21,17,4,2,0,
472,Chad Thomas\ThomCh06,CLE,24,lde,16,8,0,0,0,0,1,0,0,1,0,0,4.0,26,17,9,6,4,
473,Ken Webster\WebsKe00,MIA,23,lcb,8,5,0,0,0,0,1,,,,,,0.0,19,17,2,0,0,
474,Chase Winovich\WinoCh00,NWE,24,,16,0,,,,,,,,,,,5.5,26,17,9,4,10,
475,Chris Wormley\WormCh00,BAL,26,de/RDE,16,7,0,0,0,0,2,,,,,,1.5,33,17,16,2,6,
476,Kentrell Brothers\BrotKe00,MIN,26,,13,1,,,,,,,,,,,0.0,23,16,7,0,0,
477,Deone Bucannon\BucaDe00,2TM,27,,14,1,,,,,,,,,,,0.0,28,16,12,1,1,
478,Bradley Chubb\ChubBr00,DEN,23,,4,4,0,0,0,0,1,1,0,0,0,0,1.0,21,16,5,5,6,
479,Adrian Colbert\ColbAd00,MIA,26,fs,6,5,0,0,0,0,2,,,,,,0.0,22,16,6,0,0,
480,Jamel Dean\DeanJa00,TAM,23,db,13,5,2,31,0,31,17,0,1,0,0,0,0.0,21,16,5,1,0,
481,Trent Harris\HarrTr01,MIA,24,,11,3,,,,,,1,0,0,0,0,1.5,22,16,6,1,2,
482,Ryan Kerrigan\KerrRy00,WAS,31,ROLB,12,12,0,0,0,0,1,1,0,0,0,0,5.5,25,16,9,6,14,
483,Tyler Matakevich\MataTy00,PIT,27,,16,0,,,,,,,,,,,0.0,18,16,2,0,0,
484,Tarvarius Moore\MoorTa00,SFO,23,,16,3,0,0,0,0,3,,,,,,0.0,25,16,9,0,0,
485,Malik Reed\ReedMa01,DEN,23,LOLB,15,8,0,0,0,0,1,0,0,1,0,0,2.0,27,16,11,4,5,
486,Josh Sweat\SweaJo00,PHI,22,,16,0,0,0,0,0,1,,,,,,4.0,21,16,5,7,10,
487,Al Woods\WoodAl99,SEA,32,dt/ldt,14,5,,,,,,0,0,2,0,0,1.0,32,16,16,3,1,
488,Walt Aikens\AikeWa00,MIA,28,,15,0,0,0,0,0,1,,,,,,0.0,21,15,6,1,0,
489,Maliek Collins\CollMa00,DAL,24,DT/LDT,16,16,,,,,,0,0,1,0,0,4.0,20,15,5,6,10,
490,Marcus Davenport\DaveMa00,NOR,23,RDE,13,13,,,,,,3,0,0,0,0,6.0,31,15,16,5,16,
491,Duke Dawson\DawsDu00,DEN,24,,14,3,0,0,0,0,2,0,0,1,0,0,0.0,19,15,4,0,0,
492,T.J. Edwards\EdwaTJ02,PHI,23,,16,4,,,,,,,,,,,0.0,30,15,15,0,0,
493,Rasheem Green\GreeRa01,SEA,22,RDE,16,8,0,0,0,0,2,3,0,1,36,0,4.0,27,15,12,3,5,
494,B.J. Hill\HillB.00,NYG,24,LDE,16,5,,,,,,,,,,,1.0,36,15,21,2,2,
495,Lano Hill\HillDe02,SEA,24,,12,4,,,,,,,,,,,0.0,25,15,10,0,0,
496,Amani Hooker\HookAm00,TEN,21,,16,0,,,,,,,,,,,0.0,20,15,5,0,0,
497,Jaleel Johnson\JohnJa09,MIN,25,,16,3,,,,,,,,,,,3.5,29,15,14,5,5,
498,Abry Jones\JoneAb00,JAX,28,LDT,16,15,,,,,,0,0,1,0,0,2.0,31,15,16,1,3,
499,Gerald McCoy\McCoGe99,CAR,31,DT/LDE,16,16,0,0,0,0,2,,,,,,5.0,37,15,22,7,13,
500,Brandon Mebane\MebaBr99,LAC,34,NT/RDT,13,13,,,,,,,,,,,1.0,27,15,12,1,2,
501,Eric Murray\MurrEr00,CLE,25,/fs,9,4,0,0,0,0,1,,,,,,1.0,24,15,9,3,1,
502,Bilal Nichols\NichBi00,CHI,23,RDE,13,12,0,0,0,0,1,0,0,1,0,0,0.0,27,15,12,1,2,
503,Alex Okafor\OkafAl00,KAN,28,LDE,10,9,0,0,0,0,1,1,0,0,0,0,5.0,22,15,7,5,9,
504,Steven Parker\ParkSt00,MIA,24,,14,4,2,35,0,35,3,,,,,,0.0,20,15,5,0,0,
505,Kevin Peterson\PeteKe01,ARI,25,,14,3,0,0,0,0,2,,,,,,0.0,22,15,7,0,0,
506,Dontari Poe\PoexDo00,CAR,29,NT,11,10,,,,,,,,,,,4.0,22,15,7,7,6,
507,Damion Square\SquaDa00,LAC,30,,16,4,0,0,0,0,2,,,,,,0.0,27,15,12,1,1,
508,Shamar Stephen\StepSh00,MIN,28,RDT,15,15,0,0,0,0,3,1,0,1,0,0,1.0,21,15,6,2,2,
509,Solomon Thomas\ThomSo00,SFO,24,,16,3,,,,,,,,,,,2.0,21,15,6,3,6,
510,J.J. Watt\WattJ.00,HOU,30,LDE,8,8,0,0,0,0,3,1,0,2,0,0,4.0,24,15,9,4,21,
511,Quinnen Williams\WillQu00,NYJ,22,RDT,13,9,0,0,0,0,1,0,0,1,0,0,2.5,28,15,13,4,6,
512,Kenny Young\YounKe03,2TM,25,,14,3,,,,,,1,,,,,0.0,17,15,2,3,2,
513,Henry Anderson\AndeHe00,NYJ,28,LDE,13,13,,,,,,,,,,,1.0,25,14,11,3,9,
514,Jeremiah Attaochu\AttaJe00,DEN,26,lolb,12,5,,,,,,0,0,1,1,0,3.5,21,14,7,5,5,
515,Anthony Averett\AverAn00,BAL,25,,9,3,0,0,0,0,2,,,,,,0.0,15,14,1,1,0,
516,Allen Bailey\BailAl00,ATL,30,rde,15,5,,,,,,,,,,,1.0,26,14,12,4,2,
517,Ronald Blair\BlaiRo00,SFO,26,,9,0,,,,,,0,0,1,0,0,3.0,21,14,7,7,3,
518,Jonathan Bullard\BullJo00,ARI,26,LDE,9,6,,,,,,,,,,,1.5,22,14,8,4,7,
519,Taco Charlton\CharTa00,MIA,25,lde,10,5,,,,,,2,0,0,0,0,5.0,21,14,7,3,5,
520,Folorunso Fatukasi\FatuFo00,NYJ,24,,14,0,0,0,0,0,1,,,,,,1.0,27,14,13,7,3,
521,Jerry Hughes\HughJe99,BUF,31,RDE,16,16,0,0,0,0,3,0,0,1,11,0,4.5,23,14,9,6,9,
522,Margus Hunt\HuntMa00,IND,32,dt/ldt,16,5,,,,,,,,,,,0.0,17,14,3,0,0,
523,Branden Jackson\JackBr04,SEA,27,,15,3,0,0,0,0,2,,,,,,2.0,20,14,6,2,3,
524,Quinton Jefferson\JeffQu00,SEA,26,DT/lolb,14,12,0,0,0,0,3,0,0,1,20,0,3.5,26,14,12,4,10,
525,Efe Obada\ObadEf00,CAR,27,,16,0,0,0,0,0,1,,,,,,0.0,24,14,10,2,4,
526,Romeo Okwara\OkwaRo01,DET,24,,14,1,,,,,,1,0,0,0,0,1.5,28,14,14,1,10,
527,Patrick Robinson\RobiPa99,NOR,32,,11,0,0,0,0,0,2,,,,,,0.0,16,14,2,1,1,
528,Akeem Spence\SpenAk00,2TM,28,,15,0,,,,,,,,,,,0.0,18,14,4,0,1,
529,Grover Stewart\StewGr00,IND,26,LDT,16,13,0,0,0,0,1,,,,,,3.0,30,14,16,5,5,
530,Sione Takitaki\TakiSi00,CLE,24,,15,1,,,,,,,,,,,0.0,21,14,7,0,0,
531,Deionte Thompson\ThomDe06,ARI,22,,11,2,,,,,,,,,,,0.0,18,14,4,0,1,
532,Josh Tupou\TupoJo00,CIN,25,dt,16,7,,,,,,1,,,,,0.0,27,14,13,3,0,
533,Stephen Weatherly\WeatSt00,MIN,25,/de,16,1,,,,,,1,0,0,0,0,3.0,24,14,10,5,9,
534,Darious Williams\WillDa09,LAR,26,,12,3,2,0,0,0,4,0,0,1,0,1,0.0,15,14,1,1,0,
535,Brandon Wilson\WilsBr01,CIN,25,,12,2,,,,,,2,1,1,0,0,0.0,24,14,10,0,0,
536,Ugo Amadi\AmadUg00,SEA,22,,16,0,,,,,,0,0,1,0,0,0.0,17,13,4,0,0,
537,John Atkins\AtkiJo01,DET,27,dt,12,6,,,,,,,,,,,0.0,20,13,7,0,0,
538,Dylan Cole\ColeDy00,HOU,25,,11,0,0,0,0,0,1,0,0,1,27,0,0.0,16,13,3,0,0,
539,Aaron Colvin\ColvAa00,2TM,28,,7,3,0,0,0,0,1,,,,,,0.0,15,13,2,0,0,
540,Kyler Fackrell\FackKy00,GNB,28,,16,0,,,,,,,,,,,1.0,23,13,10,2,10,
541,Clayton Fejedelem\FejeCl00,CIN,26,,16,0,,,,,,,,,,,0.0,15,13,2,0,0,
542,Rashan Gary\GaryRa00,GNB,22,,16,0,,,,,,0,0,1,0,0,2.0,21,13,8,3,3,
543,Reggie Gilbert\GilbRe01,TEN,26,LOLB,11,5,0,0,0,0,1,,,,,,1.0,22,13,9,1,3,
544,J.T. Gray\GrayJ.00,NOR,23,,16,0,,,,,,0,0,1,0,0,0.0,17,13,4,0,0,
545,Zach Kerr\KerrZa00,ARI,29,/de,12,3,0,0,0,0,1,,,,,,0.0,19,13,6,1,2,
546,Mike Pennel\PennMi00,KAN,28,,8,0,,,,,,,,,,,1.0,24,13,11,2,2,
547,Khalen Saunders\SaunKh00,KAN,23,,12,4,0,0,0,0,1,,,,,,1.0,22,13,9,0,2,
548,Cameron Sutton\SuttCa00,PIT,24,,16,0,1,26,0,26,5,,,,,,1.0,16,13,3,2,1,
549,Desmond Trufant\TrufDe00,ATL,29,cb/RCB,9,9,4,26,0,16,7,,,,,,0.0,18,13,5,1,0,
550,DeMarcus Walker\WalkDe03,DEN,25,,10,1,0,0,0,0,1,,,,,,4.0,22,13,9,5,5,
551,Derek Watt\WattDe00,LAC,27,/fb,16,2,,,,,,,,,,,0.0,16,13,3,0,0,
552,Armani Watts\WattAr00,KAN,23,,16,0,,,,,,,,,,,1.0,17,13,4,1,1,
553,Brandon Williams\WillBr02,BAL,30,LDE,14,14,,,,,,0,0,1,0,0,1.0,34,13,21,2,5,
554,Ezekiel Ansah\AnsaEz00,SEA,30,/de,11,1,0,0,0,0,2,2,0,2,2,0,2.5,18,12,6,3,8,
555,Dorance Armstrong Jr.\ArmsDo00,DAL,22,,15,0,,,,,,1,0,0,0,0,2.0,15,12,3,1,4,
556,Adrian Clayborn\ClayAd00,ATL,31,/de,15,1,,,,,,2,0,0,0,0,4.0,18,12,6,4,7,
557,Morgan Fox\FoxxMo00,LAR,25,,16,3,,,,,,,,,,,2.0,18,12,6,3,3,
558,Phillip Gaines\GainPh00,HOU,28,,6,2,0,0,0,0,2,,,,,,0.0,13,12,1,1,0,
559,Antonio Hamilton\HamiAn01,NYG,26,/cb,16,2,0,0,0,0,4,,,,,,0.0,17,12,5,0,0,
560,Holton Hill\HillHo00,MIN,22,,8,1,0,0,0,0,1,0,0,1,0,0,0.0,13,12,1,0,0,
561,Justin Hollins\HollJu00,DEN,23,,15,0,0,0,0,0,2,,,,,,1.0,21,12,9,1,2,
562,Xavien Howard\HowaXa00,MIA,26,LCB,5,5,1,0,0,0,4,,,,,,0.0,17,12,5,0,0,
563,Craig James\JameCr01,PHI,23,,14,1,0,0,0,0,1,,,,,,0.0,15,12,3,0,0,
564,Anthony Levine\LeviAn00,BAL,32,,16,0,,,,,,,,,,,0.0,14,12,2,1,3,
565,Star Lotulelei\LotuSt00,BUF,30,RDT,16,16,1,0,0,0,1,,,,,,2.0,19,12,7,3,3,
566,Keisean Nixon\NixoKe00,OAK,22,,14,0,0,0,0,0,1,,,,,,0.0,12,12,0,0,0,
567,Duke Riley\RileDu00,2TM,25,,16,0,,,,,,0,0,1,0,0,0.0,14,12,2,0,0,
568,Dawuane Smoot\SmooDa00,JAX,24,,16,0,,,,,,0,0,1,0,0,6.0,17,12,5,6,7,
569,Azeez Al-Shaair\AlShAz00,SFO,22,,15,4,,,,,,,,,,,0.0,18,11,7,0,0,
570,Angelo Blackson\BlacAn00,HOU,27,RDE,15,15,,,,,,,,,,,0.0,20,11,9,2,1,
571,Anthony Brown\BrowAn02,DAL,26,,9,4,0,0,0,0,5,,,,,,0.0,17,11,6,1,0,
572,Vontaze Burfict\BurfVo00,OAK,29,MLB,4,4,0,0,0,0,1,,,,,,0.0,18,11,7,0,0,
573,Brandon Dunn\DunnBr00,HOU,27,lde,16,6,,,,,,,,,,,1.0,25,11,14,1,4,
574,Rashad Fenton\FentRa00,KAN,22,,12,0,1,0,0,0,4,1,0,0,0,0,0.0,15,11,4,0,1,
575,Mike Ford\FordMi01,DET,24,,15,2,0,0,0,0,2,,,,,,0.0,12,11,1,0,0,
576,Adam Gotsis\GotsAd00,DEN,27,/de,9,3,0,0,0,0,2,,,,,,0.0,16,11,5,1,0,
577,Charles Harris\HarrCh03,MIA,24,lb,14,5,,,,,,,,,,,0.5,23,11,12,3,6,
578,Trey Hendrickson\HendTr00,NOR,25,,13,3,,,,,,1,0,0,0,0,4.5,19,11,8,4,9,
579,Maurice Hurst Jr.\HursMa00,OAK,24,,16,4,1,55,0,55,3,0,0,2,0,0,3.5,18,11,7,4,8,
580,Isaiah Irving\IrviIs00,CHI,25,,13,0,,,,,,,,,,,0.0,14,11,3,0,1,
581,Josh Jackson\JackJo01,GNB,23,,14,0,,,,,,,,,,,0.0,11,11,0,0,0,
582,Tony Jefferson\JeffTo00,BAL,27,fs/ss,5,5,0,0,0,0,3,,,,,,0.0,21,11,10,0,0,
583,Austin Johnson\JohnAu01,TEN,25,/nt,16,1,0,0,0,0,1,,,,,,0.0,23,11,12,1,2,
584,Akeem King\KingAk00,SEA,27,/cb,13,3,0,0,0,0,2,,,,,,0.0,17,11,6,0,1,
585,Marquel Lee\LeexMa01,OAK,24,,5,3,,,,,,,,,,,0.0,11,11,0,1,0,
586,Josh Mauro\MaurJo00,OAK,28,rde,13,7,0,0,0,0,1,,,,,,0.0,19,11,8,3,0,
587,Rolan Milligan\MillRo03,IND,25,,11,1,,,,,,,,,,,0.0,15,11,4,0,1,
588,Avery Moss\MossAv00,MIA,25,LDE,11,8,,,,,,1,,,,,0.0,25,11,14,0,0,
589,Keanu Neal\NealKe01,ATL,24,,3,3,,,,,,,,,,,0.0,14,11,3,0,1,
590,D.J. Reed\ReedD.00,SFO,23,,16,0,0,0,0,0,2,1,0,1,5,1,0.0,13,11,2,0,0,
591,Kevin Toliver\ToliKe00,CHI,24,,12,1,0,0,0,0,2,,,,,,0.0,13,11,2,0,0,
592,Andrew Van Ginkel\VanGAn00,MIA,24,,6,1,,,,,,0,0,1,0,0,1.0,15,11,4,4,4,
593,Antwaun Woods\WoodAn02,DAL,26,RDT,10,10,,,,,,0,0,2,9,0,0.0,23,11,12,1,1,
594,Oshane Ximines\XimiOs00,NYG,23,,16,2,0,0,0,0,1,,,,,,4.5,25,11,14,5,9,
595,Briean Boddy-Calhoun\BoddBr01,2TM,26,,3,1,,,,,,1,0,0,0,0,2.0,13,10,3,2,1,
596,Nate Brooks\BrooNa00,MIA,23,,3,2,0,0,0,0,2,,,,,,0.0,11,10,1,0,0,
597,Andrew Brown\BrowAn05,CIN,24,,14,1,,,,,,,,,,,0.0,14,10,4,0,2,
598,Ryan Connelly\ConnRy00,NYG,24,,4,3,2,18,0,13,2,,,,,,1.0,20,10,10,2,1,
599,Bryan Cox Jr.\CoxxBr01,2TM,25,,7,2,,,,,,,,,,,0.5,14,10,4,2,5,
600,Keion Crossen\CrosKe00,HOU,23,,16,0,0,0,0,0,1,,,,,,0.0,13,10,3,0,1,
601,Sheldon Day\DayxSh00,SFO,25,,16,2,,,,,,,,,,,1.0,15,10,5,3,2,
602,Sharif Finch\FincSh00,TEN,24,,8,3,,,,,,,,,,,2.0,13,10,3,3,2,
603,Dee Ford\FordDe00,SFO,28,,11,2,0,0,0,0,1,2,0,0,0,0,6.5,14,10,4,6,6,
604,Justin Hardee\HardJu01,NOR,25,,16,0,,,,,,,,,,,0.0,11,10,1,0,0,
605,Akiem Hicks\HickAk00,CHI,30,lde,5,5,,,,,,0,0,1,0,0,1.0,10,10,0,1,5,
606,KhaDarel Hodge\HodgKh00,CLE,24,,16,1,,,,,,,,,,,0.0,13,10,3,0,0,
607,Kerry Hyder\HydeKe01,DAL,28,,16,0,,,,,,0,0,1,0,0,1.0,17,10,7,3,4,
608,Danny Johnson\JohnDa09,WAS,24,,2,2,0,0,0,0,1,,,,,,0.0,11,10,1,0,0,
609,Darryl Johnson\JohnDa10,BUF,22,,16,0,,,,,,,,,,,1.0,15,10,5,2,2,
610,Peter Kalambayi\KalaPe00,HOU,24,,16,0,,,,,,,,,,,0.0,18,10,8,0,0,
611,Harvey Langi\LangHa00,NYJ,27,,16,3,0,0,0,0,1,,,,,,0.0,16,10,6,1,0,
612,Corey Liuget\LiugCo00,2TM,29,,10,0,,,,,,,,,,,1.0,13,10,3,5,2,
613,Frankie Luvu\LuvuFr00,NYJ,23,,13,0,,,,,,,,,,,1.0,12,10,2,1,2,
614,Justin March\MarcJu00,DAL,26,,16,0,0,0,0,0,1,,,,,,0.0,12,10,2,0,0,
615,Dean Marlowe\MarlDe00,BUF,27,,9,2,0,0,0,0,1,,,,,,0.0,11,10,1,0,0,
616,Benson Mayowa\MayoBe00,OAK,28,,15,0,,,,,,3,0,0,0,0,7.0,15,10,5,5,10,
617,Jeremy Reaves\ReavJe00,WAS,23,,9,3,0,0,0,0,1,,,,,,0.0,15,10,5,0,1,
618,Jarran Reed\ReedJa02,SEA,27,LDT,10,10,0,0,0,0,1,1,0,0,0,0,2.0,27,10,17,0,8,
619,Ryan Smith\SmitRy00,TAM,26,,12,0,0,0,0,0,1,1,,,,,0.0,11,10,1,0,0,
620,Brent Urban\UrbaBr00,2TM,28,,13,0,0,0,0,0,2,,,,,,0.0,16,10,6,1,1,
621,Carlos Watkins\WatkCa00,HOU,26,,10,1,0,0,0,0,1,0,0,1,0,0,1.0,23,10,13,1,2,
622,Cody Barton\BartCo00,SEA,23,,16,2,0,0,0,0,1,0,0,1,0,0,0.0,23,9,14,0,1,
623,De'Vante Bausby\BausDe00,DEN,26,,5,2,0,0,0,0,3,,,,,,0.0,13,9,4,0,0,
624,Justin Bethel\BethJu00,2TM,29,,16,0,,,,,,0,0,3,0,0,0.0,12,9,3,0,0,
625,Anthony Chickillo\ChicAn00,PIT,27,,11,0,,,,,,,,,,,0.5,19,9,10,0,1,
626,Morris Claiborne\ClaiMo00,KAN,29,/cb,8,1,,,,,,,,,,,0.0,14,9,5,0,0,
627,Deshazor Everett\EverDe01,WAS,27,,7,0,,,,,,,,,,,0.0,13,9,4,0,0,
628,David Long\LongDa04,TEN,23,,14,0,0,0,0,0,1,1,,,,,0.0,15,9,6,2,0,
629,Sherrick McManis\McMaSh99,CHI,32,,9,0,0,0,0,0,1,1,,,,,0.0,11,9,2,0,0,
630,A.J. Moore\MoorA.00,HOU,24,,16,0,,,,,,,,,,,0.0,14,9,5,1,0,
631,Chris Odom\OdomCh00,WAS,25,,4,0,,,,,,1,0,0,0,0,2.0,10,9,1,1,2,
632,Tim Settle\SettTi00,WAS,22,,15,1,,,,,,,,,,,2.0,14,9,5,2,5,
633,Tedric Thompson\ThomTe00,SEA,24,FS,6,6,2,18,0,18,2,,,,,,0.0,19,9,10,0,0,
634,Jerry Tillery\TillJe00,LAC,23,,15,3,,,,,,,,,,,2.0,17,9,8,3,3,
635,Dee Virgin\VirgDe00,DET,26,,15,0,,,,,,1,,,,,0.0,10,9,1,0,0,
636,Quincy Wilson\WilsQu01,IND,23,,9,0,,,,,,,,,,,0.0,11,9,2,0,0,
637,Matthew Adams\AdamMa00,IND,24,,16,4,,,,,,,,,,,0.0,10,8,2,1,0,
638,Maurice Alexander\AlexMa00,BUF,28,,7,0,,,,,,,,,,,0.0,11,8,3,0,0,
639,Jatavis Brown\BrowJa05,LAC,25,,13,1,,,,,,0,0,1,0,0,0.0,10,8,2,0,0,
640,Deon Bush\BushDe00,CHI,26,,15,0,0,0,0,0,2,,,,,,0.0,8,8,0,0,0,
641,Ibraheim Campbell\CampIb00,GNB,27,,7,3,,,,,,1,,,,,0.0,14,8,6,0,0,
642,Marcell Dareus\DareMa00,JAX,29,rdt,6,6,0,0,0,0,1,,,,,,0.5,13,8,5,1,1,
643,Cody Davis\DaviCo02,JAX,30,,16,0,0,0,0,0,1,,,,,,0.0,13,8,5,0,0,
644,Ben Gedeon\GedeBe00,MIN,25,LLB,8,5,,,,,,,,,,,0.0,13,8,5,0,0,
645,Carl Granderson\GranCa01,NOR,23,,8,0,,,,,,,,,,,1.0,11,8,3,2,2,
646,Dre'Mont Jones\JoneDr00,DEN,22,,14,1,1,7,0,7,2,,,,,,3.5,14,8,6,3,6,
647,Chris Lammons\LammCh00,MIA,23,,12,0,1,0,0,0,3,,,,,,0.0,13,8,5,0,0,
648,David Long\LongDa02,LAR,21,,8,0,0,0,0,0,2,,,,,,0.0,9,8,1,0,0,
649,Raheem Mostert\MostRa00,SFO,27,,16,0,,,,,,0,2,2,0,0,0.0,11,8,3,0,0,
650,Mark Nzeocha\NzeoMa00,SFO,29,,16,0,1,1,0,1,1,,,,,,0.0,10,8,2,0,0,
651,Charles Omenihu\OmenCh00,HOU,22,,14,0,0,0,0,0,2,2,0,0,0,0,3.0,13,8,5,2,5,
652,Nate Orchard\OrchNa00,WAS,26,,5,0,0,0,0,0,1,0,0,1,0,0,1.0,14,8,6,2,2,
653,Kareem Orr\OrrxKa00,TEN,22,,2,0,,,,,,,,,,,0.0,9,8,1,0,0,
654,Patrick Ricard*\RicaPa00,BAL,25,FB,16,7,0,0,0,0,1,1,0,0,0,0,1.0,9,8,1,1,2,
655,Coty Sensabaugh\SensCo00,2TM,31,,6,2,,,,,,,,,,,0.0,11,8,3,1,0,
656,Robert Spillane\SpilRo00,PIT,24,,8,0,,,,,,,,,,,0.0,11,8,3,0,0,
657,Jacob Tuioti-Mariner\TuioJa00,ATL,23,,8,1,,,,,,1,,,,,0.0,14,8,6,1,1,
658,Shy Tuttle\TuttSh00,NOR,24,,16,1,1,19,0,19,4,,,,,,2.0,18,8,10,3,3,
659,Tanner Vallejo\VallTa00,2TM,25,,11,0,,,,,,1,0,0,0,0,1.0,8,8,0,2,1,
660,Tyrell Adams\AdamTy00,HOU,27,,5,2,,,,,,1,,,,,0.0,13,7,6,0,0,
661,Jamal Agnew\AgneJa00,DET,24,,13,0,,,,,,1,1,0,0,0,0.0,9,7,2,0,0,
662,Alex Anzalone\AnzaAl00,NOR,25,,2,0,,,,,,,,,,,1.0,7,7,0,1,1,
663,Ben Banogu\BanoBe00,IND,23,,16,0,0,0,0,0,1,1,0,0,0,0,2.5,11,7,4,3,5,
664,Nick Bellore\BellNi01,SEA,30,,14,1,,,,,,0,0,1,0,0,0.0,7,7,0,0,0,
665,Brandon Bolden\BoldBr00,NWE,29,,15,2,,,,,,1,0,0,0,0,0.0,7,7,0,0,0,
666,Tony Brown\BrowTo01,GNB,24,,9,0,,,,,,,,,,,0.0,11,7,4,0,0,
667,Oren Burks\BurkOr00,GNB,24,,12,0,,,,,,,,,,,0.0,11,7,4,0,0,
668,Tae Davis\DaviTa00,2TM,23,,13,1,,,,,,,,,,,0.0,12,7,5,0,1,
