Rk,Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
211,Jahlani Tavai\TavaJa00,DET,23,mlb,15,6,1,2,0,2,2,1,0,0,0,0,2.0,58,37,21,5,3,
212,Greedy Williams\WillGr00,CLE,22,RCB,12,12,0,0,0,0,2,,,,,,0.0,47,37,10,2,0,
213,Gareon Conley\ConlGa00,2TM,24,,14,12,1,3,0,3,13,,,,,,0.0,50,36,14,0,0,
214,Maxx Crosby\CrosMa00,OAK,22,RDE,16,10,0,0,0,0,4,4,0,0,0,0,10.0,47,36,11,16,14,
215,Grant Haley\HaleGr00,NYG,23,,15,3,,,,,,,,,,,1.0,43,36,7,4,1,
216,Yannick Ngakoue\NgakYa00,JAX,24,LDE,15,15,1,23,1,23,6,4,0,1,-2,0,8.0,41,36,5,13,15,
217,Foyesade Oluokun\OluoFo00,ATL,24,,16,3,,,,,,1,,,,,0.0,62,36,26,2,0,
218,Donald Payne\PaynDo00,JAX,25,mlb,9,5,0,0,0,0,1,0,0,1,0,0,1.0,61,36,25,3,1,
219,Troy Reeder\ReedTr01,LAR,25,lb,16,8,,,,,,2,,,,,0.0,58,36,22,0,0,
220,Andrew Sendejo\SendAn00,2TM,32,,15,3,3,36,0,21,4,,,,,,1.0,45,36,9,2,2,
221,Darius Slay*\SlayDa00,DET,28,CB/LCB,14,14,2,19,0,19,13,0,0,1,38,0,0.0,46,36,10,0,0,
222,Preston Smith\SmitPr00,GNB,27,LOLB,16,16,1,5,0,5,4,1,0,0,0,0,12.0,56,36,20,11,23,
223,Eric Wilson\WilsEr00,MIN,25,llb,16,6,,,,,,0,0,1,0,0,3.0,62,36,26,6,5,
224,Jahleel Addae\AddaJa00,HOU,29,/fs,16,3,2,5,0,4,3,,,,,,0.0,45,35,10,0,0,
225,Lorenzo Alexander\AlexLo99,BUF,36,rlb,16,7,0,0,0,0,9,1,0,0,0,0,2.0,55,35,20,4,9,
226,Brandon Graham\GrahBr99,PHI,31,RDE,16,16,,,,,,1,0,2,4,0,8.5,50,35,15,15,17,
227,Lawrence Guy\GuyxLa00,NWE,29,LDE,16,16,1,5,0,5,1,0,0,2,0,0,3.0,61,35,26,5,5,
228,Javon Hargrave\HargJa00,PIT,26,NT,16,13,,,,,,1,0,0,0,0,4.0,60,35,25,7,6,
229,Anthony Harris\HarrAn01,MIN,28,FS,14,14,6,42,1,20,11,0,0,1,0,0,0.0,60,35,25,1,1,
230,Raekwon McMillan\McMiRa02,MIA,24,LILB,13,12,0,0,0,0,1,,,,,,0.0,72,35,37,3,2,
231,Ben Niemann\NiemBe00,KAN,24,,16,1,0,0,0,0,1,0,0,1,0,0,0.0,56,35,21,1,1,
232,Larry Ogunjobi\OgunLa00,CLE,25,LDT,15,15,0,0,0,0,1,,,,,,5.5,50,35,15,10,13,
233,Bradley Roby\RobyBr00,HOU,27,RCB,10,10,2,49,1,27,8,1,0,0,0,0,1.0,38,35,3,2,1,
234,T.J. Watt*+\WattT.00,PIT,25,LOLB,16,16,2,7,0,7,8,8,0,4,0,0,14.5,55,35,20,14,36,
235,K'Waun Williams\WillKW00,SFO,28,db,15,8,2,53,0,49,2,4,0,0,0,0,1.0,51,35,16,2,4,
236,Michael Brockers\BrocMi00,LAR,29,LDE,16,16,0,0,0,0,1,,,,,,3.0,63,34,29,3,9,
237,DeForest Buckner\BuckDe00,SFO,25,DT/RDT,16,16,0,0,0,0,2,2,0,4,12,1,7.5,62,34,28,9,14,
238,Ronald Darby\DarbRo00,PHI,25,CB/RCB,11,11,2,29,0,16,11,,,,,,0.0,37,34,3,1,0,
239,Kendall Fuller\FullKe00,KAN,24,/cb,11,4,0,0,0,0,2,,,,,,1.0,49,34,15,3,1,
240,Rayshawn Jenkins\JenkRa00,LAC,25,SS,16,16,3,10,0,8,4,,,,,,0.0,54,34,20,2,0,
241,Lonnie Johnson Jr.\JohnLo01,HOU,24,db,14,7,0,0,0,0,7,,,,,,0.0,41,34,7,0,0,
242,Jaquiski Tartt\TartJa00,SFO,27,SS,12,12,0,0,0,0,2,1,0,2,0,0,0.5,48,34,14,1,1,
243,P.J. Williams\WillP.00,NOR,26,DB,14,8,1,0,0,0,4,,,,,,1.0,44,34,10,3,1,
244,Mike Edwards\EdwaMi01,TAM,23,ss,15,7,0,0,0,0,6,0,0,2,-1,0,1.0,45,33,12,3,1,
245,Trey Flowers\FlowTr00,DET,26,LDE,15,15,,,,,,2,0,0,0,0,7.0,51,33,18,8,21,
246,Davon Godchaux\GodcDa00,MIA,25,NT,16,16,0,0,0,0,1,,,,,,2.0,75,33,42,4,7,
247,Justin Houston\HousJu00,IND,30,LDE,16,16,,,,,,2,0,3,0,0,11.0,44,33,11,13,18,1
248,Whitney Mercilus\MercWh00,HOU,29,LOLB,16,16,2,88,0,86,2,4,0,1,2,0,7.5,48,33,15,9,16,
249,Von Miller*\MillVo00,DEN,30,ROLB,15,15,0,0,0,0,2,,,,,,8.0,46,33,13,10,20,
250,Fabian Moreau\MoreFa00,WAS,25,db,12,7,3,16,0,10,5,,,,,,0.0,44,33,11,0,0,
251,Josh Norman\NormJo01,WAS,32,cb/RCB,12,8,1,2,0,2,6,1,0,0,0,0,1.0,40,33,7,1,0,
252,Kendall Sheffield\ShefKe00,ATL,23,rcb,16,11,0,0,0,0,3,1,0,0,0,0,0.0,46,33,13,0,0,
253,Michael Thomas\ThomMi02,NYG,29,/ss,16,2,0,0,0,0,3,,,,,,0.0,47,33,14,3,0,
254,Arik Armstead\ArmsAr01,SFO,26,RDE,16,16,0,0,0,0,2,2,0,1,0,0,10.0,54,32,22,11,18,
255,Nick Bosa*\BosaNi00,SFO,22,LDE,16,14,1,46,0,46,2,1,0,2,6,0,9.0,47,32,15,16,25,
256,Nigel Bradham\BradNi00,PHI,30,MLB,12,12,1,22,0,22,5,0,0,1,47,1,0.0,61,32,29,2,1,
257,D.J. Hayden\HaydDJ00,JAX,29,db,15,8,0,0,0,0,6,1,0,1,0,0,2.0,41,32,9,5,5,
258,Troy Hill\HillTr01,LAR,28,LCB,14,9,2,6,0,6,8,,,,,,1.0,43,32,11,1,2,
259,Donte Jackson\JackDo02,CAR,24,LCB,13,10,3,25,0,25,8,0,0,1,-1,0,0.0,40,32,8,1,0,
260,Jimmy Moreland\MoreJi00,WAS,24,rcb,14,5,0,0,0,0,4,,,,,,0.0,42,32,10,1,1,
261,Daron Payne\PaynDa00,WAS,22,NT,15,9,0,0,0,0,2,,,,,,2.0,56,32,24,3,4,
262,Nickell Robey-Coleman\RobeNi00,LAR,27,/cb,16,3,0,0,0,0,7,2,0,0,12,0,0.0,36,32,4,3,0,
263,A'Shawn Robinson\RobiAS00,DET,24,dt/RDT,13,9,0,0,0,0,3,1,0,2,3,0,1.5,40,32,8,3,2,
264,D.J. Swearinger\SweaDJ00,3TM,28,,9,7,0,0,0,0,3,,,,,,0.0,50,32,18,0,1,
265,Earl Thomas*\ThomEa99,BAL,30,SS,15,15,2,38,0,24,4,1,0,1,6,0,2.0,49,32,17,2,6,
266,Isaac Yiadom\YiadIs00,DEN,23,RCB,16,8,0,0,0,0,4,,,,,,0.0,43,32,11,1,0,
267,Josh Allen*\AlleJo03,JAX,22,,16,4,,,,,,2,0,0,0,0,10.5,44,31,13,11,23,
268,Kenny Clark*\ClarKe01,GNB,24,NT,16,16,0,0,0,0,1,1,0,0,0,0,6.0,62,31,31,9,7,
269,Michael Davis\DaviMi03,LAC,24,LCB,12,12,2,15,0,15,9,,,,,,0.0,39,31,8,0,0,
270,Quinton Dunbar\DunbQu00,WAS,27,CB/LCB,11,11,4,6,0,6,8,,,,,,0.0,37,31,6,1,0,
271,Leon Jacobs\JacoLe00,JAX,24,RLB,14,7,0,0,0,0,1,0,0,1,0,0,2.0,42,31,11,4,3,
272,Jason McCourty\McCoJa99,NWE,32,LCB,12,10,1,16,0,16,6,,,,,,0.0,40,31,9,0,0,
273,Brennan Scarlett\ScarBr00,HOU,26,ROLB,15,10,0,0,0,0,1,2,0,0,0,0,3.5,51,31,20,3,6,
274,Montez Sweat\SweaMo00,WAS,23,LOLB,16,16,0,0,0,0,2,2,0,0,0,0,7.0,50,31,19,8,13,
275,Jermaine Whitehead\WhitJe02,CLE,26,db,8,8,1,0,0,0,2,1,0,0,0,0,0.0,41,31,10,1,2,
276,Mackensie Alexander\AlexMa01,MIN,26,/cb,13,4,1,0,0,0,5,,,,,,0.5,38,30,8,1,2,
277,Ryan Anderson\AndeRy00,WAS,25,,16,4,0,0,0,0,1,5,0,2,0,0,4.0,44,30,14,4,9,
278,Austin Calitro\CaliAu00,JAX,25,,13,4,0,0,0,0,1,,,,,,1.0,40,30,10,4,2,
279,Brandon Facyson\FacyBr00,LAC,25,,16,4,0,0,0,0,1,0,0,1,0,0,0.0,41,30,11,2,0,
280,Davontae Harris\HarrDa05,DEN,24,rcb,16,6,0,0,0,0,3,,,,,,0.0,35,30,5,0,0,
281,Will Harris\HarrWi02,DET,24,fs,16,6,0,0,0,0,3,,,,,,1.0,43,30,13,1,1,
282,Malik Hooker\HookMa00,IND,23,FS,13,13,2,39,0,26,3,0,0,1,3,0,0.0,51,30,21,1,0,
283,DeMarcus Lawrence\LawrDe00,DAL,27,LDE,16,16,0,0,0,0,2,2,0,2,0,0,5.0,45,30,15,10,16,
284,Julian Love\LoveJu00,NYG,21,ss,15,5,1,30,0,30,3,1,0,0,0,0,0.0,37,30,7,5,1,
285,George Odum\OdumGe00,IND,26,,16,1,,,,,,2,0,1,0,0,0.0,37,30,7,0,1,
286,Danny Shelton\ShelDa01,NWE,26,DT/LDT,16,14,,,,,,1,0,0,0,0,3.0,61,30,31,2,6,
287,Roderic Teamer\TeamRo00,LAC,22,FS,7,6,1,3,0,3,2,,,,,,1.0,40,30,10,1,1,
288,B.W. Webb\WebbBW00,CIN,29,CB/LCB,15,12,1,1,0,1,7,,,,,,0.0,37,30,7,1,0,
289,Christian Wilkins\WilkCh00,MIA,24,RDE,16,14,0,0,0,0,2,0,1,1,0,0,2.0,56,30,26,3,4,
290,Quincy Williams\WillQu01,JAX,23,LLB,11,8,,,,,,,,,,,0.0,48,30,18,2,0,
291,Ja'Whaun Bentley\BentJa00,NWE,23,,16,2,0,0,0,0,1,,,,,,0.0,44,29,15,2,1,
292,Aaron Donald*+\DonaAa00,LAR,28,RDE,16,16,0,0,0,0,2,2,0,1,0,0,12.5,48,29,19,20,24,1
293,Damon Harrison\HarrDa03,DET,31,DT/LDT,15,15,0,0,0,0,3,,,,,,2.0,49,29,20,3,2,
294,J.C. Jackson\JackJ.00,NWE,24,db,16,6,5,39,0,19,10,,,,,,0.0,36,29,7,0,1,
295,Christian Jones\JoneCh05,DET,28,RLB,13,13,0,0,0,0,4,0,0,1,0,0,2.0,51,29,22,2,3,
296,Jalen Mills\MillJa02,PHI,25,LCB,9,9,1,0,0,0,7,,,,,,0.0,41,29,12,0,0,
297,Tramon Williams\WillTr99,GNB,36,cb/db,16,7,2,-4,0,0,8,1,0,2,0,0,0.0,39,29,10,1,1,
298,Vic Beasley\BeasVi00,ATL,27,RDE,16,15,0,0,0,0,2,2,0,0,0,0,8.0,42,28,14,8,12,
299,Preston Brown\BrowPr00,2TM,27,,10,8,,,,,,1,0,1,0,0,0.0,55,28,27,0,0,
300,Johnathan Hankins\HankJo00,OAK,27,RDT,16,16,0,0,0,0,1,,,,,,1.5,50,28,22,7,6,
301,Shelby Harris\HarrSh00,DEN,28,LDE,16,16,0,0,0,0,9,1,0,0,0,0,6.0,49,28,21,8,6,
302,Casey Hayward\HaywCa00,LAC,30,RCB,16,16,2,37,0,37,8,,,,,,0.0,32,28,4,0,0,
303,Siran Neal\NealSi00,BUF,25,,15,1,,,,,,1,,,,,0.0,36,28,8,2,0,
304,Mike Purcell\PurcMi00,DEN,28,NT,13,7,,,,,,,,,,,0.0,48,28,20,8,2,
305,D.J. Reader\ReadD.00,HOU,25,NT,15,15,,,,,,,,,,,2.5,52,28,24,6,13,
306,Sheldrick Redwine\RedwSh00,CLE,23,fs,12,5,0,0,0,0,2,,,,,,0.0,42,28,14,0,0,
307,Jalen Reeves-Maybin\ReevJa00,DET,24,,16,3,,,,,,1,0,1,0,0,0.0,37,28,9,1,1,
308,John Simon\SimoJo01,NWE,29,RDE,16,12,1,6,0,6,4,1,0,0,0,0,4.0,44,28,16,3,7,
309,Jimmy Smith\SmitJi03,BAL,31,db,9,5,1,7,0,7,6,,,,,,1.0,30,28,2,1,1,
310,M.J. Stewart\StewM.00,TAM,24,,10,1,0,0,0,0,2,,,,,,0.0,35,28,7,0,0,
311,Vince Williams\WillVi01,PIT,30,RILB,14,8,0,0,0,0,1,0,0,1,0,0,2.5,55,28,27,4,9,
312,Vince Biegel\BiegVi00,MIA,26,RILB,15,10,1,7,0,7,1,,,,,,2.5,59,27,32,7,13,
313,Blake Cashman\CashBl00,NYJ,23,lb,7,5,0,0,0,0,1,0,0,1,0,0,0.5,40,27,13,3,3,
314,Marqui Christian\ChriMa00,LAR,25,/fs,16,1,0,0,0,0,2,,,,,,0.0,36,27,9,1,0,
315,Frank Clark*\ClarFr01,KAN,26,RDE,14,11,1,5,0,5,4,3,0,1,0,0,8.0,37,27,10,12,14,
316,Brandon Copeland\CopeBr00,NYJ,28,,12,3,0,0,0,0,2,1,0,0,0,0,1.5,42,27,15,5,3,
317,Kamalei Correa\CorrKa00,TEN,25,lolb,16,5,0,0,0,0,2,0,0,1,0,0,5.0,37,27,10,6,5,
318,Quandre Diggs\DiggQu00,2TM,26,,10,10,3,99,1,55,3,1,0,1,0,0,0.0,41,27,14,0,0,
319,Leonard Floyd\FloyLe00,CHI,27,ROLB,16,16,0,0,0,0,1,,,,,,3.0,40,27,13,3,12,
320,Dre Kirkpatrick\KirkDr00,CIN,30,lcb,6,6,0,0,0,0,4,0,0,1,11,0,1.0,33,27,6,2,1,
321,Clay Matthews\MattCl99,LAR,33,LILB,13,13,0,0,0,0,3,2,0,0,0,0,8.0,37,27,10,9,11,
322,Kevin Pierre-Louis\PierKe00,CHI,28,/il,14,3,1,2,0,2,3,,,,,,0.0,37,27,10,2,2,
323,Curtis Riley\RileCu00,OAK,27,,16,3,0,0,0,0,1,1,,,,,0.0,34,27,7,2,0,
324,Chandon Sullivan\SullCh00,GNB,23,,16,0,1,7,0,7,6,1,0,0,0,0,0.0,30,27,3,0,1,
325,Morgan Burnett\BurnMo99,CLE,30,FS/ss,8,8,1,43,0,43,2,,,,,,2.0,41,26,15,4,3,
326,Juston Burris\BurrJu00,CLE,26,cb/DB,14,9,2,42,0,27,7,1,0,0,0,0,1.0,32,26,6,2,2,
327,Jurrell Casey*\CaseJu00,TEN,30,DT/RDE,14,14,,,,,,1,0,2,0,0,5.0,44,26,18,5,10,
328,William Compton\CompWi00,OAK,30,,9,4,,,,,,,,,,,0.0,41,26,15,0,0,
329,Fletcher Cox*\CoxxFl00,PHI,29,RDT,16,16,0,0,0,0,2,3,0,1,1,0,3.5,40,26,14,5,10,
330,Tyeler Davison\DaviTy01,ATL,27,RDT,16,12,,,,,,0,0,1,0,0,1.0,55,26,29,4,2,
331,Samson Ebukam\EbukSa00,LAR,24,ROLB,16,5,0,0,0,0,4,1,0,2,0,0,4.5,48,26,22,5,10,
332,William Gholston\GholWi00,TAM,28,RDE,16,8,0,0,0,0,2,,,,,,1.0,38,26,12,5,7,
333,Everson Griffen*\GrifEv99,MIN,32,DE/RDE,15,15,1,17,0,17,2,,,,,,8.0,41,26,15,11,24,
334,William Jackson III\JackWi02,CIN,27,RCB,14,13,1,19,0,19,3,,,,,,0.0,37,26,11,1,0,
335,Linval Joseph\JoseLi99,MIN,31,LDT/NT,13,13,,,,,,1,0,0,0,0,3.0,44,26,18,6,6,
336,Arthur Maulet\MaulAr00,NYJ,26,rcb,12,6,1,13,0,13,2,0,0,1,0,1,0.0,38,26,12,5,0,
337,Will Parks\ParkWi01,DEN,25,db/fs,14,7,1,11,0,11,2,1,0,0,0,0,1.0,35,26,9,1,2,
338,Robert Quinn\QuinRo00,DAL,29,DE/RDE,14,14,0,0,0,0,3,2,0,0,0,0,11.5,34,26,8,13,22,
339,Kiko Alonso\AlonKi00,NOR,29,,13,4,0,0,0,0,1,,,,,,0.0,31,25,6,3,2,
340,Derek Barnett\BarnDe01,PHI,23,LDE,14,14,,,,,,2,0,0,0,0,6.5,30,25,5,10,22,
341,Malcolm Butler\ButlMa01,TEN,29,rcb,9,9,2,61,1,38,9,,,,,,0.0,32,25,7,1,0,
342,Lorenzo Carter\CartLo01,NYG,24,ROLB,15,12,0,0,0,0,5,1,0,0,0,0,4.5,45,25,20,6,13,
343,Darqueze Dennard\DennDa00,CIN,28,cb/db,9,5,0,0,0,0,5,,,,,,0.0,37,25,12,1,2,
344,Kemal Ishmael\IshmKe00,ATL,28,/ss,14,3,,,,,,1,,,,,0.0,44,25,19,2,0,
345,Kevin Johnson\JohnKe04,BUF,27,/cb,16,1,0,0,0,0,5,,,,,,1.0,36,25,11,1,1,
346,Sebastian Joseph-Day\JoseSe00,LAR,24,,16,15,0,0,0,0,1,,,,,,2.0,44,25,19,5,5,
347,Cassius Marsh\MarsCa00,ARI,27,,16,3,,,,,,,,,,,2.5,36,25,11,7,5,
348,Jordan Phillips\PhilJo01,BUF,27,dt/LDT,16,9,,,,,,1,0,0,0,0,9.5,31,25,6,13,16,
349,Will Redmond\RedmWi00,GNB,26,,13,4,0,0,0,0,1,,,,,,0.0,36,25,11,1,0,
350,Kyzir White\WhitKy00,LAC,23,rlb,16,7,1,0,0,0,2,,,,,,0.0,40,25,15,1,0,
351,Wesley Woodyard\WoodWe20,TEN,33,/il,15,2,0,0,0,0,1,1,0,0,0,0,1.0,42,25,17,3,2,
352,Michael Bennett\BennMi99,2TM,34,,15,1,,,,,,,,,,,6.5,32,24,8,14,15,
353,Marquise Blair\BlaiMa01,SEA,22,,14,3,0,0,0,0,1,2,,,,,0.0,32,24,8,0,0,
354,Rasul Douglas\DougRa00,PHI,25,rcb,16,6,0,0,0,0,10,,,,,,0.0,35,24,11,3,1,
355,Javien Elliott\ElliJa01,CAR,26,,16,3,1,0,0,0,2,,,,,,0.5,38,24,14,1,2,
356,Clelin Ferrell\FerrCl00,OAK,22,LDE,15,15,0,0,0,0,5,0,0,1,0,0,4.5,38,24,14,8,8,
357,John Johnson\JohnJo10,LAR,24,ss,6,5,2,0,0,0,2,,,,,,0.0,51,24,27,2,0,
358,Dexter Lawrence\LawrDe03,NYG,22,RDE,16,16,0,0,0,0,1,1,0,0,0,0,2.5,38,24,14,3,9,
359,Trent Murphy\MurpTr00,BUF,29,LDE,16,16,1,0,0,0,3,2,0,2,8,0,5.0,36,24,12,9,9,
360,Carl Nassib\NassCa00,TAM,26,de/lolb,14,8,,,,,,1,0,1,0,0,6.0,34,24,10,8,11,
361,Ed Oliver\OlivEd00,BUF,22,rdt,16,7,0,0,0,0,2,1,0,0,0,0,5.0,43,24,19,5,8,
362,Jason Pierre-Paul\PierJa99,TAM,30,LOLB,10,8,0,0,0,0,2,2,0,0,0,0,8.5,27,24,3,9,16,
363,LeShaun Sims\SimsLe00,TEN,26,,14,2,0,0,0,0,2,0,1,1,0,0,0.0,35,24,11,0,0,
364,Terrell Suggs\SuggTe99,2TM,37,,15,13,,,,,,4,0,1,0,0,6.5,40,24,16,9,9,
365,Nick Williams\WillNi01,CHI,29,dt,16,5,0,0,0,0,2,0,0,2,4,0,6.0,42,24,18,5,9,
366,Ahkello Witherspoon\WithAh00,SFO,24,rcb,10,8,1,25,1,25,9,,,,,,0.0,28,24,4,1,0,
367,Josh Bynes\ByneJo00,BAL,30,il/LILB,12,7,2,7,0,6,4,,,,,,1.0,46,23,23,6,2,
368,B.J. Goodson\GoodB.00,GNB,26,il/RILB,15,9,,,,,,,,,,,0.0,37,23,14,0,0,
369,Marcell Harris\HarrMa03,SFO,25,,13,4,0,0,0,0,5,3,0,1,3,0,0.0,40,23,17,0,1,
370,Derwin James\JameDe00,LAC,23,fs,5,5,0,0,0,0,1,,,,,,0.0,34,23,11,3,0,
371,Chris Jones*\JoneCh09,KAN,25,LDT,13,12,0,0,0,0,4,1,0,1,12,0,9.0,36,23,13,8,20,
372,Dean Lowry\LowrDe00,GNB,25,LDE,16,16,1,7,0,7,3,0,0,1,0,0,0.0,47,23,24,2,2,
373,Uchenna Nwosu\NwosUc00,LAC,23,,16,3,0,0,0,0,1,1,0,0,0,0,2.0,31,23,8,5,7,
374,Emmanuel Ogbah\OgbaEm00,KAN,26,/de,10,4,0,0,0,0,3,1,0,0,0,0,5.5,32,23,9,6,11,
375,Adrian Phillips\PhilAd00,LAC,27,db/ss,7,5,,,,,,,,,,,0.0,36,23,13,1,0,
376,Reggie Ragland\RaglRe00,KAN,26,il/RLB,14,7,,,,,,0,0,1,5,1,2.0,30,23,7,4,3,
377,Marvell Tell III\TellMa00,IND,23,,13,1,0,0,0,0,5,1,,,,,0.0,26,23,3,0,0,
378,Darian Thompson\ThomDa05,DAL,26,,15,4,0,0,0,0,3,0,0,1,0,0,1.5,45,23,22,3,2,
379,Dalvin Tomlinson\TomlDa00,NYG,25,NT,16,16,,,,,,1,0,0,0,0,3.5,49,23,26,7,9,
380,Derek Wolfe\WolfDe00,DEN,29,DE/RDE,12,12,0,0,0,0,1,1,0,0,0,0,7.0,34,23,11,8,12,
381,Kwon Alexander\AlexKw00,SFO,25,LLB,8,8,1,0,0,0,4,1,0,0,0,0,0.5,34,22,12,2,1,
382,Vernon Butler\ButlVe00,CAR,25,de/RDE,14,9,,,,,,3,0,0,0,0,6.0,32,22,10,7,8,
383,Jermaine Carter Jr.\CartJe00,CAR,24,LILB,16,5,,,,,,,,,,,0.5,31,22,9,2,2,
384,Samuel Eguavoen\EguaSa00,MIA,26,LOLB,16,6,0,0,0,0,1,0,0,1,0,0,3.5,42,22,20,7,9,
385,L.J. Fort\FortL.00,2TM,29,,16,8,0,0,0,0,1,,,,,,2.0,37,22,15,4,2,
386,Bruce Irvin\IrviBr00,CAR,32,ROLB,13,12,0,0,0,0,1,1,0,1,0,0,8.5,36,22,14,8,16,1
387,Trumaine Johnson\JohnTr05,NYJ,29,cb/lcb,7,5,1,3,0,3,2,,,,,,0.0,25,22,3,1,0,
388,Darron Lee\LeexDa00,KAN,25,/il,16,2,,,,,,,,,,,0.0,31,22,9,0,0,
389,David Onyemata\OnyeDa00,NOR,27,LDT,15,15,0,0,0,0,1,,,,,,3.0,32,22,10,3,11,
390,Roy Robertson-Harris\RobeRo00,CHI,26,LDE,15,7,0,0,0,0,3,,,,,,2.5,30,22,8,3,10,
391,Ndamukong Suh\SuhxNd99,TAM,32,LDE,16,16,0,0,0,0,4,0,0,4,43,2,2.5,41,22,19,7,14,
392,Andrew Wingard\WingAn01,JAX,23,,16,2,,,,,,1,0,0,0,0,1.0,30,22,8,0,2,
393,Tyson Alualu\AluaTy99,PIT,32,rde,16,5,0,0,0,0,2,1,0,0,0,0,1.0,41,21,20,4,3,
394,Corey Ballentine\BallCo00,NYG,23,,13,2,0,0,0,0,2,,,,,,0.0,26,21,5,0,1,
395,Jadeveon Clowney\ClowJa00,SEA,26,DE/LDE,13,11,1,27,1,27,3,4,0,2,10,1,3.0,31,21,10,7,13,
396,Poona Ford\FordPo00,SEA,24,RDT,15,14,0,0,0,0,1,0,0,1,0,0,0.5,32,21,11,5,3,
397,Najee Goode\GoodNa00,JAX,30,,10,4,0,0,0,0,2,,,,,,1.0,27,21,6,1,1,
398,Nate Hairston\HairNa00,NYJ,25,LCB,11,6,1,0,0,0,3,,,,,,0.0,24,21,3,2,1,
399,Jordan Jenkins\JenkJo01,NYJ,25,LLB,14,13,0,0,0,0,3,2,0,0,0,0,8.0,32,21,11,9,13,
400,Josey Jewell\JeweJo00,DEN,25,,15,3,,,,,,0,0,2,0,0,1.5,38,21,17,1,2,
401,DaQuan Jones\JoneDa04,TEN,28,NT,16,16,0,0,0,0,3,,,,,,1.0,42,21,21,0,2,
402,Tanoh Kpassagnon\KpasTa00,KAN,25,LDE,16,8,0,0,0,0,2,1,0,1,0,0,4.0,29,21,8,6,11,
403,Shaq Lawson\LawsSh00,BUF,25,,15,0,0,0,0,0,2,1,0,0,0,0,6.5,32,21,11,13,18,
404,Steve McLendon\McLeSt00,NYJ,33,LDT,16,16,,,,,,0,0,1,0,0,2.5,36,21,15,10,7,
405,Kevin Minter\MintKe00,TAM,29,,16,2,0,0,0,0,2,0,0,1,0,0,0.0,34,21,13,2,1,
406,Al-Quadin Muhammad\MuhaAl00,IND,24,,16,4,,,,,,1,0,0,0,0,3.0,28,21,7,8,9,
407,Kyle Phillips\PhilKy00,NYJ,22,,15,4,0,0,0,0,1,,,,,,1.5,39,21,18,7,6,
408,Joe Thomas\ThomJo04,DAL,28,,15,2,0,0,0,0,1,1,,,,,0.0,33,21,12,0,0,
409,Leonard Williams\WillLe02,2TM,25,,15,12,0,0,0,0,3,1,0,0,0,0,0.5,46,21,25,2,16,
410,Blidi Wreh-Wilson\WrehBl00,ATL,30,,14,2,0,0,0,0,7,,,,,,0.0,25,21,4,0,0,
411,Mario Addison\AddiMa00,CAR,32,LOLB,15,15,,,,,,2,0,0,0,0,9.5,34,20,14,6,14,
412,Denico Autry\AutrDe00,IND,29,DT,14,14,0,0,0,0,4,1,0,0,0,0,3.5,32,20,12,4,11,
413,Sam Beal\BealSa00,NYG,23,,6,3,0,0,0,0,1,,,,,,0.0,26,20,6,1,0,1
414,Tyus Bowser\BowsTy00,BAL,24,,16,0,0,0,0,0,2,1,0,1,33,1,5.0,24,20,4,3,10,
415,Kris Boyd\BoydKr00,MIN,23,,16,0,0,0,0,0,1,0,0,1,0,0,0.0,22,20,2,2,0,
416,Christian Covington\CoviCh00,DAL,26,de/rdt,16,6,0,0,0,0,1,,,,,,1.0,28,20,8,4,3,
417,Vinny Curry\CurrVi00,PHI,31,,16,2,,,,,,,,,,,5.0,27,20,7,5,12,
418,Jaylon Ferguson\FergJa02,BAL,24,LOLB,14,9,0,0,0,0,1,0,0,1,0,0,2.5,31,20,11,6,9,
419,Myles Garrett\GarrMy00,CLE,24,LDE,10,10,,,,,,2,0,0,0,0,10.0,29,20,9,11,18,
420,Eddie Goldman\GoldEd00,CHI,25,NT,15,15,,,,,,,,,,,1.0,29,20,9,2,2,
421,Rodney Gunter\GuntRo00,ARI,27,DE/RDE,13,13,,,,,,,,,,,3.0,31,20,11,9,10,
422,John Jenkins\JenkJo00,MIA,30,de/lde,16,5,0,0,0,0,1,,,,,,1.0,34,20,14,2,1,
423,Nevin Lawson\LawsNe00,OAK,28,db,11,5,0,0,0,0,5,,,,,,0.0,24,20,4,2,1,
424,Ryan Lewis\LewiRy01,3TM,25,,13,3,1,3,0,3,5,,,,,,0.0,28,20,8,1,0,
425,Craig Robertson\RobeCr00,NOR,31,,15,1,1,3,0,3,1,,,,,,1.0,27,20,7,2,2,
426,Jabaal Sheard\SheaJa00,IND,30,DE/RDE,13,12,0,0,0,0,2,,,,,,4.5,25,20,5,5,9,
427,Olivier Vernon\VernOl00,CLE,29,RDE,10,10,,,,,,1,0,0,0,0,3.5,26,20,6,4,11,
428,Jaylen Watkins\WatkJa01,LAC,28,/ss,14,3,0,0,0,0,1,,,,,,0.0,29,20,9,1,0,
429,Deatrich Wise Jr.\WiseDe00,NWE,25,,14,3,,,,,,1,0,0,0,0,2.0,26,20,6,3,10,
430,Blessuan Austin\AustBl00,NYJ,23,rcb,7,6,0,0,0,0,4,1,,,,,0.0,25,19,6,0,0,
431,Brian Burns\BurnBr00,CAR,21,rolb,16,5,,,,,,1,0,1,56,1,7.5,25,19,6,5,16,
